Key,Divinity Faculty,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
4UNIWEND,"Miller-McLemore, Bonnie",journalArticle,2013,"Miller-McLemore, Bonnie J.","Sandwiched but Not Smashed: Connection, Loss, and Responsibility in the Middle Years",Religious Studies News,,0885-0372,,https://rsn.aarweb.org/columns/sandwiched-not-smashed-connection-loss-and-responsibility-middle-years,,2013-03,8/5/14 21:58,8/3/21 16:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAWTPWWH,"Floyd-Thomas, Stacey",journalArticle,2009,"Floyd-Thomas, Stacey M.",Cultivating a Pedagogy of Possibility: The Moral Wisdom and Ethical Practice of Teaching as a Vocation,Spotlight on Teaching Religious Studies News,,0885-0372,,http://www.rsnonline.org/index.php?option=com_content&view=article&id=213&Itemid=276,,2009-10,5/15/14 18:18,7/21/20 18:47,,,,4,24,,,,,,,,,,,,,,,,,,,,,book review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SW38NFCA,"Michelson, David A.",journalArticle,2014,"Michelson, David A.",The Thousand Lives of Charlemagne: How Medieval Poets Turned a Border Skirmish into a Foundational Medieval Legend,Christian History,,0891-9666,,https://www.christianhistoryinstitute.org/magazine/article/thousand-lives-of-charlemagne/,Christian History Institute is a non-profit organization dedicated to accurately conveying the history of the Christian faith over the last 2000 years,2014,7/1/14 13:31,8/24/20 15:52,7/1/14 13:28,39,,,108,,Christian History Magazine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3MEK8WX9,"Michelson, David A.",journalArticle,2014,"Michelson, David A.",Charlemagne’s Furniture: Whatever Happened to the Holy Roman Empire,Christian History,,0891-9666,,https://www.christianhistoryinstitute.org:443/magazine/article/charlemagnes-furniture/,Christian History Institute is a non-profit organization dedicated to accurately conveying the history of the Christian faith over the last 2000 years,2014,7/1/14 13:28,8/24/20 15:50,7/1/14 13:28,36-38,,,108,,Christian History Magazine,,,,,,,,,,,,,,,,,C:\Users\xus12\Zotero\storage\VCVM3ETD\charlemagnes-furniture.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56SWAWD7,"Geller, Jay",journalArticle,2011,"Geller, Jay",Eidola or Eidechsen? Kafka Asks Brod Asks Kraus Asks Heine a Jewish Question,Journal of the Kafka Society of America,,0894-6388,,,,2011,6/27/14 19:49,6/27/14 19:50,,8-18,,,33-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H5ZXURTT,"Flesberg, Evon",journalArticle,2006,"Flesberg, Evon",Giving my lamb for you,Lutheran Woman Today,,0896-209X,,,,2006,6/12/14 17:12,6/12/14 17:13,,16-19,,January/February,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IB7BUMAT,"Sasson, Jack",journalArticle,1992,"Sasson, Jack M.",Marriage entre grandes familles,NABU: Nouvelles assyriologiques Brèves et Utilitaires,,0989-5671,,http://ancientworldonline.blogspot.com/2012/06/newly-open-access-journal-nabu.html,,1992,12/16/14 14:04,12/16/14 14:11,12/16/14 14:04,43-44,,,,,,AWOL - The Ancient World Online,,,,,,,,,,,,,,,,C:\Users\xus12\Zotero\storage\3VEVF5G9\newly-open-access-journal-nabu.html,,,Iraq; Assyriology; Cuneiform; France; Mesopotamia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9HIJFKI,"Sasson, Jack",journalArticle,1989,"Sasson, Jack M.",Zimri-Lim’s Letter to Tish-ulme,NABU: Nouvelles assyriologiques Brèves et Utilitaires,,0989-5671,,http://sepoa.fr/?page_id=134,,1989,12/12/14 16:19,12/12/14 16:20,,91-92,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TBGG6N2P,"Sasson, Jack",journalArticle,1987,"Sasson, Jack M.",Yasmakh-Addu’s letter to God (ARM I:3),NABU: Nouvelles assyriologiques Brèves et Utilitaires,,0989-5671,,http://sepoa.fr/?page_id=121,,1987,12/12/14 15:58,12/12/14 15:58,,63-64,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7KI9ZJ5G,"Sasson, Jack",journalArticle,1987,"Sasson, Jack M.",ARM X 97,NABU: Nouvelles assyriologiques Brèves et Utilitaires,,0989-5671,,http://sepoa.fr/?page_id=121,,1987,12/12/14 15:56,12/12/14 15:56,,44,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3K5EUSTE,"Sasson, Jack",journalArticle,1987,"Sasson, Jack M.","ARM IV, 20",NABU: Nouvelles assyriologiques Brèves et Utilitaires,,0989-5671,,http://sepoa.fr/?page_id=121,,1987,12/12/14 15:54,12/12/14 15:55,,22-23,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAKIIKSU,"Sasson, Jack",journalArticle,1987,"Sasson, Jack M.",A Satisfying Oath,NABU: Nouvelles assyriologiques Brèves et Utilitaires,,0989-5671,,http://sepoa.fr/?page_id=121,,1987,12/12/14 15:53,12/12/14 15:55,,22,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47U34WV2,"Sasson, Jack",journalArticle,1989,"Sasson, Jack M.",Zimri-Lim's Letter to Tish-ulme,NABU: Nouvelles assyriologiques Brèves et Utilitaires,,0989-5671,,,,1989,12/16/14 14:54,10/8/20 19:24,,91-92,,116,3,,,,,,,,,,en_US,,,,,Primo,,,,,,,Zimri-Lim - King of Mari -- 18th cent. B.C.; Akkadian language -- Texts; Assyro-Babylonian letters.; Mari (Extinct city) -- History -- Sources.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UF7UK9R6,"Sasson, Jack",journalArticle,1992,"Sasson, Jack M.",Time is Pressing,NABU: Nouvelles assyriologiques Brèves et Utilitaires,,0989-5671,,http://sepoa.fr/wp/wp-content/uploads/2012/05/1992-3.pdf,,1992,12/12/14 17:02,10/8/20 18:47,,55,,,3,,,AWOL - The Ancient World Online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QGIGB5VW,"Andrews, Dale P.",journalArticle,2005,"Andrews, Dale P.",Preaching the Lesson,Lectionary Homiletics,,1043-2310,,,,2005-03,6/25/14 18:17,6/25/14 18:18,,,,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JJ86QXKK,"Andrews, Dale P.",journalArticle,1997,"Andrews, Dale P.",The Boy Wonder (Luke 2:41051),Biblical Preaching Journal,,1043-5522,,,,1997,6/25/14 18:30,6/25/14 18:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XEJJ69NZ,"Andrews, Dale P.",journalArticle,2001,"Andrews, Dale P.",The Lure of Cotton Candy,Biblical Preaching Journal,,1043-5522,,,,2001,6/25/14 18:30,6/25/14 18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W35F6JDP,"Barnes, Sandra L.",journalArticle,2007,"Barnes, Sandra L.",Black Intimacies: A Gender Perspective on Families and Relationships,Families in Society,,1044-3894,,,,2007,7/24/14 20:14,7/24/14 20:15,,156-157,,1,88,,,,,,,,,,,,,,,,,,,,,Book review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2I6D5IQ,"Andrews, Dale P.",journalArticle,1995,"Andrews, Dale P.",Lent 2,Word and Witness,,1047-2339,,,,1995,6/25/14 18:34,6/25/14 18:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6C4KP7W,"Andrews, Dale P.",journalArticle,1995,"Andrews, Dale P.",Epiphany,Word and Witness,,1047-2339,,,,1995,6/25/14 18:34,6/25/14 18:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7PFB4JXG,"Andrews, Dale P.",journalArticle,1996,"Andrews, Dale P.",Advent 3,Word and Witness,,1047-2339,,,,1996,6/25/14 18:33,6/25/14 18:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZUBV7G79,"Geller, Jay",journalArticle,1992,"Geller, Jay",Blood Sin: Syphilis and the Construction of Jewish Identity,Faultline,,1062-7170,,,,1992,7/2/14 18:20,7/22/20 14:29,,21-48,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WJP357ZT,"Floyd-Thomas, Stacey",journalArticle,2002,"Floyd-Thomas, Stacey M; Allen, Katherine R.; Gillman, Laura",Interdisciplinarity as Self and Subject: Metaphor and Transformation,Issues in Integrative Studies,,1081-4760,,,,2002,7/3/14 17:17,7/10/20 22:03,,1-26,,,20,,Issues in integrative studies,,,,,,,,English,,,,,OCLC WorldCat FirstSearch,,,,,,,Interdisciplinary approach to knowledge; Periodicals. Interdisciplinarité; Periodicals. Interdisciplinary approach in education; Périodiques. Interdisciplinarité en éducation; Périodiques. Interdisziplinäres Studium. Interdisciplinary approach in education. Interdisciplinary approach to knowledge. Genre/Form: Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7MJ4GXXC,"Levine, Amy-Jill",journalArticle,2020,"Levine, Amy-Jill",Reivew of Zondervan Illustrated Bible Backgrounds Commentary: John,Review of Biblical Literature,,1099-0046,,https://www.sblcentral.org/home/bookDetails/13056?search=Zondervan%20Illustrated%20Bible%20Backgrounds%20Commentary:%20John&type=0,,2020-03,7/14/21 19:47,7/14/21 19:53,7/14/21 19:47,,,,,,,,,,,,,,,,,,,,,,,C:\Users\xus12\Zotero\storage\7GFEJLFV\13056.html,,,,,,,,,,,,,,,,,,Craig S. Keener,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BNG4BSYV,"Levine, Amy-Jill",journalArticle,2020,"Levine, Amy-Jill",Review of The Appropriation of Passover in Luke-Acts,Review of Biblical Literature,,1099-0046,,https://www.sblcentral.org/home/bookDetails/12734?search=The%20Appropriation%20of%20Passover%20in%20Luke-Acts&type=0,,2020-03,7/14/21 19:43,7/14/21 19:46,7/14/21 19:43,,,,,,,,,,,,,,,,,,,,,,,C:\Users\xus12\Zotero\storage\UK2BDJN8\12734.html,,,,,,,,,,,,,,,,,,Dany Christopher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683VHBAU,"Morrill, Bruce T.",journalArticle,2007,"Morrill, Bruce T.",Liturgia és etika: a keresztény élet mint Isten dicsérete,Keresztény Szó,,1220-630X,,,,2007-06,7/31/14 16:45,7/31/14 16:47,,1-6,,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69M29L6Y,"Rieger, Joerg",journalArticle,2002,"Rieger, Jeorg",Was bedeutet Heimat heute?,Podium,,1432-7589,,,,2002-08,6/28/18 17:53,6/28/18 17:54,,,,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65HERHWL,"Rieger, Joerg",journalArticle,2001,"Rieger, Jeorg",Was tut Jesus heute?,Unterwegs,,1436-607X,,,,1/28/01,6/28/18 18:05,6/28/18 18:06,,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPSX49XV,"Levine, Amy-Jill",journalArticle,2010,"Levine, Amy-Jill",What Do We Call Our Scripture?,Echoing the Word: The Catholic Religious Education On-Line Journal,,1446-6643,,,,2010,8/21/14 14:35,8/21/14 14:40,,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R5QVS29A,"Andrews, Dale P.",journalArticle,2003,"Andrews, Dale P.",Author's Reply Article,Conversations in Religion & Theology,,1479-2206,,,,2003-11,6/25/14 18:28,6/25/14 18:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYXDEQXV,"Rieger, Joerg",journalArticle,2008,"Rieger, Jeorg",Methodism and Empire: The Beginnings,Revista Caminhando,,1519-7018,,,,2008-12,6/27/18 18:41,6/27/18 18:43,,124-130,,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RJGW82VB,"Hudnut-Beumler, Jim",journalArticle,2009,"Hudnut-Beumler, Jim",Review of Mrs. Russell Sage: Women's activism and philanthropy in Gilded Age and Progressive Era America,Journal of Presbyterian History,,1521-9216,,,,2009-09,1/22/15 18:01,1/22/15 18:03,,83,,2,87,,,,,,,,,,,,,,,,,,,,,Book review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BJQW8BHX,"Hudnut-Beumler, Jim",journalArticle,2012,"Hudnut-Beumler, Jim","Review of Original sin and everyday protestants: The theology of Reinhold Niebuhr, Billy Graham, and Paul Tillich in an age of anxiety",Journal of Presbyterian History,,1521-9216,,,,2012,1/22/15 17:55,1/22/15 17:59,,93,,2,90,,,,,,,,,,,,,,,,,,,,,Book review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5KXGW7NW,"Barnes, Sandra L.",journalArticle,2003,"Barnes, Sandra L.",Comeback Cities: A Blueprint for Urban Neighborhood Revival,City & Community,,1535-6841,,,,2003,7/24/14 20:18,7/24/14 20:19,,72-73,,1,2,,,,,,,,,,,,,,,,,,,,,Book review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VU562HZD,"Geller, Jay",journalArticle,2006,"Geller, Jay","Review of Kaplan, Marion; Meyer, Beate, Jüdische Welten: Juden in Deutschland vom 18. Jahrhundert bis in die Gegenwart",H-Net Reviews,,1538-0661,,http://www.h-net.org/reviews/showrev.php?id=12399,,2006-10,7/3/14 17:58,12/11/14 15:20,7/3/14 17:58,,,,,,,"Review of Kaplan, Marion; Meyer, Beate, Jüdische Welten",,,,,,,en,Copyright 2006 by H-Net,,,,www.h-net.org,,Scholarly review published by H-Net Reviews,,C:\Users\xus12\Zotero\storage\BS2BN4KT\showrev.html,,Book reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HZAU87ZN,"Geller, Jay",journalArticle,2009,"Geller, Jay","Review of Hollander, Dana, Exemplarity and Chosenness: Rosenzweig and Derrida on the Nation of Philosophy",H-Net Reviews,,1538-0661,,http://www.h-net.org/reviews/showrev.php?id=24044,,2009-03,7/3/14 17:44,12/11/14 15:20,7/3/14 17:44,,,,,,,"Review of Hollander, Dana, Exemplarity and Chosenness",,,,,,,en,Copyright 2009 by H-Net,,,,www.h-net.org,,Scholarly review published by H-Net Reviews,,C:\Users\xus12\Zotero\storage\EEPMMG28\showrev.html,,Book reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XQ4IRTBE,"Geller, Jay",journalArticle,2006,"Geller, Jay","Review of Bilski, Emily D.; Braun, Emily, Jewish Women and Their Salons: The Power of Conversation",H-Net Reviews,,1538-0661,,http://www.h-net.org/reviews/showrev.php?id=12398,,2006-10,7/3/14 17:58,12/11/14 15:19,7/3/14 17:58,,,,,,,"Review of Bilski, Emily D.; Braun, Emily, Jewish Women and Their Salons",,,,,,,en,Copyright 2006 by H-Net,,,,www.h-net.org,,Scholarly review published by H-Net Reviews,,C:\Users\xus12\Zotero\storage\CJXQ5N3R\showrev.html,,Book reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9RG78XG4,"Miller-McLemore, Mark",journalArticle,2007,"Miller-McLemore, Mark",Signs of Excellence in Ministry,DisciplesWorld,,1539-1671,,http://www.disciplesworldmagazine.com/,,2007-10,7/24/14 22:09,1/5/15 20:39,,11-12,,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3AB6YYUR,"Hamman, Jaco",journalArticle,2021,"Hamman, Jaco",Pastoral care and an imago Dei for the Technological Age,Tidsskrift for Sjelesorg (Nordic Journal of Pastoral Care and Counseling),,1542-3050,,,,2021,6/29/22 20:57,6/29/22 20:59,,248-264,,,4-Mar,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HZT8Q76F,"DeHart, Paul J.",journalArticle,2002,"DeHart, Paul","Review of Eberhard Jüngel, God’s Being is in Becoming","Bulletin of the Institute for Reformed Theology, Union Theological Seminary",,1543-1975,,,"Latest issue consulted: Vol. 3, no. 1 (winter 2003).",2002,10/12/16 13:57,10/12/16 14:00,,,,,2,,,,,,,,,,eng,,,,,discoverlibrary.vanderbilt.edu,,,,,,Book review,Reformed Church--Doctrines--Periodicals.; Union Theological Seminary and Presbyterian School of Christian Education. Institute for Reformed Theology--Periodicals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W4GC525H,"Floyd-Thomas, Juan Marcial",journalArticle,2011,"Floyd-Thomas, Juan","Review of Mark D. Morrison-Reed, ed. , Darkening the Doorways: Black Trailblazers and Missed Opportunities in Unitarian Universalism",Journal of Unitarian Universalist History,,1550-0195,,,,2011-12,9/15/15 16:25,9/15/15 16:29,,199-201,,,35,,,,,,,,,,eng,,,,,Primo,,,,,,,Salus extra ecclesiam; Unitarianism History Periodicals; Universal salvation; Universalism History Periodicals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52WDXD68,"Knight, Douglas A.",journalArticle,1995,"Knight, Douglas A.",Political Rights and Powers in Monarchic Israel,Semeia,,1567-200X,,,,1995,5/16/14 16:59,1/16/17 17:03,,93-117,,66,,,,,,,,,,,English,,,,,OCLC WorldCat FirstSearch,,,,,,,Ethics in the Bible. Politics in the Bible. Oude Testament. Ethiek. Politieke ethiek. Ethik. Aufsatzsammlung. Politische Ethik. Ethics in the Bible. Politics in the Bible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMIPCMWS,"Geller, Jay",journalArticle,2011,"Geller, Jay",Leaping Lizards Max: Kafka Asks Brod Asks Kraus Asks Heine a Jewish Question: and Not Judith Butler's,transversal,,1607-629X,,http://www.studienverlag.at/page.cfm?vpath=buecher/buchdetail&bookclass=&titnr=%205089,,2011,6/27/14 19:46,6/27/14 19:48,,75-82,,2-Jan,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NMIVRKPV,"Miller-McLemore, Bonnie",journalArticle,2015,"Miller-McLemore, Bonnie J.",In Defense of Practical Theological Knowledge,Bearings,,1710-1409,,http://collegevilleinstitute.org/wp-content/uploads/2015/04/BearingsSPRING2015web.pdf,,2015,4/5/16 21:34,5/30/16 21:57,,14-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HVLYFICJ,"Miller-McLemore, Bonnie",journalArticle,2018,"Miller-McLemore, Bonnie",Reimaging Vocation Across the Lifespan and Into Childhood,Korean Journal of Christian Counseling,,1738-2785,,,,2018,6/11/20 18:56,6/11/20 18:56,,9-28,,2,29,,,,,,,Korean Journal of Christian Counseling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E4CDUETC,"Levine, Amy-Jill",journalArticle,2014,"Brettler, Marc Zvi; Levine, Amy-Jill",The Jewish Annotated New Testament: Retrospect and Prospects,Melilah,,1759-1953,,http://search.proquest.com/docview/1666699978/abstract/ECFB063FA07C4A1BPQ/1,"The Jewish Annotated New Testament , published by Oxford University in 2011, had little precedent: this was the first time that a group of Jewish scholars wrote a commentary (with supplemental essays) on the entire New Testament. As its editors, we were attentive to how the book would be perceived by a readership that, for various reasons, might find the volume at best odd, at worst scandalous. We conceived of and edited the volume with three main audiences in mind: Christians who wanted to know more about the Jewish background of the New Testament; Jews who had little familiarity with the New Testament; and readers from any background who were curious about the New Testament in its original historical matrix. In this essay we discuss our goals in writing the commentary for these audiences, such as overturning Christian stereotypes of Jews and Judaism and Jewish stereotypes of Christians and Christianity, and showing Jewish and Christian readers a part of their intertwined history. We also discuss the book's reception, which has been largely positive in Jewish and Christian communities and classrooms, despite acerbic and even frightening reviews and blog posts by a handful of readers.",2014,11/3/16 19:39,11/3/16 19:39,11/3/16 19:39,1-7,,,11,,,The Jewish Annotated New Testament,,,,,,,English,"Copyright Centre for Jewish Studies, University of Manchester 2014",,,,ProQuest,,,,C:\Users\xus12\Zotero\storage\XPK5Q7QA\1.html,,,Judaism; Bible; Christianity; New Testament; Religions And Theology--Judaic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCUS26W6,"Quigley, Jennifer",journalArticle,2022,"Quigley, Jennifer","Teaching and touches across time: queer historiography, pedagogy, and appalling bodies",The Bible & Critical Theory,,1832-3391,,https://www.bibleandcriticaltheory.com/issues/volume-18-no-1-2022/vol-18-no-1-2022-jennifer-quigley/,,2022,11/16/22 17:47,11/16/22 17:50,11/16/22 17:47,,,1,18,,,,,,,,,,,,,,,,,,,C:\Users\xus12\Zotero\storage\SZ2YEAK3\vol-18-no-1-2022-jennifer-quigley.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L9QPNLAT,"Morrill, Bruce T.",journalArticle,2020,"Morrill, Bruce T.",Des modèles de mémoire liturgique,VIVRE ET CÉLÉBRER,,1911-754X,,https://www.cccb.ca/wp-content/uploads/2021/03/242-vetc_hiver_2020-2021.pdf,,2020,6/23/22 19:58,6/23/22 20:05,,12-15,,,242-03,,,,,,,,,,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMB56QPJ,"Miller-McLemore, Bonnie",journalArticle,2007,"Miller-McLemore, Bonnie J.",The Rule of Family Faith: Practicing the Presence of God in Our Outward Lives,Lifelong Faith: the theory and practice of lifelong faith formation,,1939-5299,,http://www.lifelongfaith.com/uploads/5/1/6/4/5164069/lifelong_faith_journal_1.2.pdf,,2007,5/9/16 21:03,5/30/16 21:33,,3-10,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TFG6TB65,"Levine, Amy-Jill",journalArticle,2000,"Levine, Amy-Jill","Jewish-Christian Relations from the 'Other Side': A Response to Webb, Lodahl, and White",Quarterly Review,,2043-5819,,,,2000,8/6/14 13:43,8/6/14 13:45,,,,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHIMGEPL,"Rieger, Joerg",journalArticle,2012,"Rieger, Jeorg",Occupy Wall Street and Everything Else: Lessons for the Study and Praxis of Religion,Peace Studies Journal,,2151-0806,,http://peacestudiesjournal.org/volume-5-issue-1-2012/,,2012-01,6/26/18 20:25,6/26/18 20:27,6/26/18 20:25,,,1,5,,,,,,,,,,en-US,,,,,,,,,C:\Users\xus12\Zotero\storage\LR7D8MS4\volume-5-issue-1-2012.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBLCF38I,"Floyd-Thomas, Stacey",journalArticle,2016,"Floyd-Thomas, Stacey M.","Ordering Our Steps, Engendering Ethics, and Race-ing Forward: The Promise and Peril of Organizations and Human Development","Journal of Race, Ethnicity, and Religion",,2153-2370,,http://www.raceandreligion.com/JRER/Volume_7_(2016)_files/SFT%207%205%205_1.pdf,,2016-11,2/13/18 22:32,2/13/18 22:33,,,,5.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2TNWQ3W2,"Barnes, Sandra L.",journalArticle,2013,"Blount, Allison; Barnes, Sandra L.",Voices among the Vulnerable: An Analysis of Native American Newspaper Articles,Contemporary Journal of Anthropology and Sociology,,2159-0508,,,,2013,7/18/14 19:01,7/18/14 19:03,,73-86,,1,3,,CJAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3AQVF98C,"Barnes, Sandra L.",journalArticle,2014,"Barnes, Sandra L.; Collins, Leslie","Observing Privilege: Examining Race, Class, and Gender in Health and Human Service Organizations",Journal for Social Action in Counseling and Psycholog,,2159-8142,,,,2014,1/5/15 22:25,7/17/18 17:24,,61-83,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X6J7CAN9,"Floyd-Thomas, Juan Marcial",journalArticle,2014,"Floyd-Thomas, Juan","Review of Jason Osder, Let the Fire Burn (documentary film)",The American Historian,,2334-1394,,https://www.oah.org/tah/issues/2014/august/,,2014,9/15/15 16:48,7/15/20 21:09,,,,August,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
