qid,label_en,description_en,instance_of_uuid,instance_of,handle_uuid,handle,handle_ref1_hash,handle_ref1_retrieved_nodeId,handle_ref1_retrieved_val,handle_ref1_retrieved_prec,full_text_available_uuid,full_text_available,full_text_available_ref1_hash,full_text_available_ref1_retrieved_nodeId,full_text_available_ref1_retrieved_val,full_text_available_ref1_retrieved_prec,published_uuid,published_nodeId,published_val,published_prec,published_ref1_hash,published_ref1_referenceUrl,published_ref1_retrieved_nodeId,published_ref1_retrieved_val,published_ref1_retrieved_prec,title_en_uuid,title_en,title_en_ref1_hash,title_en_ref1_referenceUrl,title_en_ref1_retrieved_nodeId,title_en_ref1_retrieved_val,title_en_ref1_retrieved_prec,language_uuid,language,language_ref1_hash,language_ref1_referenceUrl,language_ref1_retrieved_nodeId,language_ref1_retrieved_val,language_ref1_retrieved_prec,dissert_submit_to_uuid,dissert_submit_to,dissert_submit_to_ref1_hash,dissert_submit_to_ref1_referenceUrl,dissert_submit_to_ref1_retrieved_nodeId,dissert_submit_to_ref1_retrieved_val,dissert_submit_to_ref1_retrieved_prec
,Appropriately Antiracist:  Constrained Contention of White Activists Supporting the Black Lives Matter Movement,master's thesis,,Q1907875,,http://hdl.handle.net/1803/16382,,,2022-04-08,,,http://hdl.handle.net/1803/16382,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16382,,2022-04-08,,,Appropriately Antiracist:  Constrained Contention of White Activists Supporting the Black Lives Matter Movement,,http://hdl.handle.net/1803/16382,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16382,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16382,,2022-04-08,
,The ‘Will of the People’ or Willed by Elites? Candidate Rhetoric and the Mobilization of Populist Citizens in Latin America and Europe,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16383,,,2022-04-08,,,http://hdl.handle.net/1803/16383,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16383,,2022-04-08,,,The ‘Will of the People’ or Willed by Elites? Candidate Rhetoric and the Mobilization of Populist Citizens in Latin America and Europe,,http://hdl.handle.net/1803/16383,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16383,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16383,,2022-04-08,
,Ultrafast pump-probe fluence and wavelength dependent relaxation dynamics in graphene,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16384,,,2022-04-08,,,http://hdl.handle.net/1803/16384,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16384,,2022-04-08,,,Ultrafast pump-probe fluence and wavelength dependent relaxation dynamics in graphene,,http://hdl.handle.net/1803/16384,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16384,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16384,,2022-04-08,
,Metabotropic Glutamate Receptor 7: Implications for the Etiology and Treatment of Neurodevelopmental Disorders,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16385,,,2022-04-08,,,http://hdl.handle.net/1803/16385,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16385,,2022-04-08,,,Metabotropic Glutamate Receptor 7: Implications for the Etiology and Treatment of Neurodevelopmental Disorders,,http://hdl.handle.net/1803/16385,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16385,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16385,,2022-04-08,
,Regulation of RNA Editing by Intracellular Acidification,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16386,,,2022-04-08,,,http://hdl.handle.net/1803/16386,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16386,,2022-04-08,,,Regulation of RNA Editing by Intracellular Acidification,,http://hdl.handle.net/1803/16386,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16386,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16386,,2022-04-08,
,The Use of Graphic Organizers and Their Effects on Struggling Middle School Readers,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16387,,,2022-04-08,,,http://hdl.handle.net/1803/16387,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16387,,2022-04-08,,,The Use of Graphic Organizers and Their Effects on Struggling Middle School Readers,,http://hdl.handle.net/1803/16387,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16387,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16387,,2022-04-08,
,BAYESIAN AND STOCHASTIC NETWORK METHODS TO MODEL AND OPTIMIZE THE RESILIENCE OF CRITICAL INFRASTRUCTURE SYSTEMS,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16388,,,2022-04-08,,,http://hdl.handle.net/1803/16388,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16388,,2022-04-08,,,BAYESIAN AND STOCHASTIC NETWORK METHODS TO MODEL AND OPTIMIZE THE RESILIENCE OF CRITICAL INFRASTRUCTURE SYSTEMS,,http://hdl.handle.net/1803/16388,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16388,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16388,,2022-04-08,
,A Description of Variables Relevant to Nursing Care in Ambulatory Surgery Centers,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16389,,,2022-04-08,,,http://hdl.handle.net/1803/16389,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16389,,2022-04-08,,,A Description of Variables Relevant to Nursing Care in Ambulatory Surgery Centers,,http://hdl.handle.net/1803/16389,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16389,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16389,,2022-04-08,
,Evaluation of transfer learning in Pneumonia classification,master's thesis,,Q1907875,,http://hdl.handle.net/1803/16390,,,2022-04-08,,,http://hdl.handle.net/1803/16390,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16390,,2022-04-08,,,Evaluation of transfer learning in Pneumonia classification,,http://hdl.handle.net/1803/16390,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16390,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16390,,2022-04-08,
,Early Events in RNA Virus Infection: Profiling the Pre-Replicated Interactome of Chikungunya Virus,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16391,,,2022-04-08,,,http://hdl.handle.net/1803/16391,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16391,,2022-04-08,,,Early Events in RNA Virus Infection: Profiling the Pre-Replicated Interactome of Chikungunya Virus,,http://hdl.handle.net/1803/16391,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16391,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16391,,2022-04-08,
,Role of Host Cell Factor-1 in MYC-driven gene expression and tumorigenesis,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16392,,,2022-04-08,,,http://hdl.handle.net/1803/16392,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16392,,2022-04-08,,,Role of Host Cell Factor-1 in MYC-driven gene expression and tumorigenesis,,http://hdl.handle.net/1803/16392,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16392,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16392,,2022-04-08,
,INVESTIGATION OF THE HELICOBACTER PYLORI CAG TYPE IV SECRETION SYSTEM IN VITRO AND IN VIVO,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16393,,,2022-04-08,,,http://hdl.handle.net/1803/16393,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16393,,2022-04-08,,,INVESTIGATION OF THE HELICOBACTER PYLORI CAG TYPE IV SECRETION SYSTEM IN VITRO AND IN VIVO,,http://hdl.handle.net/1803/16393,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16393,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16393,,2022-04-08,
,Network analysis and visualization for electronic health records data,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16394,,,2022-04-08,,,http://hdl.handle.net/1803/16394,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16394,,2022-04-08,,,Network analysis and visualization for electronic health records data,,http://hdl.handle.net/1803/16394,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16394,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16394,,2022-04-08,
,Effects of Legal Instructions on Behavioral and Neural Mechanisms of Decision-Making,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16395,,,2022-04-08,,,http://hdl.handle.net/1803/16395,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16395,,2022-04-08,,,Effects of Legal Instructions on Behavioral and Neural Mechanisms of Decision-Making,,http://hdl.handle.net/1803/16395,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16395,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16395,,2022-04-08,
,Privacy-Preserving Sharing of High-Dimensional Data based on Computational Game Theory,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16396,,,2022-04-08,,,http://hdl.handle.net/1803/16396,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16396,,2022-04-08,,,Privacy-Preserving Sharing of High-Dimensional Data based on Computational Game Theory,,http://hdl.handle.net/1803/16396,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16396,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16396,,2022-04-08,
,"Commoners: Cooperation, Fairness, and Resource Management in Changing Tzotzil-Maya Communities, Southern Mexico",doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16397,,,2022-04-08,,,http://hdl.handle.net/1803/16397,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16397,,2022-04-08,,,"Commoners: Cooperation, Fairness, and Resource Management in Changing Tzotzil-Maya Communities, Southern Mexico",,http://hdl.handle.net/1803/16397,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16397,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16397,,2022-04-08,
,Resolving Challenges in Multi-Stakeholder CPS Using Distributed Ledgers,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16398,,,2022-04-08,,,http://hdl.handle.net/1803/16398,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16398,,2022-04-08,,,,,,,,,,Q1860,,http://hdl.handle.net/1803/16398,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16398,,2022-04-08,
,"Responsive, Locally-Relevant Coaching:  Supporting STEM Teachers' Learning of Justice-Oriented Pedagogies",doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16399,,,2022-04-08,,,http://hdl.handle.net/1803/16399,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16399,,2022-04-08,,,"Responsive, Locally-Relevant Coaching:  Supporting STEM Teachers' Learning of Justice-Oriented Pedagogies",,http://hdl.handle.net/1803/16399,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16399,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16399,,2022-04-08,
,Advancements in Saturation Transfer Imaging of the Spinal Cord,master's thesis,,Q1907875,,http://hdl.handle.net/1803/16400,,,2022-04-08,,,http://hdl.handle.net/1803/16400,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16400,,2022-04-08,,,Advancements in Saturation Transfer Imaging of the Spinal Cord,,http://hdl.handle.net/1803/16400,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16400,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16400,,2022-04-08,
,More than just a cutoff: Medication refill adherence is linearly related to biomarkers of treatment response in hypothyroidism,master's thesis,,Q1907875,,http://hdl.handle.net/1803/16401,,,2022-04-08,,,http://hdl.handle.net/1803/16401,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16401,,2022-04-08,,,More than just a cutoff: Medication refill adherence is linearly related to biomarkers of treatment response in hypothyroidism,,http://hdl.handle.net/1803/16401,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16401,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16401,,2022-04-08,
,PHARMACOLOGICAL AND GENETIC APPROACHES PROBING THE ROLE OF THE SLACK POTASSIUM CHANNEL IN CHILDHOOD EPILEPSIES,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16402,,,2022-04-08,,,http://hdl.handle.net/1803/16402,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16402,,2022-04-08,,,PHARMACOLOGICAL AND GENETIC APPROACHES PROBING THE ROLE OF THE SLACK POTASSIUM CHANNEL IN CHILDHOOD EPILEPSIES,,http://hdl.handle.net/1803/16402,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16402,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16402,,2022-04-08,
,Estrogen receptor alpha and p90 ribosomal s6 kinase in homeostasis and disease,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16403,,,2022-04-08,,,http://hdl.handle.net/1803/16403,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16403,,2022-04-08,,,Estrogen receptor alpha and p90 ribosomal s6 kinase in homeostasis and disease,,http://hdl.handle.net/1803/16403,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16403,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16403,,2022-04-08,
,The deployment of Theory of Mind in specific contexts: More is not always better,master's thesis,,Q1907875,,http://hdl.handle.net/1803/16404,,,2022-04-08,,,http://hdl.handle.net/1803/16404,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16404,,2022-04-08,,,The deployment of Theory of Mind in specific contexts: More is not always better,,http://hdl.handle.net/1803/16404,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16404,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16404,,2022-04-08,
,TECHNIQUES TO MITIGATE DIGITAL BIT CORRUPTION IN SILICON-ON-INSULATOR FLASH ANALOG-TO-DIGITAL CONVERTERS,master's thesis,,Q1907875,,http://hdl.handle.net/1803/16405,,,2022-04-08,,,http://hdl.handle.net/1803/16405,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16405,,2022-04-08,,,TECHNIQUES TO MITIGATE DIGITAL BIT CORRUPTION IN SILICON-ON-INSULATOR FLASH ANALOG-TO-DIGITAL CONVERTERS,,http://hdl.handle.net/1803/16405,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16405,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16405,,2022-04-08,
,Developing the Molecular Pharmacology of LRRC8-containing Volume-Regulated Anion Channels,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16406,,,2022-04-08,,,http://hdl.handle.net/1803/16406,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16406,,2022-04-08,,,Developing the Molecular Pharmacology of LRRC8-containing Volume-Regulated Anion Channels,,http://hdl.handle.net/1803/16406,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16406,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16406,,2022-04-08,
,The Antiviral Mechanism of SERINC5 on HIV-1 Infection,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16407,,,2022-04-08,,,http://hdl.handle.net/1803/16407,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16407,,2022-04-08,,,The Antiviral Mechanism of SERINC5 on HIV-1 Infection,,http://hdl.handle.net/1803/16407,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16407,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16407,,2022-04-08,
,High-Throughput Epitope Determination of HIV-1 Polyclonal B Cell Repertoires,master's thesis,,Q1907875,,http://hdl.handle.net/1803/16408,,,2022-04-08,,,http://hdl.handle.net/1803/16408,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16408,,2022-04-08,,,High-Throughput Epitope Determination of HIV-1 Polyclonal B Cell Repertoires,,http://hdl.handle.net/1803/16408,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16408,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16408,,2022-04-08,
,Radiation Effects and Low-Frequency Noise  of III-V/III-N Semiconductor Devices,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16409,,,2022-04-08,,,http://hdl.handle.net/1803/16409,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16409,,2022-04-08,,,Radiation Effects and Low-Frequency Noise  of III-V/III-N Semiconductor Devices,,http://hdl.handle.net/1803/16409,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16409,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16409,,2022-04-08,
,Investigation of the Role of Iron-Sulfur Clusters in Polymerase Alpha Primase,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16410,,,2022-04-08,,,http://hdl.handle.net/1803/16410,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16410,,2022-04-08,,,Investigation of the Role of Iron-Sulfur Clusters in Polymerase Alpha Primase,,http://hdl.handle.net/1803/16410,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16410,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16410,,2022-04-08,
,A Systematic Review of Definitions of Nonverbal and Minimally Verbal in the Autism Research Literature,thesis,,Q1266946,,http://hdl.handle.net/1803/16411,,,2022-04-08,,,http://hdl.handle.net/1803/16411,,,2022-04-08,,,,2020,,,http://hdl.handle.net/1803/16411,,2022-04-08,,,A Systematic Review of Definitions of Nonverbal and Minimally Verbal in the Autism Research Literature,,http://hdl.handle.net/1803/16411,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16411,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16411,,2022-04-08,
,A Diplomatic History of the Acquisition of the Panama Canal Zone,thesis,,Q1266946,,http://hdl.handle.net/1803/16460,,,2022-04-08,,,http://hdl.handle.net/1803/16460,,,2022-04-08,,,,1925,,,http://hdl.handle.net/1803/16460,,2022-04-08,,,A Diplomatic History of the Acquisition of the Panama Canal Zone,,http://hdl.handle.net/1803/16460,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16460,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16460,,2022-04-08,
,Neural Correlates of Linguistic Demand and Domain-General Demand in an Auditory-Based Task,thesis,,Q1266946,,http://hdl.handle.net/1803/16572,,,2022-04-08,,,http://hdl.handle.net/1803/16572,,,2022-04-08,,,,2021,,,http://hdl.handle.net/1803/16572,,2022-04-08,,,Neural Correlates of Linguistic Demand and Domain-General Demand in an Auditory-Based Task,,http://hdl.handle.net/1803/16572,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16572,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16572,,2022-04-08,
,Development and Validation of the Peer-Mediated Impact Survey for Peers (PMIS:P),doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16573,,,2022-04-08,,,http://hdl.handle.net/1803/16573,,,2022-04-08,,,,2021,,,http://hdl.handle.net/1803/16573,,2022-04-08,,,Development and Validation of the Peer-Mediated Impact Survey for Peers (PMIS:P),,http://hdl.handle.net/1803/16573,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16573,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16573,,2022-04-08,
,Motivated Beliefs and Biases,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16574,,,2022-04-08,,,http://hdl.handle.net/1803/16574,,,2022-04-08,,,,2021,,,http://hdl.handle.net/1803/16574,,2022-04-08,,,Motivated Beliefs and Biases,,http://hdl.handle.net/1803/16574,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16574,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16574,,2022-04-08,
,Mitochondrial DNA copy number in Caenorhabditis elegans is regulated by a functional output of the electron transport chain,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16575,,,2022-04-08,,,http://hdl.handle.net/1803/16575,,,2022-04-08,,,,2021,,,http://hdl.handle.net/1803/16575,,2022-04-08,,,Mitochondrial DNA copy number in Caenorhabditis elegans is regulated by a functional output of the electron transport chain,,http://hdl.handle.net/1803/16575,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16575,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16575,,2022-04-08,
,Disentangling Sources of Phenotypic Variability in Oncogene-addicted Cancers,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16576,,,2022-04-08,,,http://hdl.handle.net/1803/16576,,,2022-04-08,,,,2021,,,http://hdl.handle.net/1803/16576,,2022-04-08,,,Disentangling Sources of Phenotypic Variability in Oncogene-addicted Cancers,,http://hdl.handle.net/1803/16576,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16576,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16576,,2022-04-08,
,Measuring Doubled-Up Homelessness with Census Microdata,master's thesis,,Q1907875,,http://hdl.handle.net/1803/16577,,,2022-04-08,,,http://hdl.handle.net/1803/16577,,,2022-04-08,,,,2021,,,http://hdl.handle.net/1803/16577,,2022-04-08,,,Measuring Doubled-Up Homelessness with Census Microdata,,http://hdl.handle.net/1803/16577,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16577,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16577,,2022-04-08,
,Selectivity of Hydrosilylative Ether Cleavage by Cationic Bis(phosphine) Iridium Complexes,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16578,,,2022-04-08,,,http://hdl.handle.net/1803/16578,,,2022-04-08,,,,2021,,,http://hdl.handle.net/1803/16578,,2022-04-08,,,Selectivity of Hydrosilylative Ether Cleavage by Cationic Bis(phosphine) Iridium Complexes,,http://hdl.handle.net/1803/16578,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16578,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16578,,2022-04-08,
,Harnessing Human Milk Oligosaccharides and Ellagic Acid Glycosides to Combat Group B Streptococcus,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16579,,,2022-04-08,,,http://hdl.handle.net/1803/16579,,,2022-04-08,,,,2021,,,http://hdl.handle.net/1803/16579,,2022-04-08,,,Harnessing Human Milk Oligosaccharides and Ellagic Acid Glycosides to Combat Group B Streptococcus,,http://hdl.handle.net/1803/16579,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16579,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16579,,2022-04-08,
,Neutralization mechanisms of human anti-alphavirus monoclonal antibodies,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16580,,,2022-04-08,,,http://hdl.handle.net/1803/16580,,,2022-04-08,,,,2021,,,http://hdl.handle.net/1803/16580,,2022-04-08,,,Neutralization mechanisms of human anti-alphavirus monoclonal antibodies,,http://hdl.handle.net/1803/16580,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16580,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16580,,2022-04-08,
,Sustainable Development Goals and Corporate Actions: The Impacts of Corporate Interlocks and Institutional Logics on Corporate Social and Environmental Responsibility,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16581,,,2022-04-08,,,http://hdl.handle.net/1803/16581,,,2022-04-08,,,,2021,,,http://hdl.handle.net/1803/16581,,2022-04-08,,,Sustainable Development Goals and Corporate Actions: The Impacts of Corporate Interlocks and Institutional Logics on Corporate Social and Environmental Responsibility,,http://hdl.handle.net/1803/16581,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16581,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16581,,2022-04-08,
,Algorithms for Advancing the Patient-Personalization of Preoperative Planning in Image-Guided Robotic Surgery,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16582,,,2022-04-08,,,http://hdl.handle.net/1803/16582,,,2022-04-08,,,,2021,,,http://hdl.handle.net/1803/16582,,2022-04-08,,,Algorithms for Advancing the Patient-Personalization of Preoperative Planning in Image-Guided Robotic Surgery,,http://hdl.handle.net/1803/16582,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16582,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16582,,2022-04-08,
,Stellar Evolution at the Crossroads: Resolving the Nature of RV Tauri Variable Systems Using Unprecedented Observations From the Kepler and XMM-Newton Space Telescopes,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16583,,,2022-04-08,,,http://hdl.handle.net/1803/16583,,,2022-04-08,,,,2021,,,http://hdl.handle.net/1803/16583,,2022-04-08,,,Stellar Evolution at the Crossroads: Resolving the Nature of RV Tauri Variable Systems Using Unprecedented Observations From the Kepler and XMM-Newton Space Telescopes,,http://hdl.handle.net/1803/16583,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16583,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16583,,2022-04-08,
,Analytical Modelling of Affective Data in Human-Machine Interaction System Designed for Children with Autism Spectrum Disorders,doctoral thesis,,Q187685,,http://hdl.handle.net/1803/16584,,,2022-04-08,,,http://hdl.handle.net/1803/16584,,,2022-04-08,,,,2021,,,http://hdl.handle.net/1803/16584,,2022-04-08,,,Analytical Modelling of Affective Data in Human-Machine Interaction System Designed for Children with Autism Spectrum Disorders,,http://hdl.handle.net/1803/16584,,2022-04-08,,,Q1860,,http://hdl.handle.net/1803/16584,,2022-04-08,,,Q29052,,http://hdl.handle.net/1803/16584,,2022-04-08,
