qid,artistLabel,birthdate,deathdate,sexgender,ulan,birthplace,birthLabel,citizenship,citizenLabel
Q1373528,Jean Bérain the Elder,1640-06-04T00:00:00Z,1711-01-24T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500015026,http://www.wikidata.org/entity/Q194932,Saint-Mihiel,http://www.wikidata.org/entity/Q142,France
Q476100,Roman Cieślewicz,1930-01-13T00:00:00Z,1996-01-21T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500020802,http://www.wikidata.org/entity/Q36036,Lviv,http://www.wikidata.org/entity/Q142,France
Q310025,Théodore Rousseau,1812-04-15T00:00:00Z,1867-12-22T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500019946,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q347139,Jean-Baptiste Greuze,1725-08-21T00:00:00Z,1805-03-21T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500000119,http://www.wikidata.org/entity/Q501900,Tournus,http://www.wikidata.org/entity/Q142,France
Q452254,Jacques Villon,1875-07-31T00:00:00Z,1963-06-09T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500003616,http://www.wikidata.org/entity/Q317336,Damville,http://www.wikidata.org/entity/Q142,France
Q1284603,Louis-François Roubiliac,1695-01-01T00:00:00Z,1762-01-11T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500017615,http://www.wikidata.org/entity/Q456,Lyon,http://www.wikidata.org/entity/Q142,France
Q105090111,Gian Carlo Polidori,1895-11-25T00:00:00Z,1962-04-16T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500180479,http://www.wikidata.org/entity/Q38,Italy,http://www.wikidata.org/entity/Q38,Italy
Q105090111,Gian Carlo Polidori,1895-11-25T00:00:00Z,1962-04-16T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500180479,http://www.wikidata.org/entity/Q2759,Urbino,http://www.wikidata.org/entity/Q38,Italy
Q766867,Jacques-Philippe Caresme,1734-02-25T00:00:00Z,1796-03-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500115928,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q926308,Henri Gaudier-Brzeska,1890-10-04T00:00:00Z,1915-06-05T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500115741,http://www.wikidata.org/entity/Q787817,Saint-Jean-de-Braye,http://www.wikidata.org/entity/Q142,France
Q559969,Claude Gillot,1673-04-28T00:00:00Z,1722-05-04T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500115197,http://www.wikidata.org/entity/Q203293,Langres,http://www.wikidata.org/entity/Q142,France
Q706041,Théophile Steinlen,1859-11-20T00:00:00Z,1923-12-13T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500017451,http://www.wikidata.org/entity/Q807,Lausanne,http://www.wikidata.org/entity/Q142,France
Q728088,Jean Hélion,1904-04-21T00:00:00Z,1987-10-27T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500071676,http://www.wikidata.org/entity/Q1095792,Couterne,http://www.wikidata.org/entity/Q142,France
Q654902,Raoul Ubac,1910-08-31T00:00:00Z,1985-03-24T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500023591,http://www.wikidata.org/entity/Q159838,Malmedy,http://www.wikidata.org/entity/Q142,France
Q559929,Bernard Picart,1673-06-11T00:00:00Z,1733-05-08T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500001805,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q706041,Théophile Steinlen,1859-11-10T00:00:00Z,1923-12-14T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500017451,http://www.wikidata.org/entity/Q807,Lausanne,http://www.wikidata.org/entity/Q142,France
Q633574,Félix Bracquemond,1833-05-22T00:00:00Z,1914-10-29T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500023048,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q959212,Jules Dupré,1811-04-05T00:00:00Z,1889-10-06T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500029859,http://www.wikidata.org/entity/Q12191,Nantes,http://www.wikidata.org/entity/Q142,France
Q633574,Félix Bracquemond,1833-05-22T00:00:00Z,1914-10-27T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500023048,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q948338,Adrien Étienne Gaudez,1845-02-09T00:00:00Z,1902-01-23T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500061178,http://www.wikidata.org/entity/Q456,Lyon,http://www.wikidata.org/entity/Q142,France
Q559969,Claude Gillot,1673-04-27T00:00:00Z,1722-05-04T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500115197,http://www.wikidata.org/entity/Q203293,Langres,http://www.wikidata.org/entity/Q142,France
Q957538,Alphonse Legros,1837-05-08T00:00:00Z,1911-12-08T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500013515,http://www.wikidata.org/entity/Q7003,Dijon,http://www.wikidata.org/entity/Q142,France
Q706041,Théophile Steinlen,1859-11-20T00:00:00Z,1923-12-14T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500017451,http://www.wikidata.org/entity/Q807,Lausanne,http://www.wikidata.org/entity/Q142,France
Q714341,Eugène Isabey,1803-07-22T00:00:00Z,1886-04-25T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500007382,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q827495,Jean Messagier,1920-07-13T00:00:00Z,1999-09-10T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500014631,http://www.wikidata.org/entity/Q197297,17th arrondissement of Paris,http://www.wikidata.org/entity/Q142,France
Q719614,Jean-Louis Forain,1852-10-23T00:00:00Z,1931-07-11T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500115211,http://www.wikidata.org/entity/Q41876,Reims,http://www.wikidata.org/entity/Q142,France
Q690155,Marcel Gromaire,1892-07-24T00:00:00Z,1971-04-11T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500009137,http://www.wikidata.org/entity/Q1099832,Noyelles-sur-Sambre,http://www.wikidata.org/entity/Q142,France
Q706041,Théophile Steinlen,1859-11-10T00:00:00Z,1923-12-13T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500017451,http://www.wikidata.org/entity/Q807,Lausanne,http://www.wikidata.org/entity/Q142,France
Q562013,Jean-Baptiste Le Prince,1734-09-17T00:00:00Z,1781-09-30T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500026693,http://www.wikidata.org/entity/Q22690,Metz,http://www.wikidata.org/entity/Q142,France
Q575664,Jean Morin,1590-01-01T00:00:00Z,1650-06-06T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500012334,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q926308,Henri Gaudier-Brzeska,1891-10-04T00:00:00Z,1915-06-05T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500115741,http://www.wikidata.org/entity/Q787817,Saint-Jean-de-Braye,http://www.wikidata.org/entity/Q142,France
Q664268,Alfred Manessier,1911-12-05T00:00:00Z,1993-08-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500010362,http://www.wikidata.org/entity/Q758937,Saint-Ouen,http://www.wikidata.org/entity/Q142,France
Q744442,Jean Ignace Isidore Gérard Grandville,1803-09-15T00:00:00Z,1847-03-17T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500029535,http://www.wikidata.org/entity/Q40898,Nancy,http://www.wikidata.org/entity/Q142,France
Q781120,Augustin Feyen-Perrin,1826-04-12T00:00:00Z,1888-10-14T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500025647,http://www.wikidata.org/entity/Q229977,Bey-sur-Seille,http://www.wikidata.org/entity/Q142,France
Q822388,Bernard Dufour,1922-11-21T00:00:00Z,2016-07-22T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500020665,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q657402,Hans Hartung,1904-09-21T00:00:00Z,1989-12-07T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500003694,http://www.wikidata.org/entity/Q2079,Leipzig,http://www.wikidata.org/entity/Q142,France
Q105090179,Marcel Floris,1914-01-01T00:00:00Z,2007-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,,,http://www.wikidata.org/entity/Q142,France
Q105090162,Georges Sanh,1909-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q1858,Hanoi,http://www.wikidata.org/entity/Q142,France
Q105090038,Jacques Prou,1620-01-01T00:00:00Z,1683-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500124831,,,http://www.wikidata.org/entity/Q142,France
Q105090165,George Stang,1909-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,,,http://www.wikidata.org/entity/Q142,France
Q105090207,De La Rue,1922-01-01T00:00:00Z,,,,http://www.wikidata.org/entity/Q90,Paris,http://www.wikidata.org/entity/Q142,France
Q105090050,Lemercier,,,http://www.wikidata.org/entity/Q6581097,500050139,,,http://www.wikidata.org/entity/Q142,France
Q105090204,Dimitri Perdikitis,1922-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q1524,Athens,http://www.wikidata.org/entity/Q41,Greece
Q105090283,Eric Rutherford,1933-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500003217,,,http://www.wikidata.org/entity/Q145,United Kingdom
Q105090053,Charles Clayton,,,http://www.wikidata.org/entity/Q6581097,500080867,,,http://www.wikidata.org/entity/Q145,United Kingdom
Q105090076,Arthur Anselm Orr,1868-10-21T00:00:00Z,1949-11-09T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500108104,http://www.wikidata.org/entity/Q84,London,http://www.wikidata.org/entity/Q145,United Kingdom
Q105090141,W. H. Walker,1906-01-01T00:00:00Z,1926-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500002863,,,http://www.wikidata.org/entity/Q145,United Kingdom
Q2086752,Philip Gilbert Hamerton,1834-09-10T00:00:00Z,1894-11-04T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500048327,http://www.wikidata.org/entity/Q1474774,Shaw and Crompton,http://www.wikidata.org/entity/Q145,United Kingdom
Q1480173,Georg Ehrlich,1897-02-22T00:00:00Z,1966-07-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500021625,http://www.wikidata.org/entity/Q1741,Vienna,http://www.wikidata.org/entity/Q145,United Kingdom
Q1699461,John Burnet,1784-03-20T00:00:00Z,1868-04-29T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500031008,http://www.wikidata.org/entity/Q37718,Musselburgh,http://www.wikidata.org/entity/Q145,United Kingdom
Q2405427,George Morland,1763-06-26T00:00:00Z,1804-10-29T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500031295,http://www.wikidata.org/entity/Q84,London,http://www.wikidata.org/entity/Q145,United Kingdom
Q1421536,Lawson Wood,1878-08-23T00:00:00Z,1957-10-26T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500002744,http://www.wikidata.org/entity/Q123947,Highgate,http://www.wikidata.org/entity/Q145,United Kingdom
Q105090055,Friedrich August Schlegel,1828-01-01T00:00:00Z,1928-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500091512,,,http://www.wikidata.org/entity/Q183,Germany
Q105090247,Heiner Stackelhaus,1930-01-01T00:00:00Z,2002-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,,,http://www.wikidata.org/entity/Q183,Germany
Q105090079,Fred Westphal,1871-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500082407,http://www.wikidata.org/entity/Q183,Germany,http://www.wikidata.org/entity/Q183,Germany
Q105090222,Rudolf Mauke,1924-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500094814,,,http://www.wikidata.org/entity/Q183,Germany
Q1288454,Vik Muniz,1961-12-20T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500114657,http://www.wikidata.org/entity/Q174,São Paulo,http://www.wikidata.org/entity/Q155,Brazil
Q105090313,Oscar Magnan,1937-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q190005,Cienfuegos,http://www.wikidata.org/entity/Q241,Cuba
Q105090302,Henk van Putten,1936-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500058012,,,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands
Q29510471,Elena del Rivero,1949-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581072,,http://www.wikidata.org/entity/Q8818,Valencia,http://www.wikidata.org/entity/Q29,Spain
Q28957451,Juan Martinez,1942-12-02T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q1645560,Navas de San Juan,http://www.wikidata.org/entity/Q29,Spain
Q159907,David Hockney,1937-07-09T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500017273,http://www.wikidata.org/entity/Q22905,Bradford,http://www.wikidata.org/entity/Q145,United Kingdom
Q122382,Henry Fuseli,1741-02-07T00:00:00Z,1825-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500115235,http://www.wikidata.org/entity/Q72,Zürich,http://www.wikidata.org/entity/Q145,United Kingdom
Q170509,Henry James,1843-04-15T00:00:00Z,1916-02-28T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500280063,http://www.wikidata.org/entity/Q60,New York City,http://www.wikidata.org/entity/Q145,United Kingdom
Q171344,William Hogarth,1697-11-10T00:00:00Z,1764-10-26T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500004242,http://www.wikidata.org/entity/Q84,London,http://www.wikidata.org/entity/Q145,United Kingdom
Q154260,Oskar Kokoschka,1886-03-01T00:00:00Z,1980-02-22T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500024536,http://www.wikidata.org/entity/Q255350,Pöchlarn,http://www.wikidata.org/entity/Q145,United Kingdom
Q165397,Eduardo Paolozzi,1924-03-07T00:00:00Z,2005-04-22T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500027981,http://www.wikidata.org/entity/Q1018540,Leith,http://www.wikidata.org/entity/Q145,United Kingdom
Q151097,Henry Moore,1898-07-30T00:00:00Z,1986-08-31T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500032596,http://www.wikidata.org/entity/Q546485,Castleford,http://www.wikidata.org/entity/Q145,United Kingdom
Q122382,Henry Fuseli,1741-02-07T00:00:00Z,1825-04-16T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500115235,http://www.wikidata.org/entity/Q72,Zürich,http://www.wikidata.org/entity/Q145,United Kingdom
Q171344,William Hogarth,1697-11-10T00:00:00Z,1764-10-25T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500004242,http://www.wikidata.org/entity/Q84,London,http://www.wikidata.org/entity/Q145,United Kingdom
Q203643,James McNeill Whistler,1834-07-11T00:00:00Z,1904-07-17T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500012432,http://www.wikidata.org/entity/Q49162,Lowell,http://www.wikidata.org/entity/Q145,United Kingdom
Q30019620,David Deuchar,1743-01-01T00:00:00Z,1808-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500005478,http://www.wikidata.org/entity/Q420303,Montrose,http://www.wikidata.org/entity/Q22,Scotland
Q1608029,Herbert Bayer,1926-11-05T00:00:00Z,1981-01-19T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,,,http://www.wikidata.org/entity/Q183,Germany
Q28731157,Elmer Boyd Smith,1860-05-31T00:00:00Z,1943-10-05T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500048489,http://www.wikidata.org/entity/Q203403,Saint John,http://www.wikidata.org/entity/Q16,Canada
Q29373888,Donald Shaw MacLaughlan,1876-11-09T00:00:00Z,1938-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500050463,http://www.wikidata.org/entity/Q2127,Charlottetown,http://www.wikidata.org/entity/Q16,Canada
Q1597438,Heinrich Guttenberg,1749-04-29T00:00:00Z,1818-01-16T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500041155,http://www.wikidata.org/entity/Q2596359,Wöhrd,http://www.wikidata.org/entity/Q183,Germany
Q1730518,Karl Bodmer,1911-11-03T00:00:00Z,1955-11-07T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q320960,Ebingen,http://www.wikidata.org/entity/Q183,Germany
Q1580955,Hans Laabs,1915-01-02T00:00:00Z,2004-01-31T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500346097,http://www.wikidata.org/entity/Q106268,Stargard,http://www.wikidata.org/entity/Q183,Germany
Q1293858,Edward Theodore Compton,1849-07-29T00:00:00Z,1921-03-22T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500000992,http://www.wikidata.org/entity/Q205679,London Borough of Hackney,http://www.wikidata.org/entity/Q183,Germany
Q2425847,Thomas Locher,1956-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500111321,http://www.wikidata.org/entity/Q515163,Munderkingen,http://www.wikidata.org/entity/Q183,Germany
Q1289326,Eduard Micus,1925-07-12T00:00:00Z,2000-11-16T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500092619,http://www.wikidata.org/entity/Q16107,Höxter,http://www.wikidata.org/entity/Q183,Germany
Q1596187,Heiner Stachelhaus,1930-01-01T00:00:00Z,2002-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,,http://www.wikidata.org/entity/Q11039,Radevormwald,http://www.wikidata.org/entity/Q183,Germany
Q1689979,Joachim Berthold,1917-10-17T00:00:00Z,1990-09-25T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500092418,http://www.wikidata.org/entity/Q7070,Eisenach,http://www.wikidata.org/entity/Q183,Germany
Q567547,Ian Hamilton Finlay,1925-10-28T00:00:00Z,2006-03-27T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500023934,http://www.wikidata.org/entity/Q2467,Nassau,http://www.wikidata.org/entity/Q145,United Kingdom
Q640339,Kenneth Martin,1905-04-13T00:00:00Z,1984-11-18T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500007319,http://www.wikidata.org/entity/Q42448,Sheffield,http://www.wikidata.org/entity/Q145,United Kingdom
Q641304,Stanley William Hayter,1901-12-27T00:00:00Z,1988-05-04T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500010689,http://www.wikidata.org/entity/Q84,London,http://www.wikidata.org/entity/Q145,United Kingdom
Q560115,Frank Brangwyn,1867-05-13T00:00:00Z,1956-06-11T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500026093,http://www.wikidata.org/entity/Q12994,Bruges,http://www.wikidata.org/entity/Q145,United Kingdom
Q560115,Frank Brangwyn,1867-05-12T00:00:00Z,1956-06-11T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500026093,http://www.wikidata.org/entity/Q12994,Bruges,http://www.wikidata.org/entity/Q145,United Kingdom
Q734889,Francesco Bartolozzi,1727-09-21T00:00:00Z,1815-03-07T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500032318,http://www.wikidata.org/entity/Q2044,Florence,http://www.wikidata.org/entity/Q145,United Kingdom
Q822353,Bernard Cohen,1933-07-28T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500022012,http://www.wikidata.org/entity/Q84,London,http://www.wikidata.org/entity/Q145,United Kingdom
Q734889,Francesco Bartolozzi,1728-09-25T00:00:00Z,1815-03-07T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500032318,http://www.wikidata.org/entity/Q2044,Florence,http://www.wikidata.org/entity/Q145,United Kingdom
Q562540,Augustus John,1878-01-04T00:00:00Z,1961-10-31T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500018892,http://www.wikidata.org/entity/Q558878,Tenby,http://www.wikidata.org/entity/Q145,United Kingdom
Q366066,John Flaxman,1755-07-06T00:00:00Z,1826-12-07T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500115449,http://www.wikidata.org/entity/Q42462,York,http://www.wikidata.org/entity/Q145,United Kingdom
Q325142,Hamish Fulton,1946-07-21T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500008342,http://www.wikidata.org/entity/Q84,London,http://www.wikidata.org/entity/Q145,United Kingdom
Q368645,Richard Long,1945-06-02T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500013903,http://www.wikidata.org/entity/Q23154,Bristol,http://www.wikidata.org/entity/Q145,United Kingdom
Q324571,John Walker,1939-11-12T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500022965,http://www.wikidata.org/entity/Q2256,Birmingham,http://www.wikidata.org/entity/Q145,United Kingdom
Q492111,Patrick Caulfield,1936-01-29T00:00:00Z,2005-09-29T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500015976,http://www.wikidata.org/entity/Q84,London,http://www.wikidata.org/entity/Q145,United Kingdom
Q371280,George Romney,1734-12-26T00:00:00Z,1802-11-15T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500115779,http://www.wikidata.org/entity/Q1158089,Dalton-in-Furness,http://www.wikidata.org/entity/Q145,United Kingdom
Q2405602,Terry Haass,1923-11-17T00:00:00Z,2016-03-01T00:00:00Z,http://www.wikidata.org/entity/Q6581072,500031546,http://www.wikidata.org/entity/Q278877,Český Těšín,http://www.wikidata.org/entity/Q213,Czech Republic
Q1280976,Paul Weber,1823-01-19T00:00:00Z,1916-10-12T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500011997,http://www.wikidata.org/entity/Q2973,Darmstadt,http://www.wikidata.org/entity/Q20135,Grand Duchy of Hesse
Q1703783,Jorge Camacho,1934-01-05T00:00:00Z,2011-03-30T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500079242,http://www.wikidata.org/entity/Q1563,Havana,http://www.wikidata.org/entity/Q241,Cuba
Q1605029,Hendrik Dirk Kruseman van Elten,1829-11-14T00:00:00Z,1904-07-12T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500015566,http://www.wikidata.org/entity/Q972,Alkmaar,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands
Q2073966,Louis Raemaekers,1869-04-06T00:00:00Z,1956-07-26T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500110122,http://www.wikidata.org/entity/Q9783,Roermond,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands
Q1697296,Johannes Bosboom,1817-02-18T00:00:00Z,1891-09-14T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500002589,http://www.wikidata.org/entity/Q36600,The Hague,http://www.wikidata.org/entity/Q29999,Kingdom of the Netherlands
Q1978366,Vladimir Veličković,1935-08-11T00:00:00Z,2019-08-29T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500018438,http://www.wikidata.org/entity/Q3711,Belgrade,http://www.wikidata.org/entity/Q36704,Yugoslavia
Q714363,Ju Ming,1938-01-01T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500079137,http://www.wikidata.org/entity/Q713026,Tongxiao,http://www.wikidata.org/entity/Q148,People's Republic of China
Q1374872,Liberale da Verona,1441-01-01T00:00:00Z,1529-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500006509,http://www.wikidata.org/entity/Q2028,Verona,http://www.wikidata.org/entity/Q4948,Republic of Venice
Q1349738,Vittore Crivelli,1440-01-01T00:00:00Z,1501-01-01T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500032229,http://www.wikidata.org/entity/Q641,Venice,http://www.wikidata.org/entity/Q4948,Republic of Venice
Q321657,André Lanskoy,1902-03-31T00:00:00Z,1976-08-24T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500030813,http://www.wikidata.org/entity/Q649,Moscow,http://www.wikidata.org/entity/Q159,Russia
Q372225,Alexander Melamid,1945-07-14T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500120585,http://www.wikidata.org/entity/Q649,Moscow,http://www.wikidata.org/entity/Q159,Russia
Q321657,André Lanskoy,1902-04-13T00:00:00Z,1976-08-24T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500030813,http://www.wikidata.org/entity/Q649,Moscow,http://www.wikidata.org/entity/Q159,Russia
Q98424,Wilhelm Friedrich Gmelin,1760-11-26T00:00:00Z,1820-09-22T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500016400,http://www.wikidata.org/entity/Q25430,Badenweiler,http://www.wikidata.org/entity/Q183,Germany
Q142472,Käthe Kollwitz,1867-07-08T00:00:00Z,1945-04-22T00:00:00Z,http://www.wikidata.org/entity/Q6581072,500016751,http://www.wikidata.org/entity/Q1829,Kaliningrad,http://www.wikidata.org/entity/Q183,Germany
Q153739,Jean Arp,1887-09-16T00:00:00Z,1966-06-07T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500031000,http://www.wikidata.org/entity/Q6602,Strasbourg,http://www.wikidata.org/entity/Q183,Germany
Q164358,Robert Rauschenberg,1925-10-22T00:00:00Z,2008-05-12T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500002941,http://www.wikidata.org/entity/Q45400,Port Arthur,http://www.wikidata.org/entity/Q183,Germany
Q153739,Jean Arp,1886-09-16T00:00:00Z,1966-06-07T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500031000,http://www.wikidata.org/entity/Q6602,Strasbourg,http://www.wikidata.org/entity/Q183,Germany
Q162105,Max Pechstein,1881-12-31T00:00:00Z,1955-06-29T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500032015,http://www.wikidata.org/entity/Q3778,Zwickau,http://www.wikidata.org/entity/Q183,Germany
Q156700,Erich Heckel,1883-07-31T00:00:00Z,1970-01-27T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500032971,http://www.wikidata.org/entity/Q71163,Döbeln,http://www.wikidata.org/entity/Q183,Germany
Q107194,George Grosz,1893-07-26T00:00:00Z,1959-07-06T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500014558,http://www.wikidata.org/entity/Q64,Berlin,http://www.wikidata.org/entity/Q183,Germany
Q152788,Emil Nolde,1867-08-07T00:00:00Z,1956-04-13T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500003109,http://www.wikidata.org/entity/Q10601769,Nolde,http://www.wikidata.org/entity/Q183,Germany
Q164351,Gerhard Richter,1932-02-09T00:00:00Z,,http://www.wikidata.org/entity/Q6581097,500003003,http://www.wikidata.org/entity/Q1731,Dresden,http://www.wikidata.org/entity/Q183,Germany
Q142472,Käthe Kollwitz,1867-07-08T00:00:00Z,1945-04-22T00:00:00Z,http://www.wikidata.org/entity/Q6581072,500016751,http://www.wikidata.org/entity/Q4120832,Königsberg,http://www.wikidata.org/entity/Q183,Germany
Q153739,Jean Arp,1888-09-16T00:00:00Z,1966-06-07T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500031000,http://www.wikidata.org/entity/Q6602,Strasbourg,http://www.wikidata.org/entity/Q183,Germany
Q161143,Karl Schmidt-Rottluff,1884-12-01T00:00:00Z,1976-08-10T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500005940,http://www.wikidata.org/entity/Q1069548,Rottluff,http://www.wikidata.org/entity/Q183,Germany
Q1379395,Philip Galle,1537-01-01T00:00:00Z,1612-03-12T00:00:00Z,http://www.wikidata.org/entity/Q6581097,500016136,http://www.wikidata.org/entity/Q9920,Haarlem,http://www.wikidata.org/entity/Q622783,Spanish Netherlands
