qid,artistLabel,count
Q18508439,Jules Gaildrau,1
Q3188680,Jules Jacques Veyrassat,1
Q3188753,Jules Louis Machard,1
Q316531,Julio González,1
Q297838,Jusepe de Ribera,1
Q64856656,K Dujardin,1
Q3192787,Kanō Naonobu,1
Q6369637,Karen Finley,1
Q1730518,Karl Bodmer,1
Q62249,Karl Hofer,1
Q161143,Karl Schmidt-Rottluff,1
Q3194229,Katsukawa Shun'ei,1
Q3075055,Katsukawa Shunkō I,1
Q6379524,Kawai Kanjirō,1
Q2838030,Kawanabe Kyōsai,1
Q22001567,Keith Boyle,1
Q6385757,Kelli Connell,1
Q3195174,Kenneth Hayes Miller,1
Q640339,Kenneth Martin,1
Q272045,Kitagawa Utamaro,1
Q3197564,Kitao Masayoshi,1
Q1241113,Kiyokata Kaburaki,1
Q6419119,Kiyoshi Saitō,1
Q3200184,Kubo Shunman,1
Q321715,Kumi Sugai,1
Q64739888,L. Lotto,1
Q664291,Larry Rivers,1
Q13604451,Laurenz Janscha,1
Q3219659,Laurie Simmons,1
Q22001593,Lawrence Nelson Wilbur,1
Q13748529,Lawrence Weiner,1
Q1421536,Lawson Wood,1
Q237959,Lee Krasner,1
Q1818533,Leo Delitz,1
Q52148493,Leon Moran,1
Q979381,Leonaert Bramer,1
Q22712804,Leonard J. Koscianski,1
Q464011,Leonor Fini,1
Q3271860,Leopoldo Novoa,1
Q6528994,Leroy Lamis,1
Q100846680,Lester Johnson,1
Q103950429,Liang Kai,1
Q1374872,Liberale da Verona,1
Q21556380,Linda Samson-Talleur,1
Q2254738,Lorenzo di Bicci,1
Q6681389,Lorna Simpson,1
Q6686753,Louis Betts,1
Q6687104,Louis Eilshemius,1
Q19569548,Louis Jacob,1
Q3262746,Louis Morin,1
Q1284603,Louis-François Roubiliac,1
Q1608030,Louis-Simon Boizot,1
Q21289417,Louis-Simon Cabaillot-Lassalle,1
Q6693179,Lowell Blair Nesbitt,1
Q6695060,Lubaina Himid,1
Q6695843,Luca Bertelli,1
Q191748,Lucas Cranach the Elder,1
Q6699954,Luigi Bechi,1
Q5984244,Luis Rey Polo,1
Q3841000,Lyle Ashton Harris,1
Q23418770,Lynne Harlow,1
Q16731731,Lynne Woods Turner,1
Q158255,Lyonel Feininger,1
Q67237646,M Krueger,1
Q37912626,M. Leone Bracker,1
Q67390004,M. Watanabe,1
Q98234521,Maarten Vos,1
Q18150137,Mabel Dwight,1
Q16014925,Maki Haku,1
Q28052067,Malcolm Morley,1
Q46139,Man Ray,1
Q872832,Manfred Mohr,1
Q6752769,Manuel Neri,1
Q690155,Marcel Gromaire,1
Q21208132,Marco Sebastiano Giampiccoli,1
Q6759491,Margaret Harrison,1
Q98755555,Margareta Stahle,1
Q242399,Maria Helena Vieira da Silva,1
Q233088,Marie Laurencin,1
Q86449500,Marilyn Murphy,1
Q52157108,Marion Montague Junkin,1
Q567421,Mark di Suvero,1
Q79461681,Martha Keller,1
Q20679938,Marthe Keller,1
Q33123451,Martin Barooshian,1
Q6776418,Martin Puryear,1
Q100243501,Marvin Bradley,1
Q77325049,Marvin Prentiss Brown,1
Q21985030,Mary Butler,1
Q6004250,María Magdalena Campos Pons,1
Q11581269,Masuda Gyokujō,1
Q67394955,Matt Runkle,1
Q23000682,Matthias Oesterreich,1
Q440369,Maurice Denis,1
Q108301,Maurice Utrillo,1
Q241098,Maurice de Vlaminck,1
Q3301739,Mauro Gandolfi,1
Q79271415,Max Bill,1
Q44252,Max Klinger,1
Q162105,Max Pechstein,1
Q6795193,Max Rosenthal,1
Q16011308,Maxwell Frederic Coplan,1
Q6810674,Mel Chin,1
Q43139749,Merrill Wagner,1
Q23927640,Michael Challenger,1
Q98615164,Michael Kempson,1
Q6831868,Michael Kidner,1
Q6832612,Michael Mazur,1
Q262771,Michael Wolgemut,1
Q2017872,Michel Anguier,1
Q6836743,Michele Felice Cornè,1
Q185495,Michiel van Musscher,1
Q64630219,Milton Avery,1
Q3858097,Milton Resnick,1
Q590523,Minamoto no Yorimitsu,1
Q3113895,Ministry of Culture,1
Q542496,Miriam Schapiro,1
Q17219892,Mori Tetsuzan,1
Q99672574,Myra Kathleen Hughes,1
Q20041812,Nakajima Raishō,1
Q6967681,Nassos Daphnis,1
Q38030520,Nathaniel Sparks,1
Q11172645,Nicholas Harrison,1
Q1984917,Nicholas Krushenick,1
Q7025912,Nicholas Monro,1
Q2527625,Nicolaes Lauwers,1
Q7029366,Nicolaes de Bruyn,1
Q82733672,Nicolas Le Sueur,1
Q18736527,Nicolas de Larmessin III,1
Q3296364,Nicolás García Uriburu,1
Q16666530,Nicolò della Casa,1
Q534279,Ogata Kenzan,1
Q11438243,Oishi Matora,1
Q1394396,Okada Hanko,1
Q154260,Oskar Kokoschka,1
Q160172,Ossip Zadkine,1
Q18511902,Otto Henry Bacher,1
Q1599655,Pablo O'Higgins,1
Q28501555,Pantaleón Mendoza,1
Q7147317,Patrick Nasmyth,1
Q3370428,Paul Adolphe Rajon,1
Q16162086,Paul Augustin Aizpiri,1
Q7149478,Paul Brach,1
Q153905,Paul Celan,1
Q28050346,Paul Falconer Poole,1
Q2959082,Paul Jean Clays,1
Q7151935,Paul Landacre,1
Q266637,Paul Sandby,1
Q18508577,Paul Seignac,1
Q7153754,Paul Stahr,1
Q87749338,Paul Takács,1
Q21396155,Paul Verrees,1
Q1280976,Paul Weber,1
Q59620,Paulus Moreelse,1
Q1854445,Paulus Pontius,1
Q79211751,Perelle,1
Q1463270,Perfect Day,1
Q472646,Pericle Fazzini,1
Q79651108,Peter Cave,1
Q7173913,Peter F. Rothermel,1
Q105207980,Peter Foolen,1
Q21995272,Peter Solow,1
Q3376949,Peter Voulkos,1
Q21516117,Philip F. May,1
Q2086752,Philip Gilbert Hamerton,1
Q708763,Philip Pearlstein,1
Q4362456,Philippe Pigouchet,1
Q328248,Pierre Alechinsky,1
Q43375277,Pierre Bracquemond,1
Q2093368,Pierre Daret,1
Q2093524,Pierre Haubensak,1
Q95761439,Pierre Langlois,1
Q216873,Pierre Puvis de Chavannes,1
Q21544490,Pierre Ranson,1
Q433804,Pieter Jansz. Saenredam,1
Q3388088,Pietro Bettelini,1
Q369279,Pietro Lombardo,1
Q7193032,Pietro Ruga,1
Q1106798,Pietro Santi Bartoli,1
Q544839,Pietro di Francesco degli Orioli,1
Q16043803,Pio Ricci,1
Q56087658,Piola family,1
Q11817669,Piotr Kowalski,1
Q492909,Pol Bury,1
Q30581143,Pseudo Granacci,1
Q105091233,Pérelle family,1
Q569505,R. B. Kitaj,1
Q7287448,Ralph Eleaser Whiteside Earl,1
Q2131415,Raphael Soyer,1
Q97104727,Ray Prohaska,1
Q5978282,Raúl Martínez,1
Q3422714,Red Grooms,1
Q7308806,Reginald Marsh,1
Q64341,Renée Sintenis,1
Q20679431,Reynold Weidenaar,1
Q7322848,Ricardo Viera,1
Q98764250,Richard Devereux,1
Q1281597,Richard Diebenkorn,1
Q21647599,Richard Zoellner,1
Q105091258,Richter & Co,1
Q75646518,Robert Barry,1
Q94921903,Robert Blum,1
Q2676807,Robert Colescott,1
Q62032165,Robert Conover,1
Q23720084,Robert Gordy,1
Q7346738,Robert Laurent,1
Q1356084,Robert Nanteuil,1
Q28001298,Robert Riggs,1
Q80833252,Robert Smullyan Sloan,1
Q20815857,Robert Storr,1
Q21995288,Robert Swain,1
Q62392913,Roberto Otero,1
Q28611613,Roger Ackling,1
Q430765,Roger Caillois,1
Q476100,Roman Cieślewicz,1
Q1291679,Romare Bearden,1
Q433895,Roni Horn,1
Q28872515,Rosa 'Camille Pissarro',1
Q7367281,Rosalyn Drexler,1
Q43193557,Rosana Paulino,1
Q1711445,Ross Bleckner,1
Q7372739,Roy De Forest,1
Q55219642,Rudy Pozzatti,1
Q21151324,Ruth Leaf,1
Q11534045,Ryūryūkyo Shinsai,1
Q256434,Sally Mann,1
Q7407437,Sam Durant,1
Q2216478,Sam Gilliam,1
Q64539213,Samarkand,1
Q7411095,Samuel Charles Brees,1
Q982251,Samuel Palmer,1
Q938347,Santō Kyōden,1
Q536884,Saul Bass,1
Q2288622,Schelte a Bolswert,1
Q2251074,School of Rubens,1
Q18206992,Sears Gallagher,1
Q48514,Sesshū Tōyō,1
Q7490219,Sharon Sutton,1
Q87666227,Shimokôbe Shusui,1
Q11621791,Shitomi Kangetsu,1
Q3074677,Shunkōsai Hokushū,1
Q3090171,Shōji Hamada,1
Q1302630,Si Lewen,1
Q21810657,Sidney Gordin,1
Q20859511,Sidney Laufman,1
Q376062,Sigmar Polke,1
Q59998565,Simeon Barber,1
Q27704719,Siri Berg,1
Q168587,Sol LeWitt,1
Q3496871,Stanley Twardowicz,1
Q641304,Stanley William Hayter,1
Q21898072,Stefan Hirsch,1
Q19730649,Stephen James Ferris,1
Q704588,Stuart Davis,1
Q45458157,Su Liupeng,1
Q7634090,Sue Fuller,1
Q156889,Suzanne Valadon,1
Q360978,Suzuki Harunobu,1
Q13560725,Suzy Frelinghuysen,1
Q7659513,Sybil Gibson,1
Q7660937,Sylvia Hyman,1
Q11544230,Tachibana Morikuni,1
Q1375891,Tani Bunchō,1
Q272194,Ted Hughes,1
Q16096991,Terry Fox,1
Q15919506,Tetsuya Noda,1
Q48977187,Thomas Allen,1
Q21460035,Thomas Buford Meteyard,1
Q100772456,Thomas Cooper,1
Q105091409,Thomas Forman & Sons,1
Q76138242,Thomas Holland,1
Q312096,Thomas Lawrence,1
Q2425847,Thomas Locher,1
Q7817541,Thomas Shannon,1
Q22132695,Thomas Willoughby Nason,1
Q43140105,Thomas Worth,1
Q7796569,Thornton Willis,1
Q310025,Théodore Rousseau,1
Q706041,Théophile Steinlen,1
Q7812635,Todd Siler,1
Q114709,Toko Shinoda,1
Q1377454,Tomioka Tessai,1
Q3136190,Torii Kiyomasu,1
Q3136173,Torii Kiyomitsu,1
Q427642,Torii Kiyonaga,1
Q2738241,Toyohara Kunichika,1
Q21462038,Trevor Sutton,1
Q7862732,Tōshi Yoshida,1
Q11578726,Umetaro Azechi,1
Q3004216,Utagawa Kuninao,1
Q3552729,Utagawa Kunisada III,1
Q3552727,Utagawa Sadahide,1
Q11545174,Utagawa Yoshikazu,1
Q3075041,Utagawa Yoshitora,1
Q5770067,Valentine Green,1
Q34136,Vernon Orlando Bailey,1
Q154448,Victor Vasarely,1
Q7926791,Victoria Hutson Huntley,1
Q1288454,Vik Muniz,1
Q7931648,Vincent Aderente,1
Q826891,Vincenzo Agnetti,1
Q23829587,Vincenzo Feoli,1
Q6470990,Virgilije Nevjestić,1
Q880221,Vitaly Komar,1
Q7937162,Vito Giacalone,1
Q1349738,Vittore Crivelli,1
Q1978366,Vladimir Veličković,1
Q3565323,Waldo Peirce,1
Q7964647,Walter Darby Bannard,1
Q3130609,Watanabe Kazan,1
Q465342,Wifredo Lam,1
Q98424,Wilhelm Friedrich Gmelin,1
Q19302017,Will Faber,1
Q15459073,William Anastasi,1
Q8008915,William Faithorne the Younger,1
Q22002308,William H. W. Bicknell,1
Q265820,William Merritt Chase,1
Q27068037,William Monk,1
Q188176,William S. Burroughs,1
Q2547129,William Strang,1
Q65051176,William Wiley,1
Q26707502,Willie Betty Newman,1
Q62059821,Willy Dzubas,1
Q344838,Winslow Homer,1
Q8029853,Wolf Kahn,1
Q27050361,Wouter van Riessen,1
Q65832435,Yu Zhiding,1
Q245361,Zygmunt Menkes,1
Q3588699,Émile Peynot,1
