qid,label_en,description_en,instance_of_uuid,instance_of,gender_uuid,gender,orcid_uuid,orcid,orcid_ref1_hash,orcid_ref1_retrieved_nodeId,orcid_ref1_retrieved_val,orcid_ref1_retrieved_prec,employer_uuid,employer,employer_start_time_nodeId,employer_start_time_val,employer_start_time_prec,employer_end_time_nodeId,employer_end_time_val,employer_end_time_prec,employer_ref1_hash,employer_ref1_referenceUrl,employer_ref1_retrieved_nodeId,employer_ref1_retrieved_val,employer_ref1_retrieved_prec,affiliation_uuid,affiliation,affiliation_start_time_nodeId,affiliation_start_time_val,affiliation_start_time_prec,affiliation_end_time_nodeId,affiliation_end_time_val,affiliation_end_time_prec,affiliation_ref1_hash,affiliation_ref1_referenceUrl,affiliation_ref1_retrieved_nodeId,affiliation_ref1_retrieved_val,affiliation_ref1_retrieved_prec,department
,Gregroy Turner,,,Q5,,,,0000-0002-9659-8291,,,2021-03-27,,,Q29052,,2004-03,,,2006-05,,,https://orcid.org/0000-0002-9659-8291,,2021-03-27,,,,,,,,,,,,,,,Vanderbilt University Institute of Imaging Science
,Matthew Scholz,,,Q5,,,,0000-0003-3686-1227,,,2021-03-27,,,Q7914455,,2015-10-15,,,,,,https://orcid.org/0000-0003-3686-1227,,2021-03-27,,,,,,,,,,,,,,,VANTAGE
,Stephen Yeargin,,,Q5,,,,0000-0001-7807-7241,,,2021-03-27,,,Q7914455,,2017-01-07,,,,,,https://orcid.org/0000-0001-7807-7241,,2021-03-27,,,,,,,,,,,,,,,VICTR
,Rebecca Helton,,,Q5,,,,0000-0002-6775-3782,,,2021-03-27,,,Q29052,,2012-05,,,,,,https://orcid.org/0000-0002-6775-3782,,2021-03-27,,,,,,,,,,,,,,,VICTR
,Julie Hamm,,,Q5,,,,0000-0003-4970-4757,,,2021-03-27,,,Q7914455,,2015-05,,,,,,https://orcid.org/0000-0003-4970-4757,,2021-03-27,,,,,,,,,,,,,,,VPEC
,Changho Han,,,Q5,,,,0000-0002-0832-7070,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0002-0832-7070,,2021-03-27,,,,,,,,,,,,,,,Warren Center for Neuroscience Drug Discovery
,James Kendall,,,Q5,,,,0000-0003-0125-6860,,,2021-03-27,,,Q7914455,,2001-07,,,,,,https://orcid.org/0000-0003-0125-6860,,2021-03-27,,,,,,,,,,,,,,,Work/Life Connections-EAP
,Erica Dillon,,,Q5,,,,0000-0001-8703-2678,,,2021-03-27,,,Q7914455,,2017-07-01,,,,,,https://orcid.org/0000-0001-8703-2678,,2021-03-27,,,,,,,,,,,,,,,
,Sarah Greenberg,,,Q5,,,,0000-0002-0280-6513,,,2021-03-27,,,Q7914455,,2014,,,,,,https://orcid.org/0000-0002-0280-6513,,2021-03-27,,,,,,,,,,,,,,,
,Anoop Chandrashekar,,,Q5,,,,0000-0003-2079-3303,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0003-2079-3303,,2021-03-27,,,,,,,,,,,,,,,
,Aichurok Kamalova,,,Q5,,,,0000-0002-5865-7115,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0002-5865-7115,,2021-03-27,,,,,,,,,,,,,,,
,Steven McFadyen-Ketchum,,,Q5,,,,0000-0001-7216-2664,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0001-7216-2664,,2021-03-27,,,,,,,,,,,,,,,
,Laura Carter-Stone,,,Q5,,,,0000-0002-0083-537X,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0002-0083-537X,,2021-03-27,,,,,,,,,,,,,,,
,L. Merkle Moore,,,Q5,,,,0000-0002-2960-6773,,,2021-03-27,,,Q29052,,2015-09-01,,,,,,https://orcid.org/0000-0002-2960-6773,,2021-03-27,,,,,,,,,,,,,,,
,Kristin Driscoll,,,Q5,,,,0000-0001-5774-8317,,,2021-03-27,,,Q29052,,2013,,,,,,https://orcid.org/0000-0001-5774-8317,,2021-03-27,,,,,,,,,,,,,,,
,Paul Park,,,Q5,,,,0000-0001-9624-5800,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0001-9624-5800,,2021-03-27,,,,,,,,,,,,,,,
,Erin Henrick,,,Q5,,,,0000-0001-8625-7031,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0001-8625-7031,,2021-03-27,,,,,,,,,,,,,,,
,Jessica Brown,,,Q5,,,,0000-0002-0488-622X,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0002-0488-622X,,2021-03-27,,,,,,,,,,,,,,,
,James O'Connor,,,Q5,,,,0000-0003-2642-1594,,,2021-03-27,,,Q29052,,2016-08,,,,,,https://orcid.org/0000-0003-2642-1594,,2021-03-27,,,,,,,,,,,,,,,
,Sarah Wiesen,,,Q5,,,,0000-0002-8998-3917,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0002-8998-3917,,2021-03-27,,,,,,,,,,,,,,,
,Ethan McClain,,,Q5,,,,0000-0001-7677-0114,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0001-7677-0114,,2021-03-27,,,,,,,,,,,,,,,
,Caroline Janssen,,,Q5,,,,0000-0003-3868-0358,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0003-3868-0358,,2021-03-27,,,,,,,,,,,,,,,
,Mariana Gabi,,,Q5,,,,0000-0002-1049-3692,,,2021-03-27,,,Q29052,,2019-01-01,,,,,,https://orcid.org/0000-0002-1049-3692,,2021-03-27,,,,,,,,,,,,,,,
,Ashley Jones,,,Q5,,,,0000-0003-2091-8102,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0003-2091-8102,,2021-03-27,,,,,,,,,,,,,,,
,Eden Faneuff,,,Q5,,,,0000-0002-3754-6213,,,2021-03-27,,,Q29052,,2019-08,,,,,,https://orcid.org/0000-0002-3754-6213,,2021-03-27,,,,,,,,,,,,,,,
,Kayla Shumate,,,Q5,,,,0000-0002-5843-9345,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0002-5843-9345,,2021-03-27,,,,,,,,,,,,,,,
,Guochong Jia,,,Q5,,,,0000-0002-8455-1832,,,2021-03-27,,,Q29052,,2017-06-20,,,,,,https://orcid.org/0000-0002-8455-1832,,2021-03-27,,,,,,,,,,,,,,,
,Zi-Yi Guo,,,Q5,,,,0000-0002-0352-7743,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0002-0352-7743,,2021-03-27,,,,,,,,,,,,,,,
,Katelyn Berg,,,Q5,,,,0000-0003-4455-3566,,,2021-03-27,,,Q7914455,,2019-08,,,,,,https://orcid.org/0000-0003-4455-3566,,2021-03-27,,,,,,,,,,,,,,,
,Charlotte Brown,,,Q5,,,,0000-0002-4839-4788,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0002-4839-4788,,2021-03-27,,,,,,,,,,,,,,,
,Mike McCurdy,,,Q5,,,,0000-0002-3135-9695,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0002-3135-9695,,2021-03-27,,,,,,,,,,,,,,,
,Ava Wilson,,,Q5,,,,0000-0003-0550-7006,,,2021-03-27,,,Q7914455,,2018-05,,,2018-08,,,https://orcid.org/0000-0003-0550-7006,,2021-03-27,,,,,,,,,,,,,,,
,Elizabeth Rose,,,Q5,,,,0000-0002-7245-2706,,,2021-03-27,,,Q29052,,2015-07-01,,,,,,https://orcid.org/0000-0002-7245-2706,,2021-03-27,,,,,,,,,,,,,,,
,Jacob Byl,,,Q5,,,,0000-0001-7998-9795,,,2021-03-27,,,Q29052,,2017,,,,,,https://orcid.org/0000-0001-7998-9795,,2021-03-27,,,,,,,,,,,,,,,
,Mingfang Ao,,,Q5,,,,0000-0002-3639-8546,,,2021-03-27,,,Q7914455,,2008-07-01,,,,,,https://orcid.org/0000-0002-3639-8546,,2021-03-27,,,,,,,,,,,,,,,
,Matthew Wallace,,,Q5,,,,0000-0003-1392-6809,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0003-1392-6809,,2021-03-27,,,,,,,,,,,,,,,
,Chan Chung,,,Q5,,,,0000-0002-7744-5548,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0002-7744-5548,,2021-03-27,,,,,,,,,,,,,,,
,Donald Brown,,,Q5,,,,0000-0002-6604-364X,,,2021-03-27,,,Q7914455,,2004-01-01,,,,,,https://orcid.org/0000-0002-6604-364X,,2021-03-27,,,,,,,,,,,,,,,
,Qinghua Kou,,,Q5,,,,0000-0003-3536-7075,,,2021-03-27,,,Q7914455,,2001-06,,,,,,https://orcid.org/0000-0003-3536-7075,,2021-03-27,,,,,,,,,,,,,,,
,James Hazel,,,Q5,,,,0000-0001-9264-0897,,,2021-03-27,,,Q7914455,,2017-05-17,,,,,,https://orcid.org/0000-0001-9264-0897,,2021-03-27,,,,,,,,,,,,,,,
,Joan King,,,Q5,,,,0000-0001-7592-5153,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0001-7592-5153,,2021-03-27,,,,,,,,,,,,,,,
,Katelyn Poole,,,Q5,,,,0000-0003-1712-9217,,,2021-03-27,,,Q7914455,,2019-10-01,,,,,,https://orcid.org/0000-0003-1712-9217,,2021-03-27,,,,,,,,,,,,,,,
,Anupam Kumar,,,Q5,,,,0000-0003-2337-5545,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0003-2337-5545,,2021-03-27,,,,,,,,,,,,,,,
,Jing Wang,,,Q5,,,,0000-0001-9948-1446,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0001-9948-1446,,2021-03-27,,,,,,,,,,,,,,,
,Julia Lin,,,Q5,,,,0000-0003-2476-6070,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0003-2476-6070,,2021-03-27,,,,,,,,,,,,,,,
,Zhiguo Zhao,,,Q5,,,,0000-0002-9033-7410,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0002-9033-7410,,2021-03-27,,,,,,,,,,,,,,,
,Sharidan Parr,,,Q5,,,,0000-0002-4596-3818,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0002-4596-3818,,2021-03-27,,,,,,,,,,,,,,,
,Rachel Fowler,,,Q5,,,,0000-0003-2720-505X,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0003-2720-505X,,2021-03-27,,,,,,,,,,,,,,,
,Ashish Shah,,,Q5,,,,0000-0002-3375-7865,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0002-3375-7865,,2021-03-27,,,,,,,,,,,,,,,
,Huan Tao,,,Q5,,,,0000-0003-2874-7774,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0003-2874-7774,,2021-03-27,,,,,,,,,,,,,,,
,Kristopher Kast,,,Q5,,,,0000-0002-0261-9400,,,2021-03-27,,,Q7914455,,2020-07,,,,,,https://orcid.org/0000-0002-0261-9400,,2021-03-27,,,,,,,,,,,,,,,
,Adam Lewis,,,Q5,,,,0000-0002-4608-9421,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0002-4608-9421,,2021-03-27,,,,,,,,,,,,,,,
,Lindsay Venton,,,Q5,,,,0000-0002-5418-4437,,,2021-03-27,,,Q7914455,,2016-09-01,,,,,,https://orcid.org/0000-0002-5418-4437,,2021-03-27,,,,,,,,,,,,,,,
,Onur Orun,,,Q5,,,,0000-0002-1368-040X,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0002-1368-040X,,2021-03-27,,,,,,,,,,,,,,,
,Russsell Rothman,,,Q5,,,,0000-0002-1506-3990,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0002-1506-3990,,2021-03-27,,,,,,,,,,,,,,,
,Stéphane Braün,,,Q5,,,,0000-0002-8560-2646,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0002-8560-2646,,2021-03-27,,,,,,,,,,,,,,,
,Yanbing Wang,,,Q5,,,,0000-0002-3988-8356,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0002-3988-8356,,2021-03-27,,,,,,,,,,,,,,,
,Kyle Gavulic,,,Q5,,,,0000-0001-8613-0823,,,2021-03-27,,,Q7914455,,2017-01-09,,,2018-04-20,,,https://orcid.org/0000-0001-8613-0823,,2021-03-27,,,,,,,,,,,,,,,
,Karina Kanjaria,,,Q5,,,,0000-0002-6964-6286,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0002-6964-6286,,2021-03-27,,,,,,,,,,,,,,,
,Nicole Moehring,,,Q5,,,,0000-0001-7632-9126,,,2021-03-27,,,Q29052,,2018,,,,,,https://orcid.org/0000-0001-7632-9126,,2021-03-27,,,,,,,,,,,,,,,
,KayLee Steiner,,,Q5,,,,0000-0003-2188-6376,,,2021-03-27,,,Q29052,,2020-08,,,,,,https://orcid.org/0000-0003-2188-6376,,2021-03-27,,,,,,,,,,,,,,,
,Gabriela Gonzalez-Vasquez,,,Q5,,,,0000-0002-0773-941X,,,2021-03-27,,,Q29052,,2019,,,2020,,,https://orcid.org/0000-0002-0773-941X,,2021-03-27,,,,,,,,,,,,,,,
,Adam Miranda,,,Q5,,,,0000-0002-3140-1953,,,2021-03-27,,,Q7914455,,2018-08-14,,,,,,https://orcid.org/0000-0002-3140-1953,,2021-03-27,,,,,,,,,,,,,,,
,Jamie Wiggleton,,,Q5,,,,0000-0002-5145-5107,,,2021-03-27,,,Q29052,,2009-06,,,,,,https://orcid.org/0000-0002-5145-5107,,2021-03-27,,,,,,,,,,,,,,,
,Yingjun Yan,,,Q5,,,,0000-0001-6963-7112,,,2021-03-27,,,Q29052,,2011,,,,,,https://orcid.org/0000-0001-6963-7112,,2021-03-27,,,,,,,,,,,,,,,
,Logan Martin,,,Q5,,,,0000-0002-3465-266X,,,2021-03-27,,,Q7914455,,2018,,,,,,https://orcid.org/0000-0002-3465-266X,,2021-03-27,,,,,,,,,,,,,,,
,Ashley Christensen,,,Q5,,,,0000-0001-6982-3097,,,2021-03-27,,,Q29052,,2017-08,,,,,,https://orcid.org/0000-0001-6982-3097,,2021-03-27,,,,,,,,,,,,,,,
,Tadarro Richardson,,,Q5,,,,0000-0002-0285-6852,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0002-0285-6852,,2021-03-27,,,,,,,,,,,,,,,
,Jeeyeon Cha,,,Q5,,,,0000-0001-6352-8062,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0001-6352-8062,,2021-03-27,,,,,,,,,,,,,,,
,Paula M. Campbell,,,Q5,,,,0000-0002-3496-3214,,,2021-03-27,,,Q29052,,2013-09-08,,,2015-05-31,,,https://orcid.org/0000-0002-3496-3214,,2021-03-27,,,,,,,,,,,,,,,
,Ryan Trahan,,,Q5,,,,0000-0002-8281-9217,,,2021-03-27,,,Q29052,,2020,,,,,,https://orcid.org/0000-0002-8281-9217,,2021-03-27,,,,,,,,,,,,,,,
,Evgenii Bychkov,,,Q5,,,,0000-0002-8911-6805,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0002-8911-6805,,2021-03-27,,,,,,,,,,,,,,,
,Bernard Hughes,,,Q5,,,,0000-0002-4850-6794,,,2021-03-27,,,Q29052,,1979,,,1983,,,https://orcid.org/0000-0002-4850-6794,,2021-03-27,,,,,,,,,,,,,,,
,Mario Ascoli,,,Q5,,,,0000-0002-6062-3395,,,2021-03-27,,,Q29052,,1971,,,1985,,,https://orcid.org/0000-0002-6062-3395,,2021-03-27,,,,,,,,,,,,,,,
,Chloe Frame,,,Q5,,,,0000-0002-9153-5152,,,2021-03-27,,,Q29052,,2020-05,,,,,,https://orcid.org/0000-0002-9153-5152,,2021-03-27,,,,,,,,,,,,,,,
,Samuel Johnson,,,Q5,,,,0000-0003-4032-2058,,,2021-03-27,,,Q29052,,2019-07,,,,,,https://orcid.org/0000-0003-4032-2058,,2021-03-27,,,,,,,,,,,,,,,
,Tao Liang,,,Q5,,,,0000-0001-6355-5546,,,2021-03-27,,,Q7914455,,2019-08-20,,,,,,https://orcid.org/0000-0001-6355-5546,,2021-03-27,,,,,,,,,,,,,,,
,Sohini Roy,,,Q5,,,,0000-0003-2643-3798,,,2021-03-27,,,Q7914455,,2018-10-01,,,,,,https://orcid.org/0000-0003-2643-3798,,2021-03-27,,,,,,,,,,,,,,,
,Mollie Appelgate,,,Q5,,,,0000-0002-6938-8061,,,2021-03-27,,,Q29052,,2012-08,,,2014-06,,,https://orcid.org/0000-0002-6938-8061,,2021-03-27,,,,,,,,,,,,,,,
,David Patrick,,,Q5,,,,0000-0002-3412-447X,,,2021-03-27,,,Q7914455,,2013-07-01,,,,,,https://orcid.org/0000-0002-3412-447X,,2021-03-27,,,,,,,,,,,,,,,
,Kelsey McNew,,,Q5,,,,0000-0001-8399-831X,,,2021-03-27,,,Q29052,,2015-06,,,,,,https://orcid.org/0000-0001-8399-831X,,2021-03-27,,,,,,,,,,,,,,,
,David  Anderson,,,Q5,,,,0000-0002-3866-0923,,,2021-03-27,,,Q29052,,2010-03-17,,,,,,https://orcid.org/0000-0002-3866-0923,,2021-03-27,,,,,,,,,,,,,,,
,Yunkai Zhang,,,Q5,,,,0000-0003-2490-5501,,,2021-03-27,,,Q7914455,,2017-08-01,,,,,,https://orcid.org/0000-0003-2490-5501,,2021-03-27,,,,,,,,,,,,,,,
,Laura E. Henkhaus,,,Q5,,,,0000-0001-6663-4549,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0001-6663-4549,,2021-03-27,,,,,,,,,,,,,,,
,Meng Su,,,Q5,,,,0000-0001-6558-8712,,,2021-03-27,,,Q29052,,2016-11-01,,,,,,https://orcid.org/0000-0001-6558-8712,,2021-03-27,,,,,,,,,,,,,,,
,Emily Overway,,,Q5,,,,0000-0002-3266-3824,,,2021-03-27,,,Q29052,,2019-08-01,,,,,,https://orcid.org/0000-0002-3266-3824,,2021-03-27,,,,,,,,,,,,,,,
,Dai Liu,,,Q5,,,,0000-0002-7479-2237,,,2021-03-27,,,Q29052,,2017-01-01,,,,,,https://orcid.org/0000-0002-7479-2237,,2021-03-27,,,,,,,,,,,,,,,
,Maxwell Hamilton,,,Q5,,,,0000-0002-5075-7445,,,2021-03-27,,,Q29052,,2020,,,,,,https://orcid.org/0000-0002-5075-7445,,2021-03-27,,,,,,,,,,,,,,,
,Naveeduddin Mohammed,,,Q5,,,,0000-0002-3706-2884,,,2021-03-27,,,Q29052,,2016-07-18,,,,,,https://orcid.org/0000-0002-3706-2884,,2021-03-27,,,,,,,,,,,,,,,
,Aaron Wynkoop,,,Q5,,,,0000-0002-9096-4799,,,2021-03-27,,,Q7914455,,2012,,,2013,,,https://orcid.org/0000-0002-9096-4799,,2021-03-27,,,,,,,,,,,,,,,
,Naveed Pasha,,,Q5,,,,0000-0003-3632-8545,,,2021-03-27,,,Q29052,,2017-07-15,,,,,,https://orcid.org/0000-0003-3632-8545,,2021-03-27,,,,,,,,,,,,,,,
,Olivia Manders,,,Q5,,,,0000-0002-2113-1558,,,2021-03-27,,,Q29052,,2006-05-01,,,2012-03-31,,,https://orcid.org/0000-0002-2113-1558,,2021-03-27,,,,,,,,,,,,,,,
,Charles Smart,,,Q5,,,,0000-0003-0391-3916,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0003-0391-3916,,2021-03-27,,,,,,,,,,,,,,,
,Catherine Arrington,,,Q5,,,,0000-0001-6686-2189,,,2021-03-27,,,Q29052,,2002,,,2005,,,https://orcid.org/0000-0001-6686-2189,,2021-03-27,,,,,,,,,,,,,,,
,Paige DeBenedittis,,,Q5,,,,0000-0002-4926-0300,,,2021-03-27,,,Q7914455,,2011-09,,,2016-10,,,https://orcid.org/0000-0002-4926-0300,,2021-03-27,,,,,,,,,,,,,,,
,Renee McAlister,,,Q5,,,,0000-0001-9114-7937,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0001-9114-7937,,2021-03-27,,,,,,,,,,,,,,,
,Christopher Williams,,,Q5,,,,0000-0002-8850-8591,,,2021-03-27,,,Q29052,,2013-01,,,,,,https://orcid.org/0000-0002-8850-8591,,2021-03-27,,,,,,,,,,,,,,,
,Giuseppe Cuscito,,,Q5,,,,0000-0002-0939-163X,,,2021-03-27,,,Q29052,,2017-07,,,,,,https://orcid.org/0000-0002-0939-163X,,2021-03-27,,,,,,,,,,,,,,,
,Sajal Bhatia,,,Q5,,,,0000-0002-0380-0623,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0002-0380-0623,,2021-03-27,,,,,,,,,,,,,,,
,Ayaka Sugiura,,,Q5,,,,0000-0001-5326-5019,,,2021-03-27,,,Q29052,,2014-06,,,,,,https://orcid.org/0000-0001-5326-5019,,2021-03-27,,,,,,,,,,,,,,,
,Liang Zhang,,,Q5,,,,0000-0003-4751-7173,,,2021-03-27,,,Q29052,,2007,,,2009,,,https://orcid.org/0000-0003-4751-7173,,2021-03-27,,,,,,,,,,,,,,,
,Dianne Lou,,,Q5,,,,0000-0001-7583-1990,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0001-7583-1990,,2021-03-27,,,,,,,,,,,,,,,
,Matthew Felbinger,,,Q5,,,,0000-0003-1416-3284,,,2021-03-27,,,Q7914455,,,,,,,,https://orcid.org/0000-0003-1416-3284,,2021-03-27,,,,,,,,,,,,,,,
,Shelley Moore,,,Q5,,,,0000-0003-2314-4210,,,2021-03-27,,,Q7914455,,1997-09-15,,,2010-07-01,,,https://orcid.org/0000-0003-2314-4210,,2021-03-27,,,,,,,,,,,,,,,
,Jourdan Holder,,,Q5,,,,0000-0002-6904-6707,,,2021-03-27,,,Q7914455,,2016-07,,,,,,https://orcid.org/0000-0002-6904-6707,,2021-03-27,,,,,,,,,,,,,,,
,Mario Lehenbauer-Baum,,,Q5,,,,0000-0002-0706-2437,,,2021-03-27,,,Q29052,,2014-08,,,,,,https://orcid.org/0000-0002-0706-2437,,2021-03-27,,,,,,,,,,,,,,,
,Shwetha Narasimhan,,,Q5,,,,0000-0002-8027-7880,,,2021-03-27,,,Q29052,,2015-09-01,,,,,,https://orcid.org/0000-0002-8027-7880,,2021-03-27,,,,,,,,,,,,,,,
,Arturo Maldonado,,,Q5,,,,0000-0003-1264-6039,,,2021-03-27,,,Q29052,,,,,,,,https://orcid.org/0000-0003-1264-6039,,2021-03-27,,,,,,,,,,,,,,,
,Hyung-Suk Yoon,,,Q5,,,,0000-0001-6368-2684,,,2021-03-27,,,Q7914455,,2017-01,,,,,,https://orcid.org/0000-0001-6368-2684,,2021-03-27,,,,,,,,,,,,,,,
,Whitney Barham,,,Q5,,,,0000-0002-1130-1971,,,2021-03-27,,,Q29052,,2008,,,2016,,,https://orcid.org/0000-0002-1130-1971,,2021-03-27,,,,,,,,,,,,,,,
,Mona Emara,,,Q5,,,,0000-0002-9277-7073,,,2021-03-27,,,Q29052,,2016-01-25,,,2018-01-25,,,https://orcid.org/0000-0002-9277-7073,,2021-03-27,,,,,,,,,,,,,,,
,Satishkumar Ranganathan Ganakammal,,,Q5,,,,0000-0003-2534-7548,,,2021-03-27,,,Q7914455,,2010-06-07,,,2011-08-15,,,https://orcid.org/0000-0003-2534-7548,,2021-03-27,,,,,,,,,,,,,,,
,Brian Tirado,,,Q5,,,,0000-0001-6149-0232,,,2021-03-27,,,Q29052,,2018-06-04,,,2018-08-03,,,https://orcid.org/0000-0001-6149-0232,,2021-03-27,,,,,,,,,,,,,,,
,Stacey Robinson,,,Q5,,,,0000-0002-9613-1405,,,2021-03-27,,,Q29052,,2008-06-01,,,2010-07-30,,,https://orcid.org/0000-0002-9613-1405,,2021-03-27,,,,,,,,,,,,,,,
,Alexander Thiemicke,,,Q5,,,,0000-0002-9822-1017,,,2021-03-27,,,Q29052,,2014-08-01,,,,,,https://orcid.org/0000-0002-9822-1017,,2021-03-27,,,,,,,,,,,,,,,
,Jeffrey Schmeckpeper,,,Q5,,,,0000-0001-9437-5871,,,2021-03-27,,,Q7914455,,2015-07-01,,,,,,https://orcid.org/0000-0001-9437-5871,,2021-03-27,,,,,,,,,,,,,,,
,Hillary Warrington,,,Q5,,,,0000-0003-2362-0168,,,2021-03-27,,,Q7914455,,2013,,,2015,,,https://orcid.org/0000-0003-2362-0168,,2021-03-27,,,,,,,,,,,,,,,
,Rémy Bétous,,,Q5,,,,0000-0003-0518-1763,,,2021-03-27,,,Q7914455,,2009-02-01,,,2012-12-31,,,https://orcid.org/0000-0003-0518-1763,,2021-03-27,,,,,,,,,,,,,,,
