qid,accession_number,dimension,type,label,creator,inception_val,inception_earliest_date_val,inception_latest_date_val,style_period,rights,media_url,status
Q106566944,2015.075.49,ambiguous,print,Maendeleo Yawanawake Organisation (MYWO) HIV/AIDS Project A happy family takes control of AIDS This is what to expect if you let AIDS take control over your family,Q4233718,,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26760155/representation-view,unknown
Q103304850,2007.034,ambiguous,print,"Magnum Gregorium, after Annibale Carracci",Q1679017,1733-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759188/representation-view,inception prior to copyright cutoff
Q102968316,1999.172r,ambiguous,print,"Maintenant j'adore les gens greles, from Album du Siége",Q187506,1871-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758376/representation-view,inception prior to copyright cutoff
Q105091947,2016.005.05,ambiguous,print,Making Babies: a Look at an Early Sex Manual,Q105090671,2015-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760191/representation-view,assessed to in copyright
Q102968323,1995.002,ambiguous,print,Makou Castle Battle Scene at Houko Island (Sino-Japanese War),Q4233718,1894-01-01T00:00:00Z,,,Meiji,,https://forum.jstor.org/assets/26757582/representation-view,inception prior to copyright cutoff
Q103304880,1979.0917P,ambiguous,print,"Male Head, after Leonardo",Q74891073,1796-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26755129/representation-view,inception prior to copyright cutoff
Q103304892,1996.204c,ambiguous,print,"Man and Devil Filling Sack with Money and Setting Up a Statue of Hope, Allegory of the Misuse of Worldly Property, after Maarten van Heemskerck",Q1961244,1609-01-01T00:00:00Z,,,Allegorical,,https://forum.jstor.org/assets/26757909/representation-view,inception prior to copyright cutoff
Q103304902,1992.394,ambiguous,print,Man and Sheep,Q7397563,1979-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26756711/representation-view,inception was after copyright cutoff
Q102968338,2018.008,ambiguous,print,Man and Two Wives,Q4978091,1970-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26559575/representation-view,assessed to in copyright
Q103304907,1979.0857P,ambiguous,print,Man and Woman Conversing,Q352438,1673-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26755069/representation-view,inception prior to copyright cutoff
Q103304923,1995.022,ambiguous,print,Man and Woman Standing at the Entrance to a Shinto Shrine (facsimile),Q52154484,,,,Edo (Japanese period),,https://forum.jstor.org/assets/26757616/representation-view,from style or period that ended prior to copyright cutoff
Q103304930,1979.0851P,ambiguous,print,Man and Woman Talking,Q352438,1650-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26755063/representation-view,inception prior to copyright cutoff
Q105096114,1992.130,ambiguous,print,Man Attacked by a Badger-Spirit Disguised as a Woman,,,,,,,https://forum.jstor.org/assets/26756445/representation-view,unknown
Q102968343,1979.0909P,ambiguous,print,Man Cutting Bread,Q18508744,,,,,,https://forum.jstor.org/assets/26755121/representation-view,unknown
Q102968374,1992.133,ambiguous,print,Man in Water Holding Edge of Boat and a Warrior's Helmet,Q4233718,,,,,,https://forum.jstor.org/assets/26756448/representation-view,unknown
Q103304956,1992.132,ambiguous,print,"Man Standing in a Boat, Holding a Rope",Q4233718,,,,,,https://forum.jstor.org/assets/26756447/representation-view,unknown
Q103304970,1988.043,ambiguous,print,Man with Spring Plants,Q57688022,,,,,,https://forum.jstor.org/assets/26756105/representation-view,unknown
Q103304974,1979.0914P,ambiguous,print,Man Writing,Q4233718,,,,,,https://forum.jstor.org/assets/26755126/representation-view,unknown
Q105091948,1997.093a,ambiguous,print,Mandala (suite of 5 serigraphs),Q105090241,1967-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758021/representation-view,inception was after copyright cutoff
Q105091949,1997.093b,ambiguous,print,Mandala (suite of 5 serigraphs),Q105090241,1967-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758022/representation-view,inception was after copyright cutoff
Q105091951,1997.093c,ambiguous,print,Mandala (suite of 5 serigraphs),Q105090241,1967-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758023/representation-view,inception was after copyright cutoff
Q105091952,1997.093d,ambiguous,print,Mandala (suite of 5 serigraphs),Q105090241,1967-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758024/representation-view,inception was after copyright cutoff
Q105091954,1997.093e,ambiguous,print,Mandala (suite of 5 serigraphs),Q105090241,1967-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758025/representation-view,inception was after copyright cutoff
Q106568640,2020.004,ambiguous,print,Manhattan Skyline,Q18206992,,,,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/28884737/representation-view,unknown
Q105091955,,ambiguous,print,"Mappemonde, E.A.",,,,,,,,
Q105091956,2001.173,ambiguous,print,Marc English,Q105090602,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758796/representation-view,inception was after copyright cutoff
Q103305039,1997.074,ambiguous,print,"Marca-Relli, cortesia de Marlborough Gallery NY, Galeria Carl van der Voort, Ibiza",Q472846,1972-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26757984/representation-view,inception was after copyright cutoff
Q105091957,1997.059,ambiguous,print,"Marcel Floris, Galeria Carl van der Voort, Ibiza",Q105090179,1974-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26757969/representation-view,inception was after copyright cutoff
Q103305044,1981.021,ambiguous,print,Margie Doll,Q5593120,1972-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26755595/representation-view,inception was after copyright cutoff
Q105091959,2005.006,ambiguous,print,Marianne Faithfull,Q105090602,2002-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759091/representation-view,inception was after copyright cutoff
Q105091960,1993.007,ambiguous,print,Marilyn Monroe,Q105090465,1989-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26756874/representation-view,inception was after copyright cutoff
Q103305063,2004.024,ambiguous,print,Marquette,Q5548964,1925-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758996/representation-view,inception prior to copyright cutoff
Q106577374,1956.052,ambiguous,print,Martyrdom of Saints Peter and Paul,Q58470913,1525-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753413/representation-view,inception prior to copyright cutoff
Q103305101,,ambiguous,print,Marynka Pregnant,,,,,,,,
Q105091964,,ambiguous,print,Mask Making from the Commedia dell'Arte [XXI-A],,,,,,,,
Q102968478,2007.032,ambiguous,print,"Massacre of the Innocents, after Jacopo Tintoretto",Q1297898,,,,,,https://forum.jstor.org/assets/26759186/representation-view,artist died before copyright cutoff
Q103305132,1976.007,ambiguous,print,Mater Dolorosa: Ne. De. des Sept Douleurs / Virgen de Dolores/ Die Schmerzhafte Mutter,Q1144898,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753997/representation-view,assessed to be out of copyright
Q105095757,2000.082,ambiguous,print,"Matrimonial Bliss, Jeff Collins, Melisa England, Hatch Show Print Poster",Q105090646,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758563/representation-view,inception was after copyright cutoff
Q105091966,2016.005.06,ambiguous,print,Matt Runkle and Alexandra Janezic MFA Thesis Show,Q105090652,2015-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26760192/representation-view,assessed to in copyright
Q103305147,1996.008,ambiguous,print,"Max Bill Neue Werke"" ""Marlborough Zürich glaernisch str. 10/Villa rosau 14 Juni-19. August 1972  Mo.-Fr. 10-18. Sa 10-16. So-.",Q79271415,1972-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26757693/representation-view,inception was after copyright cutoff
Q102968487,2012.008s,ambiguous,print,"Maze, from American Abstract Artists 60th Anniversary Print Portfolio",Q1471865,1997-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759810/representation-view,assessed to in copyright
Q105091967,2000.096,ambiguous,print,"MBA Presents Black Comedy by Peter Shaffer, The Real Inspector Hound by Tom Stoppard",Q105090602,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758577/representation-view,inception was after copyright cutoff
Q103305160,2017.001.017,ambiguous,print,Mechano - Marvel of the Age,Q18150137,1928-01-01T00:00:00Z,,,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760318/representation-view,inception was after copyright cutoff
Q103305183,1970.006,ambiguous,print,Méditerranée,Q83158,1961-01-01T00:00:00Z,,,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26753631/representation-view,inception was after copyright cutoff
Q103305191,1984.041,ambiguous,print,Melancholia (copy),Q5580,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26755786/representation-view,artist died before copyright cutoff
Q103305198,2003.042,ambiguous,print,"Melchisedech Blessing Abraham, after Francesco Bassano",Q100816989,1743-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758941/representation-view,inception prior to copyright cutoff
Q102968513,,ambiguous,print,Meleager et Atalanta,,,,,,,,
Q103305207,2005.032,ambiguous,print,Melisande,Q5548964,1920-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759128/representation-view,inception prior to copyright cutoff
Q103305215,1972.046,ambiguous,print,Memorial Print of the Kabuki Actor Arashi Rikan at the Age of Fifty,Q4233718,1837-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753812/representation-view,inception prior to copyright cutoff
Q103305225,1992.393,ambiguous,print,Men Carrying Grapes,Q7397563,1979-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26756710/representation-view,inception was after copyright cutoff
Q103305232,1983.004,ambiguous,print,"Méphistophélès dans les airs (Mephistopheles in the Air), from Faust, Tragédie de M. de Goethe, tr. en français par M. Albert Stapfer",Q33477,1828-01-01T00:00:00Z,,,Romantic (modern European styles ),,https://forum.jstor.org/assets/26755728/representation-view,inception prior to copyright cutoff
Q103305242,1982.075,ambiguous,print,Mercure (Murcury) from the suite Quinze Gravures (Fifteen Etchings),Q5577,1968-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26755694/representation-view,inception was after copyright cutoff
Q105091969,2001.023,ambiguous,print,"Merle Haggard - March 28, Embassy Centre, Fort Wayne, IN",Q105090600,2000-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758648/representation-view,inception was after copyright cutoff
Q105095814,2013.020,ambiguous,print,Mickiewicz,,1975-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759845/representation-view,assessed to in copyright
Q103305246,1997.067,ambiguous,print,"Micus, Galeria Carl van der Voort, Ibiza",Q1289326,1975-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26757977/representation-view,inception was after copyright cutoff
Q103305250,1997.128a-c,ambiguous,print,Micus: 3 Collages Originaux,Q1289326,1975-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758071/representation-view,inception was after copyright cutoff
Q105095812,2013.014,ambiguous,print,Miesiac na wsi (Month in the Country),,,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759839/representation-view,assessed to in copyright
Q105095854,2015.075.18,ambiguous,print,Milagro: Der Kreig im Bohnenfeld (The Milagro Beanfield War),,1989-01-01T00:00:00Z,1988-01-01T00:00:00Z,1989-01-01T00:00:00Z,,IN COPYRIGHT,https://forum.jstor.org/assets/26760124/representation-view,assessed to in copyright
Q102968553,,ambiguous,print,Military Escort - NOT RECEIVED,,,,,,,,
Q102968562,2012.008ff,ambiguous,print,"Millennium Moment, from American Abstract Artists 60th Anniversary Print Portfolio",Q16091614,1997-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759789/representation-view,assessed to in copyright
Q105091970,1995.047,ambiguous,print,Millions of Troops are on the Move - Is Your Trip Necessary - Office of Defense Transportation,Q105090109,1943-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26757641/representation-view,inception was after copyright cutoff
Q105091971,2000.085,ambiguous,print,"Milton Mapes, Hatch Show Print Poster",Q105090562,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758566/representation-view,inception was after copyright cutoff
Q102968568,1983.003,ambiguous,print,Minamoto Yoshitsune Parting with his Wife Shizuka at Mt. Yoshino,Q467337,1886-01-01T00:00:00Z,,,Ukiyo-e,,https://forum.jstor.org/assets/26755727/representation-view,inception prior to copyright cutoff
Q105096055,1957.035,ambiguous,print,Miner,,1947-01-01T00:00:00Z,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26753451/representation-view,inception was after copyright cutoff
Q103305288,2015.075.27,ambiguous,print,Ministry of Livestock and Fisheries Development AIDS brings death to family farms. Who is left to do the farming,Q4233718,,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26760133/representation-view,unknown
Q105091972,1998.037,ambiguous,print,Mirar el Diseño ADGFAD,Q105091182,1985-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758137/representation-view,inception was after copyright cutoff
Q103305346,2015.075.13,ambiguous,print,Mississippi Burning: Die Wurzel Des Hasses (Mississippi Burning: The Root of Hatred),Q4233718,1989-01-01T00:00:00Z,1988-01-01T00:00:00Z,1989-01-01T00:00:00Z,,IN COPYRIGHT,https://forum.jstor.org/assets/26760119/representation-view,assessed to in copyright
Q102968645,,ambiguous,print,"Miya, from ""The Fifty-three Stations of the Tokaido"" (reproduction)",,,,,,,,
Q102968660,1965.003,ambiguous,print,Modern Art Poster,Q151679,1967-01-01T00:00:00Z,,,Pop (fine arts styles),IN COPYRIGHT,https://forum.jstor.org/assets/26753483/representation-view,assessed to in copyright
Q102968666,1994.543,ambiguous,print,Modern Man Followed By the Ghosts of His Meat,Q7634046,1990-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26757580/representation-view,inception was after copyright cutoff
Q102968671,1999.172x,ambiguous,print,"Modes Parisiennes en prévision-, from Album du Siége",Q187506,1871-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758382/representation-view,inception prior to copyright cutoff
Q102968675,1999.172b,ambiguous,print,"Moi, je suis ravitaille!-, from Album du Siége",Q187506,1871-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758354/representation-view,inception prior to copyright cutoff
Q105091973,2001.066,ambiguous,print,Moline Tractor and Plow Company Auction,Q105090600,,,,,,https://forum.jstor.org/assets/26758689/representation-view,unknown
Q102968680,1992.084,ambiguous,print,Momotarō Goes to Devil's Island from the series Yoshitoshi ryakuga (Sketches by Yoshitoshi),Q467337,1882-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26756399/representation-view,inception prior to copyright cutoff
Q106566950,2000.104,ambiguous,print,"Mongrel Music, Alejandro Escovedo, The Backsliders, Big Sandy and his Fly-Rite Boys, Boozoo Chavis (and more)",Q105090622,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758585/representation-view,inception was after copyright cutoff
Q102968687,2010.005,ambiguous,print,Mont St. Michel: Interior of the Knights Hall,Q1288248,1821-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759713/representation-view,inception prior to copyright cutoff
Q103305457,1979.0180,ambiguous,print,Moomey's Place,Q6826451,1936-01-01T00:00:00Z,,,Social Realism,,https://forum.jstor.org/assets/26754391/representation-view,inception was after copyright cutoff
Q103305462,1979.0837P,ambiguous,print,Moon and Tree,Q52157275,1976-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26755048/representation-view,inception was after copyright cutoff
Q106577384,1972.024,ambiguous,print,Moonlight Evening at Takanawa (Takanawa tsuki no yube),Q200798,1847-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753790/representation-view,inception prior to copyright cutoff
Q102968700,1965.038,ambiguous,print,Moonrise on the Ternin,Q2086752,1871-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753518/representation-view,inception prior to copyright cutoff
Q105091975,2005.007,ambiguous,print,More,Q105090602,2002-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759092/representation-view,inception was after copyright cutoff
Q102968707,,ambiguous,print,Morning,,,,,,,,
Q103305468,1969.034,ambiguous,print,Morning,Q171344,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753581/representation-view,artist died before copyright cutoff
Q103305479,1970.043,ambiguous,print,Morning (from The Four Times of Day),Q171344,1780-01-01T00:00:00Z,1738-01-01T00:00:00Z,1822-01-01T00:00:00Z,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753668/representation-view,inception prior to copyright cutoff
Q102968719,1979.0915P,ambiguous,print,Mort de la Madeleine,Q1597438,,,,,,https://forum.jstor.org/assets/26755127/representation-view,artist died before copyright cutoff
Q103305488,1970.041,ambiguous,print,Moses,Q93284,1956-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26753666/representation-view,assessed to in copyright
Q105095790,2007.012,ambiguous,print,"Moses drawn out of the water, after design by Gerard Hoet",,1705-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26759166/representation-view,inception prior to copyright cutoff
Q103305495,1992.396,ambiguous,print,Moses in the Bulrushes,Q7397563,1979-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26756713/representation-view,inception was after copyright cutoff
Q103305501,1982.073,ambiguous,print,"Moshe Dayan, from the suite Five Famous Heads",Q5577,1968-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26755692/representation-view,inception was after copyright cutoff
Q105091976,1998.040,ambiguous,print,Mostra Biennal ADGFAD,Q105091182,,,,,,https://forum.jstor.org/assets/26758140/representation-view,unknown
Q105095962,1979.0916P,ambiguous,print,Mother and Child,,,,,,,https://forum.jstor.org/assets/26755128/representation-view,unknown
Q106577388,1988.028,ambiguous,print,Mother and Child,,,,,,,https://forum.jstor.org/assets/26756083/representation-view,unknown
Q103305521,1988.045,ambiguous,print,Mother and Child Under Mosquito Netting,Q3046492,,,,,,https://forum.jstor.org/assets/26756107/representation-view,artist died before copyright cutoff
Q102968753,2004.039,ambiguous,print,"Mother and Children, Second State",Q167132,1916-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759011/representation-view,inception prior to copyright cutoff
Q103305531,1979.0849P,ambiguous,print,Mother with Two Children,Q352438,1675-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26755061/representation-view,inception prior to copyright cutoff
Q102968759,1979.0754P,ambiguous,print,Motif Dalamante,Q220545,,,,,,https://forum.jstor.org/assets/26754965/representation-view,unknown
Q102968768,1979.0753P,ambiguous,print,Motif Dalamate,Q220545,,,,,,https://forum.jstor.org/assets/26754964/representation-view,unknown
Q102968773,1989.045,ambiguous,print,Mount Fuji,Q67390260,1934-01-01T00:00:00Z,1932-01-01T00:00:00Z,1936-01-01T00:00:00Z,Shin-hanga,,https://forum.jstor.org/assets/26756271/representation-view,inception was after copyright cutoff
Q105091977,2000.037,ambiguous,print,"Mount McKinleys, May 21st",Q105090602,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758518/representation-view,inception was after copyright cutoff
Q103551092,1957.040,ambiguous,print,Mount Saint Gothard,Q60533514,1816-01-01T00:00:00Z,,,Romanticism,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753454/representation-view,inception prior to copyright cutoff
Q106577389,1969.016,ambiguous,print,"Mount Yoshisaki, from an illustrated Buddhist history",Q11599030,1803-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753563/representation-view,inception prior to copyright cutoff
Q105091979,1979.0835P,ambiguous,print,Mountains in Spring,Q105090192,,,,shin hanga,,https://forum.jstor.org/assets/26755046/representation-view,unknown
Q102968799,2003.050,ambiguous,print,Muck Worms,Q75530019,1809-01-01T00:00:00Z,1805-01-01T00:00:00Z,1812-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26758949/representation-view,inception prior to copyright cutoff
Q104017117,2012.008n,ambiguous,print,"Multilift, from American Abstract Artists 60th Anniversary Print Portfolio",Q79461952,1997-01-01T00:00:00Z,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759804/representation-view,assessed to in copyright
Q103305633,1979.1227P,ambiguous,print,My Daddy Bought Me a Government Bond of the Third Liberty Loan - Did yours,Q80023302,1918-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26755408/representation-view,inception prior to copyright cutoff
Q105091980,2005.008,ambiguous,print,My Morning Jacket,Q105090602,2002-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759093/representation-view,inception was after copyright cutoff
Q102968807,2007.051,ambiguous,print,"Mystic Marriage of St. Katherine, after Titian",Q724760,,,,,,https://forum.jstor.org/assets/26759207/representation-view,artist died before copyright cutoff
Q105091982,2010.008,ambiguous,print,Mythological Figure,Q105090432,1991-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26559581/representation-view,inception was after copyright cutoff
Q103305647,2002.002,ambiguous,print,Nameless,Q61719403,2001-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758809/representation-view,inception was after copyright cutoff
Q102968813,2013.006,ambiguous,print,"Namotywach ST. 1. Witkiewicza, Szalona Lokomotywa tertrstu",Q4233718,,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759831/representation-view,assessed to in copyright
Q103305654,,ambiguous,print,"Napoleon Bonaparte, After Appiani",,,,,,,,
Q103305661,1982.074,ambiguous,print,Narcisse (Narcissus) from the suite Quinze Gravures (Fifteen Etchings),Q5577,1968-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26755693/representation-view,inception was after copyright cutoff
Q102968820,2017.001.053a,ambiguous,print,Narrative cartoon in three pages (page 1),Q2605345,1934-01-01T00:00:00Z,,,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760354/representation-view,inception was after copyright cutoff
Q102968826,2017.001.053b,ambiguous,print,Narrative cartoon in three pages (page 2),Q2605345,1935-01-01T00:00:00Z,1934-01-01T00:00:00Z,1936-01-01T00:00:00Z,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760355/representation-view,inception was after copyright cutoff
Q102968833,2017.001.053c,ambiguous,print,Narrative cartoon in three pages (page 3),Q2605345,1936-01-01T00:00:00Z,,,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760356/representation-view,inception was after copyright cutoff
Q105091983,2001.040,ambiguous,print,"Nashville Downtown Partnership Presents Avenue of the Arts, 3rd Saturday Arts Matinee A Walking Tour of Arts Venues along 5th Avenue",Q105090636,2000-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758663/representation-view,inception was after copyright cutoff
Q105091984,2001.118,ambiguous,print,"Nashville Music ""In the Round""",Q105090562,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758741/representation-view,inception was after copyright cutoff
Q102968842,1965.030,ambiguous,print,"Near Elche, Spain",Q20973068,1855-01-01T00:00:00Z,1853-01-01T00:00:00Z,1857-01-01T00:00:00Z,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753510/representation-view,inception prior to copyright cutoff
Q105091985,2000.013,ambiguous,print,"Neil Young, Solo At The Grand Ole Opry",Q105090517,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758494/representation-view,inception was after copyright cutoff
Q103305686,2000.006,ambiguous,print,Neptune Washington,Q100742953,1997-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758487/representation-view,inception was after copyright cutoff
Q106568658,2003.054,ambiguous,print,Netwerk Electric,Q105090569,2002-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758953/representation-view,inception was after copyright cutoff
Q103305804,2017.001.045,ambiguous,print,New Adam,Q2605345,1976-01-01T00:00:00Z,,,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760346/representation-view,inception was after copyright cutoff
Q103305809,2017.001.041,ambiguous,print,New Year's Card,Q2605345,1954-01-01T00:00:00Z,,,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760342/representation-view,inception was after copyright cutoff
Q103305825,,ambiguous,print,New York Central Lines,,,,,,,,
Q103305832,1997.089,ambiguous,print,Niagara,Q99671840,1974-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758017/representation-view,inception was after copyright cutoff
Q105091986,2000.014,ambiguous,print,"Nickelodeon presents The Second Season of Oh Yeah! Cartoons, Fred Seibert",Q105090562,1999-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758495/representation-view,inception was after copyright cutoff
Q105091987,2001.029,ambiguous,print,"Nickelodeon presents The Third Season of OH YEAH! Cartoons, Created by Fred Seibert",Q105090646,2000-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758654/representation-view,inception was after copyright cutoff
Q103305837,2013.015,ambiguous,print,"Nie Ja, Samuel Beckett",Q66990937,,,,,IN COPYRIGHT,https://forum.jstor.org/assets/26759840/representation-view,assessed to in copyright
Q103305849,1969.037,ambiguous,print,Night,Q171344,,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26753584/representation-view,artist died before copyright cutoff
Q102969009,1980.010,ambiguous,print,Night in New York,Q6776001,1932-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26755437/representation-view,inception was after copyright cutoff
Q103305861,1979.0719P,ambiguous,print,"Night, from The Four Times of Day",Q171344,1780-01-01T00:00:00Z,1738-01-01T00:00:00Z,1822-01-01T00:00:00Z,,,https://forum.jstor.org/assets/26754930/representation-view,inception prior to copyright cutoff
Q102969023,1994.538g,ambiguous,print,"Nilo (Nile), from Paesaggi (Landscapes)",Q701592,1994-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26757564/representation-view,inception was after copyright cutoff
Q103305886,2017.001.021,ambiguous,print,Ninth Hour,Q2605345,,,,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26760322/representation-view,unknown
Q103305917,2010.009,ambiguous,print,No Alpinche Fraude,Q4233718,2006-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26759717/representation-view,inception was after copyright cutoff
Q106566962,1979.0698P,ambiguous,print,"No. 25 from Les Representans Representés,  Assemblée Législative; Achille Fould",Q187506,1849-01-01T00:00:00Z,,,Realism,,https://forum.jstor.org/assets/26754910/representation-view,inception prior to copyright cutoff
Q102969030,1977.013,ambiguous,print,No. 43 (after Claude Lorrain),Q2360939,1807-01-01T00:00:00Z,,,,NO KNOWN COPYRIGHT,https://forum.jstor.org/assets/26754040/representation-view,inception prior to copyright cutoff
Q105091989,1966.009,ambiguous,print,"No. A, West Side Row",Q105090088,1910-01-01T00:00:00Z,,,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26753528/representation-view,inception prior to copyright cutoff
Q103305929,,ambiguous,print,Noah's Ark,,,,,,,,
Q104017118,1979.0710P,ambiguous,print,Nocturne,Q21929746,,,,,,https://forum.jstor.org/assets/26754922/representation-view,unknown
Q103305936,2004.022,ambiguous,print,Noema,Q5548964,1926-01-01T00:00:00Z,,,,,https://forum.jstor.org/assets/26758994/representation-view,inception was after copyright cutoff
Q102969040,1979.0351P,ambiguous,print,Noire Horizontale (Sombre aux traits fins)| Black Horizontal (Dark fine features),Q657402,1953-01-01T00:00:00Z,,,,COPYRIGHT UNDETERMINED,https://forum.jstor.org/assets/26754562/representation-view,inception was after copyright cutoff
Q105091990,2003.027,ambiguous,print,Non Sequitur,Q105090548,2001-01-01T00:00:00Z,,,,COPYRIGHT NOT EVALUATED,https://forum.jstor.org/assets/26758926/representation-view,inception was after copyright cutoff
Q103305946,1969.035,ambiguous,print,Noon,Q171344,,,,,,https://forum.jstor.org/assets/26753582/representation-view,artist died before copyright cutoff
