,commons_template,label_en,label_commons,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,"creator_object_has_role,creator_ref1_hash",creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec
579,artwork,King David,,painting by anonymous 17th century Master in the manner of Jan de Bray,,55199,,,2022-04-04,,,,,,,,,,,,,,,,,,anon,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55199,,2022-04-04,,,,1658-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55199,,2022-04-04,,,,,,,,,,,,,,,,,,,König David vor einem Opferaltar kniend.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55199,,2022-04-04,,,,,,,,
583,information,Step of the Century,"Wolfgang Mattheuer, ""Der Jahrhundertschritt"" (Step of Century), 1984. It is his best known work and an allegory for the 20-th century, showing the inner conflict of the last centuary: nazism and communism. However, for the artist it was also hope for a better future. This copy stands in front of the ""Museum about the contemporary German history"" in Bonn. Other copies in Berlin, Leipzig, Halle, Oberhausen.",sculpture by Wolfgang Mattheuer,,55209,,,2022-04-04,,,,,,,,,,,,,,,,,,Q87268,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55209,,2022-04-04,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55209,,2022-04-04,,,,1984-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55209,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55209,,2022-04-04,,,,,,,,,,,,"""Der Jahrhundertschritt"" (Step of Century), Wolfgang Mattheuer, 1984 - Bonn.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55209,,2022-04-04,,,,,,,,
606,information,"Resurrection of Christ, detail of guard sleeping","Looking east at a closeup of the sleeping Roman soldiers in the mosaic of the Resurrection Chapel under the south transept on the crypt level of the Washington National Cathedral in Washington, D.C. Resurrection Chapel is in the Norman style.  It was completed on June 15, 1925.  The chapel began construction under Bishop Alfred Harding, the second Episcopal bishop of Washington, D.C. But Harding died in 1923 -- just two years before the chapel was completed. Harding's family contributed a large sum of money to have the chapel completed, and asked that the chapel celebrate life rather than death.  Hence, the chapel became known as the Resurrection Chapel.  But it remained bare for decades.  In 1951, noted Art Deco artist Hildreth Meiere designed and completed the mosaic behind the altar.  This massive piece depicts a triumphant Jesus Christ (accompanied by angels and disciples) rising from the empty tomb while Roman soldiers nearby sleep.  Models for the soldiers and angel included altar boys and choir boys at the cathedral. The six recessed panels along the north and west walls contain mosaics designed by Rowan and Irene LeCompte.  (At age 16, Rowan LeCompte became a designed fo stained glass windows at the cathedral, and designed 42 of them! He retired at the age of 81 in 2008.)  The first shows a robed Christ emerging from the tomb before Mary Magdalene. (Irene LeCompte, who died in 1970 before this mosaic was completed, was the model for Mary Magdalene.)  The second shows Christ appearing to Cleopas on the road to Emmaus, and the Christ appearing to the disciples in the upper room. The fourth mosaic shows ""doubting"" Thomas' surprise at seeing Christ and being offered the chance to touch his wounds.  The fifth shows Jesus appearing to the disciples as they fish in the Sea of Tiberius. The final mosaic depicts the Ascension into heaven.  The mosaics were finished in 1972.",mosaic by M. Hildreth Meiere,,55301,,,2022-04-04,,,,,,,,,,,,,,,,,,Q3135625,,,,,,,Q133067,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55301,,2022-04-04,,,,1951-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55301,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55301,,2022-04-04,,,,,,,,,,,,Mosaic 03 - Resurrection Chapel - National Cathedral - DC.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55301,,2022-04-04,,,,,,,,
607,information,Mosaic of the Resurrection,"Mural in the Resurrection Chapel, in the basement of the National Cathedral",mosaic by M. Hildreth Meiere,,55304,,,2022-04-04,,,,,,,,,,,,,,,,,,Q3135625,,,,,,,Q133067,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55304,,2022-04-04,,,,1951-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55304,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55304,,2022-04-04,,,,,,,,,,,,Resurrection Chapel of Washington National Cathedral.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55304,,2022-04-04,,,,,,,,
622,artwork,Sermon on the Mount,,painting by Jan Bruegel,,55346,,,2022-04-04,,,,,,,,,,,,,,,,,,Q209050,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55346,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55346,,2022-04-04,,,,1598-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55346,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55346,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,"The Sermon on the Mount by Jan Brueghel the Elder, Getty Center.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55346,,2022-04-04,,,,,,,,
623,information,"Sermon on the Mount, detail","Sankt Matthæus Kirke,  Copenhagen, Denmark. Camera location 55° 40′ 10.2″ N, 12° 32′ 52.8″ E View this and other nearby images on: OpenStreetMap 55.669500;   12.548000 Altarpiece - ""Sermon on the Mount"" - detail By Henrik Olrik",painting by Henrik Olrik,,55347,,,2022-04-04,,,,,,,,,,,,,,,,,,Q1803038,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55347,,2022-04-04,,,Q3305213,,,,,,,,1860-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55347,,2022-04-04,,,,,,,,,,Q19652,Q60332278,Q29940705,,https://commons.wikimedia.org/wiki/File:Sankt_Matthaeus_Kirke_Copenhagen_altarpiece_detail3.jpg#,,2022-04-04,,,Sankt Matthaeus Kirke Copenhagen altarpiece detail3.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55347,,2022-04-04,,,,,,,,
637,artwork,Alms of Saint antonio Pierozzi,,fresco by Gian Martino Spanzotti,,55372,,,2022-04-04,,,,,,,,,,,,,,,,,,Q2714665,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55372,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55372,,2022-04-04,,,,1523-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55372,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55372,,2022-04-04,,,,,,,,,,,,Spanzotti SanDomenico TO.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55372,,2022-04-04,,,,,,,,
638,artwork,Constantine the African lecturing to the School of Salerno,Constantine the African lecturing to the school of Salerno,manuscript by Christian Egenolf Erben,,55373,,,2022-04-04,,,,,,,,,,,,,,,,,,Q74924,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55373,,2022-04-04,,,,1573-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55373,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55373,,2022-04-04,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:Art-nf468452.fig11.jpg,,2022-04-04,,,Art-nf468452.fig11.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55373,,2022-04-04,,,,,,,,
656,information,Tree of Life Memorial,Created by Erebus555. This is the Tree of Life memorial in the Bull Ring dedicated to the victims of the Birmingham Blitz .,sculpture by Lorenzo Quinn,,55399,,,2022-04-04,,,,,,,,,,,,,,,,,,Q6059669,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55399,,2022-04-04,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55399,,2022-04-04,,,,2050-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55399,,2022-04-04,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55399,,2022-04-04,,,,,,,,,,,,"Tree of Life memorial, Birmingham.JPG",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55399,,2022-04-04,,,,,,,,
657,information,Memorial to Latin America,"Hand, sculpture by Oscar Niemeyer in the Latin America Memorial (São Paulo, Brazil)",sculpture by Oscar Niemeyer,,55403,,,2022-04-04,,,,,,,,,,,,,,,,,,Q134165,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55403,,2022-04-04,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55403,,2022-04-04,,,,1960-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55403,,2022-04-04,,,Q155,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55403,,2022-04-04,,,,,,,,,,,,Memorial da América Latina (Mão).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55403,,2022-04-04,,,,,,,,
664,information,Hands Across the Divide,"Hands Across the Divide ""Hands across the Divide"" is a bronze statue that stands just off the Craigavon Bridge on the entrance to the West Bank of Derry City.",sculpture by Maurice Harron,,55419,,,2022-04-04,,,,,,,,,,,,,,,,,,Q6793177,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55419,,2022-04-04,,,,,,,,,,,,,,,,,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55419,,2022-04-04,,,,,,,,,,,,Hands Across the Divide - geograph.org.uk - 478600.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55419,,2022-04-04,,,,,,,,
665,information,Hands Across the Divide,"'Hands Across the Divide' sculpture, Derry, by Maurice Harron",sculpture by Maurice Harron,,55420,,,2022-04-04,,,,,,,,,,,,,,,,,,Q6793177,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55420,,2022-04-04,,,,,,,,,,,,,,,,,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55420,,2022-04-04,,,,,,,,,,,,"'Hands Across the Divide' sculpture, Derry.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55420,,2022-04-04,,,,,,,,
670,information,"Entry into Jerusalem, Très Riches Heures du Duc de Berry","Très Riches Heures du Duc de Berry}, Folio 173v - The Entry into Jerusalem",manuscript by Jean de Limbourg,,55430,,,2022-04-04,,,,,,,,,,,,,,,,,,Q23823886,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55430,,2022-04-04,,,,1414-01-01T00:00:00Z,9,,1412-01-01T00:00:00Z,9,,1416-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55430,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55430,,2022-04-04,,,,,,,,,,,,Folio 173v - The Entry into Jerusalem.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55430,,2022-04-04,,,,,,,,
692,information,"Last Supper, detail",Heilig-Blut-Altar in St.Jakob in Rothenburg. Letztes Abendmahl: Jesus weist Judas zurück,altarpiece by Tilman Riemenschneider,,55463,,,2022-04-04,,,,,,,,,,,,,,,,,,Q44723,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55463,,2022-04-04,,,Q15711026,,,,,,,,1502-01-01T00:00:00Z,9,,1500-01-01T00:00:00Z,9,,1505-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55463,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55463,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Heilig-Blut-Altar - Abendmahl 04.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55463,,2022-04-04,,,,,,,,
694,information,Devil Causes the House of Job's Son  to Fall Upon Job's Children,,fresco by di Fredi Bartolo,,55466,,,2022-04-04,,,,,,,,,,,,,,,,,,Q177415,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55466,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55466,,2022-04-04,,,,1350-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55466,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55466,,2022-04-04,,,Q19652,Q60332278,Q29940705,,https://commons.wikimedia.org/wiki/File:SG_OT_The_house_of_Job_falls_on_his_children_Bartolo_di_Fredi.JPG,,2022-04-04,,,SG OT The house of Job falls on his children Bartolo di Fredi.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55466,,2022-04-04,,,,,,,,
705,artwork,Portrait of an African Slave Woman,Portrait of an African Woman holding a clock,painting by Annibale Carracci,,55486,,,2022-04-04,,,,,,,,,,,,,,,,,,Q7824,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55486,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55486,,2022-04-04,,,,1584-01-01T00:00:00Z,9,,1580-01-01T00:00:00Z,9,,1589-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55486,,2022-04-04,,,,,,,,,,Q19652,Q60332278,Q29940705,,,,,,,"Annibale Carracci, attrib., Portrait of an African Slave Woman, ca. 1580s. Oil on canvas, 60 x 39 x 2 cm (fragment of a larger painting.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55486,,2022-04-04,,,,,,,,
716,information,"Francis of Assisi blessing the birds, detail","St Mary's church - stained glass detail. St Mary's > 1252000 - 1252046 - 1252105 originally was a cruciform church with a north and a south transept, the latter now in ruins > 1252034 .  It is surrounded by a vast churchyard and adjoined by the former Rectory.  Inside, a number of medieval features have survived the Victorian restoration, such as the C15 font with carved shields > 1252114 and medieval glass which has been reset in one of the south nave windows > 1252079 - 1252083 .  The chancel houses a C14 Easter sepulchre with, a few days after the Easter weekend, this year's Easter decoration still in place > 1252070 .  The royal arms > 1252126 above the doorway are dated 1797 but as was often the case, they have been reused/repainted several times, originally having been made for Queen Anne.  Interestingly, an old ledger stone in the aisle is decorated with a sheaf of corn > 1252121 .  The side altar in the north transept is modern and stands right next to the steps which once used to lead up onto the rood loft > 1252060 . One of the stained glass windows, depicting St Francis blessing the birds, was made by Harry Mileham > 1252090 . For a close-up of the artist's signature see > 1252102 . The church is open every day. For more information see http://www.norfolkchurches.co.uk/kelling/kelling.htm",stained glass by Harry Mileham,,55503,,,2022-04-04,,,,,,,,,,,,,,,,,,Q15998974,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55503,,2022-04-04,,,Q1473346,,,,,,,,,,,,,,,,,,,,,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55503,,2022-04-04,,,,,,,,,,,,St Mary's church - stained glass detail - geograph.org.uk - 1252096.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55503,,2022-04-04,,,,,,,,
717,information,First Steps,"Karl Hultström´s First steps, Stockholm, Sweden",sculpture by Karl Hultström,,55505,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5816889,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55505,,2022-04-04,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55505,,2022-04-04,,,,1942-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55505,,2022-04-04,,,Q34,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55505,,2022-04-04,,,,,,,,,,,,Karl Hultstrom01.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55505,,2022-04-04,,,,,,,,
720,information,Mother and Child,"Negro Mother and Child, 1934, Maurice Glickman. Department of the Interior, Washington DC. Made under a federal mandate.",sculpture by Maurice Glickman,,55511,,,2022-04-04,,,,,,,,,,,,,,,,,,Q94297828,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55511,,2022-04-04,,,,1934-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55511,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55511,,2022-04-04,,,,,,,,,,,,Negro Mother and Child.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55511,,2022-04-04,,,,,,,,
737,information,Looking Up,'Looking Up' at  Withybush Hospital Stone head by local artist John Cleal who died in 2007. The sculpture symbolizes optimism and faith in the future and was donated by the artist in recognition of the help received by him and his family from the hospital over the years.,sculpture by John Cleal,,55542,,,2022-04-04,,,,,,,,,,,,,,,,,,Q21460809,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55542,,2022-04-04,,,,2007-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55542,,2022-04-04,,,Q145,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55542,,2022-04-04,,,,,,,,,,,,'Looking Up' at Withybush Hospital - geograph.org.uk - 925250.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55542,,2022-04-04,,,,,,,,
751,information,Church of All Nations - original floor mosaics and current floor,"Church of All Nations, Jerusalem, Israel - mosaic floor, modern and 12th century Nederlands: Church of All Nations, Jeruzalem, Israel - mozaiekvloer, modern en uit de 12e eeuw",mosaic by Antonio Barluzzi,,55568,,,2022-04-04,,,,,,,,,,,,,,,,,,Q2566960,,,,,,,Q133067,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55568,,2022-04-04,,,,1921-01-01T00:00:00Z,9,,1919-01-01T00:00:00Z,9,,1924-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55568,,2022-04-04,,,Q801,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55568,,2022-04-04,,,,,,,,,,,,Church of All Nations 20091021 mosaic.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55568,,2022-04-04,,,,,,,,
752,information,Church of All Nations - tympanum showing Christ as intercessor/conduit,,"church building ,photo by Antonio Barluzzi",,55570,,,2022-04-04,,,,,,,,,,,,,,,,,,Q2566960,,,,,,,Q16970,,,,,,,,1921-01-01T00:00:00Z,9,,1919-01-01T00:00:00Z,9,,1924-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55570,,2022-04-04,,,Q801,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55570,,2022-04-04,,,,,,,,,,,,Church of all nations.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55570,,2022-04-04,,,,,,,,
757,information,Simon the Zealot,"Saint Simon, the Zealot. Anonymous Portuguese master, end of the seventeenth or begining of the eighteenth century. Museu de Aveiro, Portugal.",altarpiece by Anonymous Portuguese Master,,55581,,,2022-04-04,,,,,,,,,,,,,,,,,,anon,,,,,,,Q15711026,,,,,,,,1700-01-01T00:00:00Z,7,,1650-01-01T00:00:00Z,7,,1750-01-01T00:00:00Z,7,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55581,,2022-04-04,,,Q45,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55581,,2022-04-04,,,,,,,,,,,,Aveiro March 2012-18.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55581,,2022-04-04,,,,,,,,
768,information,Rescuer with Child,"Nameless relief, commonly named 'Redder met kind' (Rescuer with child) and 'Man met kind op schouder' (Man with child on his shoulder), created by Maria van Everdingen, at the side wall of the Reddingmuseum (Rescue museum) at museum harbour Willemsoord in Den Helder, The Netherlands Nederlands: Naamloos reliëf (in de volksmond 'Redder met kind' en 'Man met kind op schouder') van Maria van Everdingen op de zijgevel van het Reddingmuseum op Willemsoord in Den Helder",sculpture by Maria van Everdingen,,55600,,,2022-04-04,,,,,,,,,,,,,,,,,,Q3048706,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55600,,2022-04-04,,,,2000-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55600,,2022-04-04,,,Q55,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55600,,2022-04-04,,,,,,,,,,,,Den Helder - Reliëf 'Redder met kind' van Maria van Everdingen bij het Reddingsmuseum op Willemsoord.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55600,,2022-04-04,,,,,,,,
773,information,"Angler, a Gardener, and a Farmer","mural painting by Gustel Stein, Finthen (today Mainz-Finthen, 1955. The painting shows an angler/Fisherman, a gardener and a farmer. You will find it on house No. 8 in the Huttenstrasse. The hous ist part of a housing area, built 1948 for the franch army. Later the US-Army used it as Old Finthen Housing Area. Today the houses are private.",mural by Gustel Stein,,55607,,,2022-04-04,,,,,,,,,,,,,,,,,,Q1556833,,,,,,,Q219423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55607,,2022-04-04,,,,1955-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55607,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55607,,2022-04-04,,,,,,,,,,,,Wandgemaelde gustel stein finthen 1955.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55607,,2022-04-04,,,,,,,,
779,information,Prayer,"Prayer, a sculpture by Auguste Rodin.  Located at the B. Gerald Cantor Rodin Sculpture Garden at Stanford University.  Back side shown.",sculpture by François-Auguste-René Rodin,,55618,,,2022-04-04,,,,,,,,,,,,,,,,,,Q30755,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55618,,2022-04-04,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55618,,2022-04-04,,,,,,,,,,,,,,,,,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55618,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Prayer sculpture by Rodin; back side.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55618,,2022-04-04,,,,,,,,
780,information,Prayer for All Conditions of Men,,stained glass by Marguerite Gaudin,,55619,,,2022-04-04,,,,,,,,,,,,,,,,,,Q1895472,,,,,,,Q1473346,,,,,,,,1957-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55619,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55619,,2022-04-04,,,,,,,,,,,,Clerestory window - North Nave 02 - National Cathedral - DC.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55619,,2022-04-04,,,,,,,,
781,information,Sightless Among Miracles,"Sculpture ""Sightless among Miracles"" by Skip Wallen. Placed at the Mauritskade in Amsterdam in front of the Tropenmuseum. It represents a boy who helps an older man who was blinded by Onchocerciasis (River Blindness).",sculpture by R. T. “Skip” Wallen,,55625,,,2022-04-04,,,,,,,,,,,,,,,,,,Q19981272,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55625,,2022-04-04,,,,,,,,,,,,,,,,,,,Q55,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55625,,2022-04-04,,,,,,,,,,,,Sightless among Miracles Skip Wallen Mauritskade Amsterdam.JPG,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55625,,2022-04-04,,,,,,,,
792,information,Monumento La Rogativa,"La Rogativa, by Lindsay Daen.
""On the night of April 30. 1797, when British troops were besieging San Juan, Puerto Rico, the townswomen formed a Rogativa, or Prayer Procession, to march through the streets with their Bishop praying for the deliverance of the City. Outside the walls, the invaders mistook the torchlit movement for the arrival of Spanish reinforcements; when morning came, they were gone from the island.""",sculpture by Lindsay Daen,,55649,,,2022-04-04,,,,,,,,,,,,,,,,,,Q6552681,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55649,,2022-04-04,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55649,,2022-04-04,,,,1971-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55649,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55649,,2022-04-04,,,,,,,,,,,,Monumento La Rogativa.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=55649,,2022-04-04,,,,,,,,
