,commons_template,label_en,label_commons,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,"creator_object_has_role,creator_ref1_hash",creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec
1769,information,Rainbow Dome,Sant'Eustorgio (Milan) - Cappella Portinari,fresco by Vincenzo Foppa,,58447,,,2022-03-30,,,,,,,,,,,,,,,,,,Q222923,,,,,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58447,,2022-03-30,,,,1465-01-01T00:00:00Z,9,,1462-01-01T00:00:00Z,9,,1468-01-01T00:00:00Z,9,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58447,,2022-03-30,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58447,,2022-03-30,,,Q19652,Q60332278,Q29940705,,,,,,,"Cappella portinari, 1462-68, 06 volta.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58447,,2022-03-30,,,,,,,,
1770,information,Bread Line - FDR Memorial,"Photograph of bronze sculpture by George Segal ( The Rural Couple and The Breadline ) in Room Two of the Franklin Delano Roosevelt Memorial, Washington, D.C. Quotation from FDR's Second Inaugural Address, January 20, 1937. More information National Park Service ""I see one-third of a nation ill-housed, ill-clad, and ill-nourished. The test of our progress is not whether we add more to the abundance of those who have much; it is whether we provide enough for those who have too little.""",sculpture by George Segal,,58450,,,2022-03-30,,,,,,,,,,,,,,,,,,Q703624,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58450,,2022-03-30,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58450,,2022-03-30,,,,1997-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58450,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58450,,2022-03-30,,,Q19652,,,,https://commons.wikimedia.org/wiki/File:FDR-Memorial-One-Third-of-a-Nation-color.jpg,,2022-03-30,,,FDR-Memorial-One-Third-of-a-Nation-color.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58450,,2022-03-30,,,,,,,,
1771,information,Barn Swallows,"Barn Swallow from Birds of America (1827) by John James Audubon (1785 - 1851), etched by Robert Havell (1793 - 1878). The original Birds of America is the most expensive printed book in the world and a truly awe-inspiring classic.",print by John James Audubon,,58452,,,2022-03-30,,,,,,,,,,,,,,,,,,Q182882,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58452,,2022-03-30,,,Q11060274,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58452,,2022-03-30,,,,1827-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58452,,2022-03-30,,,,,,,,,,Q19652,Q60332278,Q29940705,,,,,,,"Illustration from Birds of America (1827) by John James Audubon, digitally enhanced by rawpixel-com 173.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58452,,2022-03-30,,,,,,,,
1793,information,Seven Species Menorah,"מנורת שבעת המינים, פסל בשילוב ברונזה + עץ זית מעובד, מוצב בבנין הכנסת מתנת קק""ל ליובל ה-50 לכנסת designed by Eliezer weishoff",sculpture by Eliezer Weishoff,,58573,,,2022-03-30,,,,,,,,,,,,,,,,,,Q12072639,,,,,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58573,,2022-03-30,,,,1998-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58573,,2022-03-30,,,Q801,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58573,,2022-03-30,,,,,,,,,,,,Menorat-7-haminim.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58573,,2022-03-30,,,,,,,,
1802,information,Philip and the Ethiopian Eunuch,"Fresco of the Seckau Apocalypse by Herbert Boeckl (1952 – 1960) in the Angel's Chapel at Seckau Abbey, Styria, Austria: Philip and the Ethiopian Eunuch Dieses Bild wurde anlässlich des Spezialpreises „Innenansichten“ zum österreichischen Tag des Denkmals 2016  hochgeladen. This media shows the protected monument with the number 57582 in Austria. ( Commons, de, Wikidata )",fresco by Herbert Boeckl,,58594,,,2022-03-30,,,,,,,,,,,,,,,,,,Q324194,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58594,,2022-03-30,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58594,,2022-03-30,,,,1950-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58594,,2022-03-30,,,Q40,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58594,,2022-03-30,,,,,,,,,,,,Abtei Seckau Engelskapelle Bekehrung des Äthiopiers.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58594,,2022-03-30,,,,,,,,
1804,information,Messenger of Sympathy and Love,"Title: Mural ""Messanger of sympathy & love, servant of parted friends, consoler of the lonely, bond of the scattered family, enlarger of the common life, by Eugene Francis Savage at the Ariel Rios Federal Building, Washington, D.C Physical description: 1 photograph : digital, tiff file, color. Notes: Gift; Carol M. Highsmith; 2009; (DLC/PP-2009:083).; Photographed as part of an assignment for the General Services Administration.; Title, date and keywords from information provided by the photographer.; Date: 1937; dimensions: 7' x 13' 6"".; Forms part of: Photographs in the Carol M. Highsmith Archive.; Credit line: Photographs in the Carol M. Highsmith Archive, Library of Congress, Prints and Photographs Division.",painting by Eugene Francis Savage,,58598,,,2022-03-30,,,,,,,,,,,,,,,,,,Q5407730,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58598,,2022-03-30,,,Q3305213,,,,,,,,1950-01-01T00:00:00Z,7,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58598,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58598,,2022-03-30,,,,,,,,,,,,"Mural ""Messanger of sympathy & love, servant of parted friends, consoler of the lonely, bond of the scattered family, enlarger of the common life, by Eugene Francis Savage at the Ariel Rios LCCN2013634517.tif",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58598,,2022-03-30,,,,,,,,
1810,information,Ezra Reads the Law,Ездра объявляет закон,print by Julius Schnorr von Carolsfeld,,58619,,,2022-03-30,,,,,,,,,,,,,,,,,,Q703458,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58619,,2022-03-30,,,Q11060274,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58619,,2022-03-30,,,,1860-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58619,,2022-03-30,,,,,,,,,,Q19652,Q60332278,Q29940705,,,,,,,Esdras preaches the law. Julius Schnorr.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58619,,2022-03-30,,,,,,,,
1813,information,Mummy Portrait of Officer with Sword Belt,Mummy Portrait of a young officer with sword belt; Inv. 31161.3,"painting, photo by Anagoria",,58627,,,2022-03-30,,,,,,,,,,,,,,,,,,anon,,,,,,,Q3305213,,,,,,,,,,,,,,,,,,,,,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58627,,2022-03-30,,,,,,,,,,,,0150 Mummy Portrait of a young officer Altes Museum Berlin anagoria.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58627,,2022-03-30,,,,,,,,
1814,information,Alpha and Omega,Nederlands: Alpha en Omega - Joop Sjollema (1964). Achterdoelen Ede,mural by Joop Sjollema,,58635,,,2022-03-30,,,,,,,,,,,,,,,,,,Q2397082,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58635,,2022-03-30,,,Q219423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58635,,2022-03-30,,,,1964-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58635,,2022-03-30,,,Q55,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58635,,2022-03-30,,,,,,,,,,,,Alpha en Omega - Joop Sjollema 2.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58635,,2022-03-30,,,,,,,,
1844,information,Eucharist detail,"Detail of the centre light of the stained glass window in the south wall of the south transept created by George Walsh in 2005, depicting the fifth mystery of Light, the institution of the Eucharist. George Walsh (1939–) Alternative names George William Walsh Description Irish stained-glass artist Date of birth 1939 Location of birth Dublin Work location Dublin Authority control : Q45315802 creator QS:P170,Q45315802",stained glass by George Walsh,,58694,,,2022-03-30,,,,,,,,,,,,,,,,,,Q45315802,,,,,,,Q1473346,,,,,,,,2005-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58694,,2022-03-30,,,Q27,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58694,,2022-03-30,,,,,,,,,,,,Tullow Church of the Most Holy Rosary South Transept Window Mysteries of Light and Pope John Paul II Detail Eucharist 2013 09 06.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58694,,2022-03-30,,,,,,,,
1845,information,"Wedding Feast of Cana, detail","Detail of the left light of the stained glass window in the south wall of the south transept created by George Walsh in 2005, depicting the second mystery of Light, i.e. the wedding feast of Cana. George Walsh (1939–) Alternative names George William Walsh Description Irish stained-glass artist Date of birth 1939 Location of birth Dublin Work location Dublin Authority control : Q45315802 creator QS:P170,Q45315802",stained glass by George Walsh,,58695,,,2022-03-30,,,,,,,,,,,,,,,,,,Q45315802,,,,,,,Q1473346,,,,,,,,2005-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58695,,2022-03-30,,,Q27,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58695,,2022-03-30,,,,,,,,,,,,Tullow Church of the Most Holy Rosary South Transept Window Mysteries of Light and Pope John Paul II Detail Wedding Feast of Cana 2013 09 06.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58695,,2022-03-30,,,,,,,,
1846,information,Proclamation of the Kingdom of God,"Detail of the right light of the stained glass window in the south wall of the south transept created by George Walsh in 2005, depicting the third mystery of Light, i.e. the Proclamation of the kingdom of God with his call to conversion. Quote from Rosarium Virginis Mariae : Another mystery of light is the preaching by which Jesus proclaims the coming of the Kingdom of God, calls to conversion (cf. Mk 1:15) and forgives the sins of all who draw near to him in humble trust (cf. Mk 2:3-13; Lk 7:47- 48): the inauguration of that ministry of mercy which he continues to exercise until the end of the world, particularly through the Sacrament of Reconciliation which he has entrusted to his Church (cf. Jn 20:22-23). George Walsh (1939–) Alternative names George William Walsh Description Irish stained-glass artist Date of birth 1939 Location of birth Dublin Work location Dublin Authority control : Q45315802 creator QS:P170,Q45315802",stained glass by George Walsh,,58696,,,2022-03-30,,,,,,,,,,,,,,,,,,Q45315802,,,,,,,Q1473346,,,,,,,,2005-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58696,,2022-03-30,,,Q27,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58696,,2022-03-30,,,,,,,,,,,,Tullow Church of the Most Holy Rosary South Transept Window Mysteries of Light and Pope John Paul II Detail Proclamation of the Kingdom of God 2013 09 06.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58696,,2022-03-30,,,,,,,,
1858,information,Good Shepherd,"Virgin's Monastery (benedictine nuns), Petrópolis, Rio de Janeiro State, Brazil : Tabernacle",metal work by artist unknown,,58721,,,2022-03-30,,,,,,,,,,,,,,,,,,anon,,,,,,,Q29382731,,,,,,,,,,,,,,,,,,,,,,,Q155,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58721,,2022-03-30,,,,,,,,,,,,"Virgin's Monastery (benedictine nuns), Petrópolis, Rio de Janeiro State, Brazil01.JPG",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58721,,2022-03-30,,,,,,,,
1859,information,"Expulsion from Paradise, Bernward Doors","Hildesheim, cathedral, the Bernward Doors, expulsion from paradise","architectural element, photo by Dguendel",,58722,,,2022-03-30,,,,,,,,,,,,,,,,,,anon,,,,,,,Q391414,,,,,,,,,,,,,,,,,,,,,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58722,,2022-03-30,,,,,,,,,,,,"Hildesheim, Dom, die Bernwardstür, Vertreibung aus dem Paradies.JPG",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58722,,2022-03-30,,,,,,,,
1912,information,Reflecting Absence,"This is a view of the fountain located within the site of the South Tower of the World Trade Center, which was destroyed on September 11, 2001. The two fountains, one for each fallen tower, are titled ""Reflecting Absence"" and were designed by architect Michael Arad and landscape architect Peter Walker.",sculpture by Michael Arad,,58827,,,2022-03-30,,,,,,,,,,,,,,,,,,Q2915755,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58827,,2022-03-30,,,Q860861,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58827,,2022-03-30,,,,2014-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58827,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58827,,2022-03-30,,,,,,,,,,,,"South Tower Fountain of ""Reflecting Absence at the National September 11 Memorial.jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58827,,2022-03-30,,,,,,,,
1915,information,Book of Job,"In 1972, Hugh Mesibov was commissioned by the Temple Beth El (Spring Valley, NY) to paint a mural.  Mesibov painted the mural on three attached canvases of 6 by 16 feet each, and it presents much of the plot of the Bible's Book of Job from left to right: Job’s challenge to God, his suffering, redemption and restoration.",mural by Hugh Mesibov,,58845,,,2022-03-30,,,,,,,,,,,,,,,,,,Q21985583,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58845,,2022-03-30,,,Q219423,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58845,,2022-03-30,,,,1972-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58845,,2022-03-30,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58845,,2022-03-30,,,,,,,,,,,,The Book of Job.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=58845,,2022-03-30,,,,,,,,
