,commons_template,label_en,label_commons,description_en,act_uuid,act,act_ref1_hash,act_ref1_retrieved_nodeId,act_ref1_retrieved_val,act_ref1_retrieved_prec,inventory_number_uuid,inventory_number,inventory_number_collection,inventory_number_ref1_hash,inventory_number_ref1_referenceUrl,inventory_number_ref1_retrieved_nodeId,inventory_number_ref1_retrieved_val,inventory_number_ref1_retrieved_prec,title_uuid,title,title_ref1_hash,title_ref1_referenceUrl,title_ref1_retrieved_nodeId,title_ref1_retrieved_val,title_ref1_retrieved_prec,creator_uuid,creator,"creator_object_has_role,creator_ref1_hash",creator_ref1_referenceUrl,creator_ref1_retrieved_nodeId,creator_ref1_retrieved_val,creator_ref1_retrieved_prec,instance_of_uuid,instance_of,instance_of_ref1_hash,instance_of_ref1_referenceUrl,instance_of_ref1_retrieved_nodeId,instance_of_ref1_retrieved_val,instance_of_ref1_retrieved_prec,inception_uuid,inception_nodeId,inception_val,inception_prec,inception_earliest_date_nodeId,inception_earliest_date_val,inception_earliest_date_prec,inception_latest_date_nodeId,inception_latest_date_val,inception_latest_date_prec,inception_sourcing_circumstances,inception_ref1_hash,inception_ref1_referenceUrl,inception_ref1_retrieved_nodeId,inception_ref1_retrieved_val,inception_ref1_retrieved_prec,country_of_origin_uuid,country_of_origin,country_of_origin_ref1_hash,country_of_origin_ref1_referenceUrl,country_of_origin_ref1_retrieved_nodeId,country_of_origin_ref1_retrieved_val,country_of_origin_ref1_retrieved_prec,copyright_status_uuid,copyright_status,copyright_status_applies_to_jurisdiction,copyright_status_determination_method,copyright_status_ref1_hash,copyright_status_ref1_referenceUrl,copyright_status_ref1_retrieved_nodeId,copyright_status_ref1_retrieved_val,copyright_status_ref1_retrieved_prec,image_uuid,image,image_ref1_hash,image_ref1_referenceUrl,image_ref1_retrieved_nodeId,image_ref1_retrieved_val,image_ref1_retrieved_prec,collection_uuid,collection,collection_ref1_hash,collection_ref1_referenceUrl,collection_ref1_retrieved_nodeId,collection_ref1_retrieved_val,collection_ref1_retrieved_prec,work_qid,work_label
78,artwork,"Nativity Scene, detail","Italian: Adorazione dei pastori Adoration of the shepherds title QS:P1476,it:""Adorazione dei pastori "" label QS:Lit,""Adorazione dei pastori "" label QS:Len,""Adoration of the shepherds""",painting by Guido Reni,,46562,,,2022-04-04,,,,,,,,,,,,,,,,,,Q109061,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46562,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Guido_Reni_003.jpg,,2022-04-04,,,,1636-01-01T00:00:00Z,9,,1630-01-01T00:00:00Z,9,,1642-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46562,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46562,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Guido Reni 003.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46562,,2022-04-04,,,,,,,,,Q111213923,Adoration of the shepherds
89,artwork,Nativity of San Pancrazio,,painting by Bernardo Daddi,,46613,,,2022-04-04,,,284678,Q16335227,,https://commons.wikimedia.org/wiki/File:Bernardo_Daddi_003.jpg,,2022-04-04,,,,,,,,,,Q366562,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46613,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46613,,2022-04-04,,,,1342-01-01T00:00:00Z,9,,1340-01-01T00:00:00Z,9,,1345-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46613,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46613,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Bernardo Daddi 003.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46613,,2022-04-04,,,Q16335227,,https://commons.wikimedia.org/wiki/File:Bernardo_Daddi_003.jpg,,2022-04-04,,Q3907521,Polyptych
92,artwork,"Birth of Christ, detail","The New-born label QS:Lfr,""Le noveau né"" label QS:Lde,""Das Neugeborene"" label QS:Len,""The New-born""",painting by Georges du Mesnil de La Tour,,46620,,,2022-04-04,,,,,,,,,,,,,,,,,,Q203371,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46620,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46620,,2022-04-04,,,,1646-01-01T00:00:00Z,9,,1645-01-01T00:00:00Z,9,,1648-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46620,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46620,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,"Georges de La Tour - The New-born (detail, Musée des Beaux-Arts de Rennes).jpg",,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46620,,2022-04-04,,,,,,,,,Q8774031,The Newborn
97,artwork,"Joseph the Carpenter, detail of face of Joseph",,painting by Georges du Mesnil de La Tour,,46627,,,2022-04-04,,,RF 1948-27,Q19675,,https://commons.wikimedia.org/wiki/File:Georges_de_La_Tour_050.jpg,,2022-04-04,,,,,,,,,,Q203371,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46627,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Georges_de_La_Tour_050.jpg,,2022-04-04,,,,1637-01-01T00:00:00Z,9,,1635-01-01T00:00:00Z,9,,1640-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46627,,2022-04-04,,,Q142,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46627,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Georges de La Tour 050.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46627,,2022-04-04,,,Q19675,,https://commons.wikimedia.org/wiki/File:Georges_de_La_Tour_050.jpg,,2022-04-04,,Q743643,Joseph the Carpenter
101,artwork,Adoration of the Lamb,,manuscript by Beringarius,,46639,,,2022-04-04,,,,,,,,,,,,,,,,,,Q33246236,,,,,,,Q87167,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46639,,2022-04-04,,,,0870-01-01T00:00:00Z,9,,,,,,,Q5727902,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46639,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46639,,2022-04-04,,,,,,,,,,,,Beringarius 001.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46639,,2022-04-04,,,,,,,,,Q33246236,Beringarius
107,artwork,Flight into Egypt (Joseph's dream on the left),, painting by di Buoninsegna Duccio,,46658,,,2022-04-04,,,,,,,,,,,,,,,,,,Q15792,,,,,,,Q3305213,,,,,,,,1309-01-01T00:00:00Z,9,,1308-01-01T00:00:00Z,9,,1311-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46658,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46658,,2022-04-04,,,,,,,,,,,,Duccio di Buoninsegna 060.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46658,,2022-04-04,,,,,,,,,Q667202,Maestà
110,artwork,"Adoration of the Three Kings, Prophet Isaiah, detail",,painting by da Fabriano Gentile,,46675,,,2022-04-04,,,8364,Q16335227,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_032.jpg,,2022-04-04,,,,,,,,,,Q312393,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46675,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_032.jpg,,2022-04-04,,,,1423-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46675,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46675,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Gentile da Fabriano 032.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46675,,2022-04-04,,,Q16335227,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_032.jpg,,2022-04-04,,Q1055117,Adoration of the Magi
111,artwork,Adoration of the Three Kings - landscape detail,,painting by da Fabriano Gentile,,46677,,,2022-04-04,,,8364,Q16335227,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_025.jpg,,2022-04-04,,,,,,,,,,Q312393,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46677,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_025.jpg,,2022-04-04,,,,1423-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46677,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46677,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Gentile da Fabriano 025.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46677,,2022-04-04,,,Q16335227,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_025.jpg,,2022-04-04,,Q1055117,Adoration of the Magi
113,artwork,"Adoration of the Three Kings - Presentation in the Temple, detail",,painting by da Fabriano Gentile,,46679,,,2022-04-04,,,,,,,,,,,,,,,,,,Q312393,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46679,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_020.jpg,,2022-04-04,,,,1423-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46679,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46679,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Gentile da Fabriano 020.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46679,,2022-04-04,,,,,,,,,Q3910907,Presentation of Christ in the Temple
115,artwork,"Adoration of the Three Kings, detail of Mary",,painting by da Fabriano Gentile,,46682,,,2022-04-04,,,8364,Q16335227,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_015.jpg,,2022-04-04,,,,,,,,,,Q312393,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46682,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_015.jpg,,2022-04-04,,,,1423-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46682,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46682,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Gentile da Fabriano 015.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46682,,2022-04-04,,,Q16335227,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_015.jpg,,2022-04-04,,Q1055117,Adoration of the Magi
117,artwork,Adoration of the Three Kings,"Anbetung der Heiligen Drei Könige, Haupttafel: Anbetung der Könige",painting by da Fabriano Gentile,,46684,,,2022-04-04,,,8364,Q16335227,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_002.jpg,,2022-04-04,,,,,,,,,,Q312393,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46684,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_002.jpg,,2022-04-04,,,,1423-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46684,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46684,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Gentile da Fabriano 002.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46684,,2022-04-04,,,Q16335227,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_002.jpg,,2022-04-04,,Q1055117,Adoration of the Magi
125,artwork,"Lilies, a rose, and a cherry, detail",,painting by Carlo Crivelli,,46714,,,2022-04-04,,,,,,,,,,,,,,,,,,Q348024,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Carlo_Crivelli_002.jpg,,2022-04-04,,,,1490-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46714,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46714,,2022-04-04,,,,,,,,,,,,Carlo Crivelli 002.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46714,,2022-04-04,,,,,,,,,Q3842658,Madonna della Candeletta
132,artwork,Breaking of a Palm Leaf for the Entry into Jerusalem,"No. 26 Scenes from the Life of Christ: 10. Entry into Jerusalem label QS:Len,""No. 26 Scenes from the Life of Christ: 10. Entry into Jerusalem"" label QS:Lde,""Freskenzyklus in der Arenakapelle in Padua (Scrovegni-Kapelle), Szene: Der Einzug in Jerusalem"" (detail)",fresco by Giotto di Bondone,,46741,,,2022-04-04,,,,,,,,,,,,,,,,,,Q7814,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46741,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46741,,2022-04-04,,,,1305-01-01T00:00:00Z,9,,1304-01-01T00:00:00Z,9,,1306-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46741,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46741,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Giotto di Bondone 013.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46741,,2022-04-04,,,,,,,,,Q3798718,Entry into Jerusalem
141,artwork,"Atonement of Mary Magdalene, detail",,painting by Georges du Mesnil de La Tour,,46760,,,2022-04-04,,,,,,,,,,,,,,,,,,Q203371,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46760,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46760,,2022-04-04,,,,1637-01-01T00:00:00Z,9,,1625-01-01T00:00:00Z,9,,1650-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46760,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46760,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Georges de La Tour 010.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46760,,2022-04-04,,,,,,,,,Q3210251,The Penitent Magdalen
142,artwork,"Atonement of Mary Magdalene, detail of candle and book","The Penitent Magdalene, detail",painting by Georges du Mesnil de La Tour,,46761,,,2022-04-04,,,,,,,,,,,,,,,,,,Q203371,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46761,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46761,,2022-04-04,,,,1637-01-01T00:00:00Z,9,,1625-01-01T00:00:00Z,9,,1650-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46761,,2022-04-04,,,Q30,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46761,,2022-04-04,,,Q19652,Q60332278,Q29940705,,https://commons.wikimedia.org/wiki/File:Georges_de_La_Tour_008.jpg,,2022-04-04,,,Georges de La Tour 008.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46761,,2022-04-04,,,,,,,,,Q3210253,Magdalene with the Smoking Flame
143,artwork,Massacre of the Innocents,,painting by da Fabriano Gentile,,46769,,,2022-04-04,,,,,,,,,,,,,,,,,,Q312393,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46769,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_071.jpg,,2022-04-04,,,,1425-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46769,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46769,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Gentile da Fabriano 071.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46769,,2022-04-04,,,Q16335227,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_071.jpg,,2022-04-04,,Q3907477,Quaratesi Polyptych
146,artwork,Hieronymous,,painting by da Fabriano Gentile,,46772,,,2022-04-04,,,,,,,,,,,,,,,,,,Q312393,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46772,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_055.jpg,,2022-04-04,,,,1400-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46772,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46772,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Gentile da Fabriano 055.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46772,,2022-04-04,,,,,,,,,Q3907532,Valle Romita Polyptych
148,artwork,John the Baptist,,painting by da Fabriano Gentile,,46774,,,2022-04-04,,,,,,,,,,,,,,,,,,Q312393,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46774,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_049.jpg,,2022-04-04,,,,1400-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46774,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46774,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Gentile da Fabriano 049.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46774,,2022-04-04,,,,,,,,,Q3907532,Valle Romita Polyptych
149,artwork,"Madonna and Child, detail of Mary",,painting by da Fabriano Gentile,,46776,,,2022-04-04,,,,,,,,,,,,,,,,,,Q312393,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46776,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_038.jpg,,2022-04-04,,,,1415-01-01T00:00:00Z,9,,1415-01-01T00:00:00Z,9,,1416-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46776,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46776,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Gentile da Fabriano 038.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46776,,2022-04-04,,,,,,,,,Q3842654,Madonna of Humility
151,artwork,"Adoration of the Three Kings, detail in background",,painting by da Fabriano Gentile,,46780,,,2022-04-04,,,8364,Q16335227,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_013.jpg,,2022-04-04,,,,,,,,,,Q312393,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46780,,2022-04-04,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46780,,2022-04-04,,,,1423-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46780,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46780,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Gentile da Fabriano 013.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=46780,,2022-04-04,,,Q16335227,,https://commons.wikimedia.org/wiki/File:Gentile_da_Fabriano_013.jpg,,2022-04-04,,Q1055117,Adoration of the Magi
166,artwork,"Madonna, detail from Enthroned Madonna with Angels and Prophets",,painting by Cimabue,,47010,,,2022-04-04,,,134049,Q16335227,,https://commons.wikimedia.org/wiki/File:Cimabue_034.jpg,,2022-04-04,,,,,,,,,,Q15790,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Cimabue_034.jpg,,2022-04-04,,,,1285-01-01T00:00:00Z,9,,1285-01-01T00:00:00Z,9,,1286-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47010,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47010,,2022-04-04,,,,,,,,,,,,Cimabue 034.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47010,,2022-04-04,,,Q16335227,,https://commons.wikimedia.org/wiki/File:Cimabue_034.jpg,,2022-04-04,,Q1569622,Santa Trinita Maestà
167,artwork,"Angel, detail from Enthroned Madonna with Angels and Prophets",,painting by Cimabue,,47011,,,2022-04-04,,,134049,Q16335227,,https://commons.wikimedia.org/wiki/File:Cimabue_035.jpg,,2022-04-04,,,,,,,,,,Q15790,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Cimabue_035.jpg,,2022-04-04,,,,1285-01-01T00:00:00Z,9,,1285-01-01T00:00:00Z,9,,1286-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47011,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47011,,2022-04-04,,,,,,,,,,,,Cimabue 035.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47011,,2022-04-04,,,Q16335227,,https://commons.wikimedia.org/wiki/File:Cimabue_035.jpg,,2022-04-04,,Q1569622,Santa Trinita Maestà
168,artwork,"Prophets, detail from Enthroned Madonna with Angels and Prophets",,painting by Cimabue,,47012,,,2022-04-04,,,134049,Q16335227,,https://commons.wikimedia.org/wiki/File:Cimabue_036.jpg,,2022-04-04,,,,,,,,,,Q15790,,,,,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Cimabue_036.jpg,,2022-04-04,,,,1285-01-01T00:00:00Z,9,,1285-01-01T00:00:00Z,9,,1286-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47012,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47012,,2022-04-04,,,,,,,,,,,,Cimabue 036.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47012,,2022-04-04,,,Q16335227,,https://commons.wikimedia.org/wiki/File:Cimabue_036.jpg,,2022-04-04,,Q1569622,Santa Trinita Maestà
169,artwork,"Adoration of the Christ Child by the Three Wise Men, detail",,painting by 1489?-1534 Correggio,,47013,,,2022-04-04,,,,,,,,,,,,,,,,,,Q8457,,,,,,,Q3305213,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47013,,2022-04-04,,,,1518-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47013,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47013,,2022-04-04,,,,,,,,,,,,Correggio 003.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47013,,2022-04-04,,,,,,,,,Q3605527,Adoration of the Magi
172,artwork,"Wedding at Cana, detail","No. 24 Scenes from the Life of Christ: 8. Marriage at Cana label QS:Len,""No. 24 Scenes from the Life of Christ: 8. Marriage at Cana"" label QS:Lde,""Freskenzyklus in der Arenakapelle in Padua (Scrovegni-Kapelle), Szene: Hochzeit zu Kana"" (detail)",fresco by Giotto di Bondone,,47413,,,2022-04-04,,,,,,,,,,,,,,,,,,Q7814,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47413,,2022-04-04,,,Q22669139,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47413,,2022-04-04,,,,1305-01-01T00:00:00Z,9,,1304-01-01T00:00:00Z,9,,1306-01-01T00:00:00Z,9,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47413,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47413,,2022-04-04,,,Q19652,Q60332278,Q29940705,,,,,,,Giotto di Bondone 033.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47413,,2022-04-04,,,,,,,,,Q3879148,Marriage at Cana
175,artwork,Landscape,"Prater-landscape label QS:Len,""Prater-landscape"" label QS:Lde,""Partie aus dem Prater / Wiese mit Bäumen im Prater""",painting by Ferdinand Georg Waldmüller,,47421,,,2022-04-04,,,,,,,,,,,,,,,,,,Q186816,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47421,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Ferdinand_Georg_Waldm%C3%BCller_001.jpg,,2022-04-04,,,,1831-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47421,,2022-04-04,,,Q183,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47421,,2022-04-04,,,Q19652,Q60332278,Q29940705,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47421,,2022-04-04,,,Ferdinand Georg Waldmüller 001.jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47421,,2022-04-04,,,,,,,,,Q111165249,Prater-landscape
192,artwork,"Presentation in the Temple, detail","Presentation at the Temple label QS:Lit,""Presentazione al Tempio"" label QS:Lde,""Vorstellung im Tempel"" label QS:Les,""Fresco en el monasterio dominicano de San Marco en Florencia, Escena: La Presentación en el Templo, detalle"" label QS:Len,""Presentation at the Temple"" label QS:Lfr,""La Présentation au Temple"" label QS:Larz,""عرض فى الهيكل (فرا انجيليكو)"" label QS:Lnl,""Presentation at the Temples""",painting by fra Angelico,,47683,,,2022-04-04,,,,,,,,,,,,,,,,,,Q5664,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47683,,2022-04-04,,,Q3305213,,https://commons.wikimedia.org/wiki/File:Presentation_of_Jesus_at_the_Temple_by_Fra_Angelico_(San_Marco_Cell_10).jpg,,2022-04-04,,,,1450-01-01T00:00:00Z,9,,,,,,,,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47683,,2022-04-04,,,Q38,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47683,,2022-04-04,,,Q19652,Q60332278,Q29940705,,https://commons.wikimedia.org/wiki/File:Presentation_of_Jesus_at_the_Temple_by_Fra_Angelico_(San_Marco_Cell_10).jpg,,2022-04-04,,,Presentation of Jesus at the Temple by Fra Angelico (San Marco Cell 10).jpg,,http://diglib.library.vanderbilt.edu/act-imagelink.pl?RC=47683,,2022-04-04,,,Q13453137,,https://commons.wikimedia.org/wiki/File:Presentation_of_Jesus_at_the_Temple_by_Fra_Angelico_(San_Marco_Cell_10).jpg,,2022-04-04,,Q3910904,Presentation at the Temple
