qid,label_en,act_id,dimension,status,inception_val
Q122960208,"Temptation of Christ, Cathedral of St. Lazare, Autun, France",53870,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960209,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53871,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960210,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53872,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960211,"Annunciation to Mary, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53873,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960213,"Annunciation to Mary, Cathedral of St. Lazare, Autun, France",53874,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960215,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53875,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960219,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53877,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960222,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53878,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960224,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53879,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960226,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53881,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960227,"Annunciation to the Shepherds, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53882,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960228,"Annunciation to Mary, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53885,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960229,"Birth of Jesus, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53886,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960230,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53887,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960231,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53888,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960232,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53889,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960233,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53890,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960234,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53891,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960235,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53892,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960236,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53893,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960238,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53894,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960239,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53897,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960240,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53898,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960242,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53899,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960244,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53900,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960245,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53901,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960246,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53902,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960247,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53903,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960248,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53904,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960249,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53905,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960250,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53906,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960251,"Souls Rising from the Dead, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53907,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960252,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53908,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960253,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53909,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960254,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53910,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960255,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53911,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960256,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53912,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960257,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53913,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960258,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53915,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960259,"Tympanum, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53916,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960260,"Fight of a Pygmy and a Crane Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53918,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960261,"Presentation of the Autun Cathederal Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53919,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960262,"Adoration of the Magi Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53920,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960263,"Three Magi Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53921,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960266,"The Hanging of Judas, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53922,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960267,"The Death of Cain Capital, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53923,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960268,"Adam and Eve Tempted by the Evil, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53925,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960269,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53926,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960270,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53927,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960271,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53928,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960272,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53929,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960273,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53930,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960274,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53931,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960275,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53932,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960276,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53933,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960277,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53934,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960278,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53935,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960279,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53936,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960281,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53937,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960283,"Jesus Washing Feet, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53938,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960284,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53939,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960285,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53940,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960286,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53941,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960287,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53942,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960288,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53943,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960289,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53944,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960291,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53945,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960293,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53946,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960294,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53947,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960295,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53948,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960296,"Anointing of Jesus, Cathedral of St. Lazare, Autun, France -- Relief sculpture",53949,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122960297,"Cathedral of St. Lazare, Autun, France -- Relief sculpture",53950,3D,inception prior to copyright cutoff,1130-01-01T00:00:00Z
Q122959853,A Tetramorph Standing on a Wheel; head of Ezekiel below,42403,3D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959854,Lazarus in Abraham's Bosom,42407,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959855,Presentation of the infant Jesus in the temple,42408,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959856,Accusation of the Virgin and the Annunciation,42409,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959857,Christ before Herod Antipas,42411,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959858,Eagle-Symbol of John the Evangelist,42413,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959859,Betrayal and Arrest of Christ; Simon of Cyrene bearing the Cross,42414,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959860,The Touronians steal the corpse of Martin from the sleeping Poitevins,42415,3D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959861,Ox-Symbol of Luke the Evangelist,42416,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959862,Christ Enthroned with Scenes from his Life,42417,3D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959863,Angel-Symbol of Matthew the Evangelist,42418,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959865,Lion-Symbol of Mark the Evangelist,42419,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959866,Christ Enthroned,42420,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959867,The Visitation: Elizabeth Greets Mary,42421,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959868,"The Visitation: Elizabeth Greets Mary, detail",42422,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959869,Crucifixion of St. Peter,42423,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959870,The Visitation: Elizabeth Greets  Mary,42424,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959871,"Christ's Entry into Jerusalem, Saint-Martin (Church : Nohant-Vicq, France)",42426,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959873,Preparation for Christ's Entry into Jerusalem,42427,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959874,David,42428,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959875,Christ Enthroned with Agnus Dei,42429,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959877,College of Apostles,42430,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959878,College of Apostles,42431,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959880,College of Apostles,42432,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959881,Journey and Adoration of the Magi,42433,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959882,Moses,42434,3D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959883,Last Supper,42435,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959884,Preparation for Christ's Entry into Jerusalem; Walls of Jerusalem,42436,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959885,Adam and Eve liberated from Hell; Christ as liberator,42437,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959886,Feast of Dives in parable of Lazarus and Dives,42438,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959887,Lazarus knocking at the door in the parable of Lazarus and Dives,42439,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959888,Betrayal and Arrest of Christ,42440,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959890,Tetramorph (close up),42442,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959891,"""Maiestas Domini"" (Christ in Majesty); Christ with personifications of the evangelists",42444,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959892,"""Maiestas Domini"" (Christ in Majesty); Christ with seraphim and tetramorph figures",42445,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959893,Christ Washing Peter's Feet,42446,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959894,"Purification of Isaiah's lips, or, putting words into Jeremiah's mouth, or, Ezekiel eats scroll",42491,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122960162,Maiestas Domini (Christ in Majesty),50497,2D,inception prior to copyright cutoff,1137-01-01T00:00:00Z
Q122959334,"Chartres Cathedral; zodiac signs and labors of months; archivolts, left portal, west facade",26281,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959335,"Chartres Cathedral; Ascension of Christ; left portal, west facade",26282,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959336,"Chartres Cathedral; Christ, angels, apostles; left portal, west facade",26283,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959337,"Chartres Cathedral; queen, Jew, Isaiah; left embrasure jamb figures, center portal, west facade",26284,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959338,"Chartres Cathedral; Sarah, Abraham, Hagar; jamb figures, left embrasure, left portal, west facade",26285,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959339,"Chartres Cathedral; Christ in Majesty; central portal, west facade",26286,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959340,"Chartres Cathedral; Christ, four Evangelists; tympanum and lintel, central portal, west facade",26288,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959342,"Chartres Cathedral; Mary holding infant Christ, Presentation in the Temple, Annunciation, Visitation, and Nativity; tympanum and lintels, right portal, west facade",26290,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959343,"Chartres Cathedral; Seat of Wisdom, Liberal Arts; right portal, west facade",26291,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959344,"Chartres Cathedral; Liberal Arts and Ancients; archivolts, right portal, west facade",26292,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959345,"Chartres Cathedral; Christ in Majesty; tympanum, central portal, west facade",26293,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959346,"Chartres Cathedral; Samuel, David, Queen of Sheba, Solomon; right embrasure jamb figures, central portal, west facade",26294,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959347,"Chartres Cathedral; Life of Christ; capital decoration, west facade",26295,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959348,"Chartres Cathedral; Astronomy and Ptolemy; right archivolts, right portal, west facade",26296,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959349,"Chartres Cathedral; Cicero and Rhetoric; left archivolts, right portal, west facade",26297,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959350,"Chartres Cathedral; unidentified human and animal figures with vegetation; colonnette on left embrasure, right portal, west facade",26298,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959351,"Chartres Cathedral; Virgin Mary, infant Christ; tympanum, right portal, west facade",26299,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959352,"Chartres Cathedral; Presentation of the infant Jesus in the temple; upper lintel, right portal, west facade",26300,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959353,"Chartres Cathedral; Roland, Louis VII; jamb figures on left embrasure, right portal, west facade",26301,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959354,"Chartres Cathedral; Geometry, Arithmetic, Hand of God, angels; archivolts, right portal, west facade",26302,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959355,"Chartres Cathedral; elders, angels; left archivolts, central portal, west facade",26303,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959356,"Chartres Cathedral; scenes of life of Christ and heads of jamb figures; right portal, west facade",26305,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959357,"Chartres Cathedral; king, Roland, Louis VII; left embrasure jamb figures, right portal, west facade",26306,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959358,"Chartres Cathedral; Matthew, Charlemagne (Constantine), Hildegard wife of Charlemagne; right embrasure jamb figures, right portal, west facade",26307,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959359,"Chartres Cathedral; Life of Christ; capitals above right jamb figures, right portal, west facade",26308,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959360,"Chartres Cathedral; Aristotle, Dialectics, Gemini, Pisces; left archivolts, right portal, west facade",26309,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959361,"Chartres Cathedral; Arithmetic and Boethius; archivolts, right portal, west facade",26310,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959362,"Chartres Cathedral; unidentified queen; left embrasure jamb figure, central portal, west facade",26311,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959363,"Chartres Cathedral; queen, Jew, Isaiah, life of Mary and of Christ; heads of jamb figures and capitals, central portal, west facade",26312,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959364,"Chartres Cathedral; queen, Jew, Isaiah; left embrasure jamb figures, central portal, west facade",26313,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959365,"Chartres Cathedral; Jew, Isaiah; left embrasure jamb figures, central portal, west facade",26315,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959366,"Chartres Cathedral; Evangelist symbols; tympanum, central portal, west facade",26316,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959367,"Chartres Cathedral; winged ox and eagle; tympanum, central portal, west facade",26318,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959368,"Chartres Cathedral; Apostles; lintel, central portal, west façade",26319,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959370,"Chartres Cathedral; Apostles; lintel, central portal, west façade",26320,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959371,"Chartres Cathedral; Dialectic, Cicero, Gemini, Angel; left archivolts, right portal, west facade",26321,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959377,"Chartres Cathedral; view of section between left and central portal, west facade",26340,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959390,"Chartres Cathedral; Life of Mary, the mother of Jesus; lower lintel, right portal, west facade",26354,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959391,"Chartres Cathedral; Annunciation to the Shepherds; lintel, right portal, west facade",26355,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959394,"Chartres Cathedral; zodiac signs and labors of months; archivolts, left portal, west facade",26358,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959395,"Chartres Cathedral; zodiac signs and labors of months; archivolts, left portal, west facade",26359,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959396,"Chartres Cathedral; zodiac signs and labors of months; archivolts, left portal, west facade",26360,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959397,"Chartres Cathedral; January as Labor of the Month; archivolts, left portal, west facade",26361,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959398,"Chartres Cathedral; zodiac signs and labors of the months; archivolts left portal, west facade",26362,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959399,"Chartres Cathedral; zodiac signs and labors of the months; archivolts, left portal, west facade",26363,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959400,"Chartres Cathedral; labors of the months and zodiac signs; archivolts, left portal, west facade",26364,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959401,"Chartres Cathedral; right embrasure jamb figure, left portal, west facade",26365,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959402,"Chartres Cathedral; Moses; right embrasure jamb figure, left portal, west facade",26366,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959404,"Chartres Cathedral; unidentified male figure; left chambranle, central portal, west facade",26368,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959405,"Chartres Cathedral; Sarah, Abraham, Hagar, Adam, Eve; jamb figures, left embrasure, left portal, west facade",26369,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959535,"Chartres Cathedral; Matthew, Charlemagne (Constantine), Hildegarde (queen); right embrasure, right portal, west facade",27212,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959537,"Chartres Cathedral; twenty-four elders of the apocalypse; voussoirs, left side, central portal, west facade",27213,3D,inception prior to copyright cutoff,1145-01-01T00:00:00Z
Q122959422,"Laon; Last Judgment; left archivolts of the south portal, west facade (Last Judgment Portal)",26953,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959423,"Laon; Last Judgment; right archivolts of the right portal, west facade (Last Judgment Portal)",27089,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959424,"Laon; crouching figure; center portal, west facade (Coronation Portal)",27090,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959425,"Laon; figures in the gable above the south portal, west facade (Portal of the Last Judgment)",27091,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959426,"Laon; right jamb figures of the south portal, west facade (Last Judgment Portal)",27092,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959534,"Laon; Annunciation, Nativity, Visit of the Three Wise Men, Virtues and Vices, prophets; lintel, tympanum and archivolts of the north portal, west facade (Nativity Portal)",27211,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959538,"Laon; Virgin Mary, Jesus Christ; gable of the center portal porch, west facade",27215,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959539,"Laon; Abraham and Isaac, Moses?, Samuel, David; left jamb figures of the center portal, west facade (Coronation Portal)",27217,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959541,"Laon; Presentation in the Temple, Virgin Mary, Jesus Christ; right embrasure figures of the north portal, west facade (Nativity Portal)",27218,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959542,"Laon; Annunciation; embrasure figures of the north portal, west facade (Nativity Portal)",27219,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959543,"Laon; Isaiah, Jeremiah, Simeon, John the Baptist; right jamb figures of the center portal, west facade (Coronation Portal)",27220,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959544,"Laon; Presentation in the temple; right embrasure figures of the north portal, west facade (Nativity Portal)",27221,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959546,"Laon; Nebuchadnezzar; right archivolts of the left portal, west facade",27222,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959547,"Laon; Abraham and Isaac, Moses?, Samuel, David; left jamb figures of the center portal, west facade (Coronation portal)",27223,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959549,"Laon; Coronation, Death, and Assumption of the Virgin, Tree of Jesse, Virgin Mary, Jesus Christ, Jesse, David, Bathesheba; trumeau, lintel, tympanum, archivolts and embrasures of the center portal, west facade (Coronation Portal)",27224,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959550,"Laon; Coronation, Death, and Assumption of the Virgin, Tree of Jesse, Virgin Mary, Jesus Christ, Jesse, David, Bathesheba; tympanum and archivolts of the center portal, west facade (Coronation Portal)",27225,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959551,Laon; western exterior,27226,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959552,"Laon: Presentation in the temple, Virtues and Vices, prophets; right archivolts and heads of the right jamb figures of the north portal, west facade (Nativity Portal)",27227,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959553,"Laon; David; left end of the lintel and the left embrasure figure of the center portal, west facade (Coronation portal)",27228,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959554,"Laon; Nativity, Coronation of the Virgin, Last Judgment; portals and porches of west facade",27229,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959555,"Laon; Annunciation, Nativity, Visit by the Three Wise Men, Virtures and Vices, prophets; lintel, tympanum and archivolts of the north portal, west facade (Nativity Portal)",27230,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959556,"Laon; Adoration of Magi; typanum of the north portal, west facade",27231,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959557,"Laon; Nativity, Annunciation, Visit by the Three Wise Men, Presentation in the Temple; north portal, west facade",27232,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959558,"Laon; Virgin Mary, Jesus Christ; gable the center portal, west facade",27234,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959559,"Laon; Abraham, Isaac, Moses (Solomon?), Samuel; left jamb figures of the center portal, west facade",27235,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959560,"Laon; Tree of Jesse; archivolts above the left jamb figures of center portal, west facade (Coronation Portal)",27236,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
Q122959561,"Laon; Samuel, David; left jamb figures of the center portal, west facade",27237,3D,inception prior to copyright cutoff,1155-01-01T00:00:00Z
