filename,fieldname,value
"San Francisco, California. The father of these children is being held as a dangerous enemy alien. . . . - NARA - 536456.tif",Record ID,"[""This media is available in the holdings of the"", ""National Archives and Records Administration"", "", cataloged under the National Archives Identifier (NAID)"", ""536456"", ""."", ""This tag does not indicate the copyright status of the attached work."", ""A normal"", ""copyright tag"", ""is still required."", ""See"", ""Commons:Licensing"", ""."", ""\u0627\u0644\u0639\u0631\u0628\u064a\u064e\u0651\u0629"", ""|"", ""Deutsch"", ""|"", ""English"", ""|"", ""espa\u00f1ol"", ""|"", ""fran\u00e7ais"", ""|"", ""italiano"", ""|"", ""\u65e5\u672c\u8a9e"", ""|"", ""\u043c\u0430\u043a\u0435\u0434\u043e\u043d\u0441\u043a\u0438"", ""|"", ""\u0d2e\u0d32\u0d2f\u0d3e\u0d33\u0d02"", ""|"", ""Nederlands"", ""|"", ""polski"", ""|"", ""portugu\u00eas"", ""|"", ""\u0440\u0443\u0441\u0441\u043a\u0438\u0439"", ""|"", ""sloven\u0161\u010dina"", ""|"", ""T\u00fcrk\u00e7e"", ""|"", ""\u0443\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0430"", ""|"", ""Ti\u1ebfng Vi\u1ec7t"", ""|"", ""\u4e2d\u6587\uff08\u7b80\u4f53\uff09\u200e"", ""|"", ""\u4e2d\u6587\uff08\u7e41\u9ad4\uff09\u200e"", ""|"", ""\ud55c\uad6d\uc5b4\u200e"", ""|"", ""+/\u2212"", ""Record group:  Record Group 210: Records of the War Relocation Authority, 1941 - 1989 ("", ""National Archives Identifier"", "":  537 )"", ""Series:  Central Photographic File of the War Relocation Authority, compiled 1942 - 1945 ("", ""National Archives Identifier:  536000"", "")"", ""NAIL Control Number: NWDNS-210-G-A565"", ""210-G-A565""]"
"Santorin (GR), Kallistis, Kloster Profítis Ilías -- 2017 -- 2896.jpg",Location,"[""Moni Profitis Ilias < Pyrgos Kallistis (village) <"", ""Thira (district)"", ""<"", ""Thira Municipality"", ""<"", ""Thira Regional Unit"", ""<"", ""South Aegean"", ""<"", ""Greece"", ""<"", ""Europe""]"
"Santorin (GR), Kallistis, Kloster Profítis Ilías -- 2017 -- 2896.jpg",Depicts,"[""Moni Profiti Ilia (Santorini)""]"
"Santorin (GR), Kallistis, Kloster Profítis Ilías -- 2017 -- 2896.jpg",Inscription,"[""Sculpture"", "": \u0399\u03a7\u0398\u03a5\u03a3 [Fish]""]"
"Santorin (GR), Kallistis, Kloster Profítis Ilías -- 2017 -- 2896.jpg",Technical Specifications,"[""85\u00a0mm, f/8, 1/250\u00a0s, ISO\u00a0100"", ""Camera"", ""Canon EOS 70D"", ""Camera lens"", ""EF-S15-85mm f/3.5-5.6 IS USM"", ""Focal length"", ""85\u00a0mm"", ""Exposure time"", ""1/250\u00a0s"", ""Diaphragm"", ""f/8"", ""ISO speed"", ""ISO\u00a0100""]"
"Santorin (GR), Kallistis, Kloster Profítis Ilías -- 2017 -- 2896.jpg",Image data,"[""20\u00a0Mpx, 5472\u00a0\u00d7\u00a03648\u00a0px"", ""Image resolution"", ""20\u00a0Mpx"", ""Width\u00a0\u00d7\u00a0Height"", ""5472\u00a0\u00d7\u00a03648\u00a0px"", ""Possible print sizes"", ""300\u00a0dpi: 463\u00d7309\u00a0mm, 240\u00a0dpi: 579\u00d7386\u00a0mm, 150\u00a0dpi: 927\u00d7618\u00a0mm, 72\u00a0dpi: 1930\u00d71287\u00a0mm"", ""File format"", ""JPEG File Interchange Format"", ""Bit depth"", ""8\u00a0Bit"", ""Filesize"", ""13.0\u00a0MiB"", ""Aspect ratio"", ""3:2"", ""Color space"", ""sRGB"", ""Assessments""]"
"Santorin (GR), Kallistis, Kloster Profítis Ilías -- 2017 -- 2896.jpg",Keywords,"[""\u0394\u03ae\u03bc\u03bf\u03c2 \u0398\u03ae\u03c1\u03b1\u03c2"", "","", ""\u0395\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ae \u0394\u03b7\u03bc\u03bf\u03ba\u03c1\u03b1\u03c4\u03af\u03b1"", "","", ""\u0398\u03ae\u03c1\u03b1"", "","", ""\u039c\u03bf\u03bd\u03ae \u03a0\u03c1\u03bf\u03c6\u03ae\u03c4\u03bf\u03c5 \u0397\u03bb\u03b9\u03bf\u03cd"", "","", ""\u03a3\u03b1\u03bd\u03c4\u03bf\u03c1\u03af\u03bd\u03b7"", "","", ""\u03a4\u03bf\u03c0\u03b9\u03ba\u03ae \u039a\u03bf\u03b9\u03bd\u03cc\u03c4\u03b7\u03c4\u03b1 \u03a0\u03cd\u03c1\u03b3\u03bf\u03c5 \u039a\u03b1\u03bb\u03bb\u03af\u03c3\u03c4\u03b7\u03c2"", "","", ""Animal"", "","", ""Architectural photography"", "","", ""Architecture"", "","", ""Architektur"", "","", ""Architekturelement"", "","", ""Architekturfotografie"", "","", ""Bauwerk"", "","", ""Building"", "","", ""Christentum"", "","", ""Dimos Thiras"", "","", ""Egeo"", "","", ""Ellinik\u00ed Dimokrat\u00eda"", "","", ""Fauna"", "","", ""Fisch"", "","", ""Geb\u00e4ude"", "","", ""Gotteshaus"", "","", ""Greece"", "","", ""Griechenland"", "","", ""Kallistis"", "","", ""Kloster"", "","", ""Kloster Prof\u00edtis Il\u00edas"", "","", ""Kultur"", "","", ""Kunst"", "","", ""Landscape"", "","", ""Landschaft"", "","", ""Mauer"", "","", ""Moni Profitis Ilias"", "","", ""Moni Profitou Iliou"", "","", ""Mosaik"", "","", ""Natur"", "","", ""Naturschutzgebiet"", "","", ""Object"", "","", ""Objekt"", "","", ""Qualit\u00e4tsbild"", "","", ""Quality image"", "","", ""Religion"", "","", ""Religi\u00f6ses Geb\u00e4ude"", "","", ""Sakralbau"", "","", ""Santorin"", "","", ""Santorini"", "","", ""Schutzgebiet"", "","", ""Sculpture"", "","", ""Skulptur"", "","", ""Thira"", "","", ""Tier"", "","", ""2017""]"
Self-portrait by Albrecht Dürer.jpg,Series title,"[""Self-portraits by Albrecht D\u00fcrer""]"
"Shaw Butte School Mosaic, 2012 - panoramio.jpg",Tags,"[""Phoenix"", "","", ""2012"", "","", ""Arizona"", "","", ""art"", "","", ""Butte"", "","", ""mosaic"", "","", ""Phoenix"", "","", ""school"", "","", ""Shaw"", "","", ""sun"", "","", ""tree"", "","", ""United States""]"
"Soup Kitchen for the Jewish Poor, Brune Street, London - geograph.org.uk - 984504.jpg",Attribution,"[""Christine Matthews\u00a0/"", ""Soup Kitchen for the Jewish Poor, Brune Street, London""]"
"St Andrew, Buckland, Herts - Window - geograph.org.uk - 368076.jpg",Attribution,"[""John Salmon\u00a0/"", ""St Andrew, Buckland, Herts - Window""]"
"St James the Less, Vauxhall Bridge Road, SW1 - Capital - geograph.org.uk - 1851192.jpg",Attribution,"[""John Salmon\u00a0/"", ""St James the Less, Vauxhall Bridge Road, SW1 - Capital""]"
"St James the Less, Vauxhall Bridge Road, SW1 - Capital - geograph.org.uk - 1851197.jpg",Attribution,"[""John Salmon\u00a0/"", ""St James the Less, Vauxhall Bridge Road, SW1 - Capital""]"
"St Mary, Yelverton, Norfolk - Porch window - geograph.org.uk - 1254679.jpg",Attribution,"[""John Salmon\u00a0/"", ""St Mary, Yelverton, Norfolk - Porch window""]"
St Mary's church - stained glass detail - geograph.org.uk - 1252096.jpg,Attribution,"[""Evelyn Simak\u00a0/"", ""St Mary's church - stained glass detail""]"
"St Peter, Babraham, Cambridgeshire - East window - geograph.org.uk - 333992.jpg",Attribution,"[""John Salmon\u00a0/"", ""St Peter, Babraham, Cambridgeshire - East window""]"
"St. Nicholas' Church, Deptford Green, SE8 - carved panel representing Ezekiel in the Valley of the Dry Bones - geograph.org.uk - 1501992.jpg",Attribution,"[""Mike Quinn\u00a0/"", ""St. Nicholas' Church, Deptford Green, SE8 - carved panel representing Ezekiel in the Valley of the Dry Bones""]"
Stockholm Sweden God-Father-on-the-Rainbow-01.jpg,Attribution,"[""Photo by CEphoto, Uwe Aranas""]"
Supper at Emmaus-Caravaggio (1601).jpg,Authority control,"["":"", ""Q318947"", ""VIAF"", "":"", ""179549555"", ""LCCN"", "":"", ""n98092859"", ""GND"", "":"", ""7561643-9"", ""BNF"", "":"", ""14505768b"", ""WorldCat""]"
The Good Samaritan - geograph.org.uk - 714046.jpg,Attribution,"[""Richard Croft\u00a0/"", ""The Good Samaritan""]"
"The Leighton Fresco, St Michael and All Angels church, Lyndhurst - geograph.org.uk - 343747.jpg",Attribution,"[""Jim Champion\u00a0/"", ""The Leighton Fresco, St Michael and All Angels church, Lyndhurst""]"
"The Millennium Chapel of Peace and Forgiveness, at the National Memorial Arboretum, Alrewas, Staffordshire. - geograph.org.uk - 814782.jpg",Attribution,"[""Chris' Buet\u00a0/"", ""The Millennium Chapel of Peace and Forgiveness, at the National Memorial Arboretum, Alrewas, Staffordshire.""]"
The painting is a design for a poster. Art.IWMART5194.jpg,Subjects,"[""Associated people and organisations"", ""British Army, British Red Cross Society"", ""Associated places"", ""France, France, Belgium, Great Britain GB, Germany (pre 1945 and post 1990) DE"", ""Associated events"", ""First World War"", ""Associated themes"", ""British Army 1914-1918"", ""Associated keywords"", ""Military Personnel, medical / convalescence, wounded / disabled, women / womens work, Children""]"
The painting is a design for a poster. Art.IWMART5194.jpg,Category,"[""art""]"
The painting is a design for a poster. Art.IWMART5194.jpg,Image Sorted,"[""yes""]"
The thrones and palaces of Babylon and Ninevah from sea to sea; a thousand miles on horseback (1876) (14591339829).jpg,Flickr tags,"["".mw-parser-output .hlist dl,.mw-parser-output .hlist ol,.mw-parser-output .hlist ul{margin:0;padding:0}.mw-parser-output .hlist dd,.mw-parser-output .hlist dt,.mw-parser-output .hlist li{margin:0;display:inline}.mw-parser-output .hlist.inline,.mw-parser-output .hlist.inline dl,.mw-parser-output .hlist.inline ol,.mw-parser-output .hlist.inline ul,.mw-parser-output .hlist dl dl,.mw-parser-output .hlist dl ol,.mw-parser-output .hlist dl ul,.mw-parser-output .hlist ol dl,.mw-parser-output .hlist ol ol,.mw-parser-output .hlist ol ul,.mw-parser-output .hlist ul dl,.mw-parser-output .hlist ul ol,.mw-parser-output .hlist ul ul{display:inline}.mw-parser-output .hlist .mw-empty-li,.mw-parser-output .hlist .mw-empty-elt{display:none}.mw-parser-output .hlist dt:after{content:\"": \""}.mw-parser-output .hlist dd:after,.mw-parser-output .hlist li:after{content:\"" \u00b7 \"";font-weight:bold}.mw-parser-output .hlist dd:last-child:after,.mw-parser-output .hlist dt:last-child:after,.mw-parser-output .hlist li:last-child:after{content:none}.mw-parser-output .hlist dd dd:first-child:before,.mw-parser-output .hlist dd dt:first-child:before,.mw-parser-output .hlist dd li:first-child:before,.mw-parser-output .hlist dt dd:first-child:before,.mw-parser-output .hlist dt dt:first-child:before,.mw-parser-output .hlist dt li:first-child:before,.mw-parser-output .hlist li dd:first-child:before,.mw-parser-output .hlist li dt:first-child:before,.mw-parser-output .hlist li li:first-child:before{content:\"" (\"";font-weight:normal}.mw-parser-output .hlist dd dd:last-child:after,.mw-parser-output .hlist dd dt:last-child:after,.mw-parser-output .hlist dd li:last-child:after,.mw-parser-output .hlist dt dd:last-child:after,.mw-parser-output .hlist dt dt:last-child:after,.mw-parser-output .hlist dt li:last-child:after,.mw-parser-output .hlist li dd:last-child:after,.mw-parser-output .hlist li dt:last-child:after,.mw-parser-output .hlist li li:last-child:after{content:\"")\"";font-weight:normal}.mw-parser-output .hlist ol{counter-reset:listitem}.mw-parser-output .hlist ol>li{counter-increment:listitem}.mw-parser-output .hlist ol>li:before{content:\"" \""counter(listitem)\""\\a0 \""}.mw-parser-output .hlist dd ol>li:first-child:before,.mw-parser-output .hlist dt ol>li:first-child:before,.mw-parser-output .hlist li ol>li:first-child:before{content:\"" (\""counter(listitem)\""\\a0 \""}"", ""bookid:thronespalacesof00newm"", ""bookyear:1876"", ""bookdecade:1870"", ""bookcentury:1800"", ""bookauthor:Newman__John_Philip__1826_1899"", ""booksubject:Babylonia____Description_and_travel"", ""booksubject:Iraq____Description_and_travel"", ""bookpublisher:New_York__Harper___brothers"", ""bookcontributor:Princeton_Theological_Seminary_Library"", ""booksponsor:MSN"", ""bookleafnumber:305"", ""bookcollection:Princeton"", ""bookcollection:americana""]"
The thrones and palaces of Babylon and Ninevah from sea to sea; a thousand miles on horseback (1876) (14591339829).jpg,Flickr posted date,"[""29 July 2014""]"
"The War Refugees' Camp, Earl's Court 1918 Art.IWMART2449.jpg",Subjects,"[""Associated history pages"", ""The War against Civilians during the First World War"", ""Associated places"", ""France, Belgium, Earls Court, London, England, UK, Great Britain GB, Germany (pre 1945 and post 1990) DE, War Refugees' Camp, Earls Court"", ""Associated events"", ""Home Front, UK, First World War"", ""Associated themes"", ""British Home Front 1914-1918, Refugees"", ""Associated keywords"", ""women / womens work, civilian suffering, Refugees, Children, Architecture""]"
"The War Refugees' Camp, Earl's Court 1918 Art.IWMART2449.jpg",Category,"[""art""]"
"The War Refugees' Camp, Earl's Court 1918 Art.IWMART2449.jpg",Image Sorted,"[""yes""]"
Théodule-Augustin Ribot - The Good Samaritan - WGA19393.jpg,Authority control,"["":"", ""Q66107738"", ""Joconde"", "":"", ""00980001224""]"
Tullow Church of the Most Holy Rosary South Transept Window Mysteries of Light and Pope John Paul II Detail Bicentennial 2013 09 06.jpg,Reference,"[""2013/22809""]"
Tullow Church of the Most Holy Rosary South Transept Window Mysteries of Light and Pope John Paul II Detail Eucharist 2013 09 06.jpg,Reference,"[""2013/22829""]"
Tullow Church of the Most Holy Rosary South Transept Window Mysteries of Light and Pope John Paul II Detail Proclamation of the Kingdom of God 2013 09 06.jpg,Reference,"[""2013/22819""]"
Tullow Church of the Most Holy Rosary South Transept Window Mysteries of Light and Pope John Paul II Detail Transfiguration 2013 09 06.jpg,Reference,"[""2013/22821""]"
Tullow Church of the Most Holy Rosary South Transept Window Mysteries of Light and Pope John Paul II Detail Wedding Feast of Cana 2013 09 06.jpg,Reference,"[""2013/22816""]"
"U.S. Air Force Airman Basic Tyler Hewitt, left, pushes Veronica Nickelson and Airman 1st Class Adam Trochesset pushes Roderick Smith while competing in the 25-meter assisted wheelchair race at the 2010 100515-F-BD983-009.jpg",Location,"[""Keesler Air Force Base""]"
"U.S. Air Force Airman Basic Tyler Hewitt, left, pushes Veronica Nickelson and Airman 1st Class Adam Trochesset pushes Roderick Smith while competing in the 25-meter assisted wheelchair race at the 2010 100515-F-BD983-009.jpg",VIRIN,"[""This image was released by the United States Air Force with the ID 100515-F-BD983-009"", ""(next)"", ""."", ""This tag does not indicate the copyright status of the attached work."", ""A normal"", ""copyright tag"", ""is still required."", ""See"", ""Commons:Licensing"", ""."", ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629"", ""|"", ""\u09ac\u09be\u0982\u09b2\u09be"", ""|"", ""Deutsch"", ""|"", ""Deutsch (Sie-Form)"", ""|"", ""English"", ""|"", ""espa\u00f1ol"", ""|"", ""euskara"", ""|"", ""\u0641\u0627\u0631\u0633\u06cc"", ""|"", ""fran\u00e7ais"", ""|"", ""italiano"", ""|"", ""\u65e5\u672c\u8a9e"", ""|"", ""\ud55c\uad6d\uc5b4"", ""|"", ""\u043c\u0430\u043a\u0435\u0434\u043e\u043d\u0441\u043a\u0438"", ""|"", ""\u0d2e\u0d32\u0d2f\u0d3e\u0d33\u0d02"", ""|"", ""Plattd\u00fc\u00fctsch"", ""|"", ""Nederlands"", ""|"", ""polski"", ""|"", ""\u067e\u069a\u062a\u0648"", ""|"", ""portugu\u00eas"", ""|"", ""svenska"", ""|"", ""T\u00fcrk\u00e7e"", ""|"", ""\u0443\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0430"", ""|"", ""\u4e2d\u6587"", ""|"", ""\u4e2d\u6587\uff08\u7b80\u4f53\uff09"", ""|"", ""\u4e2d\u6587\uff08\u7e41\u9ad4\uff09"", ""|"", ""+/\u2212"", ""Search DVIDs""]"
"U.S. Air Force Airman Basic Tyler Hewitt, left, pushes Veronica Nickelson and Airman 1st Class Adam Trochesset pushes Roderick Smith while competing in the 25-meter assisted wheelchair race at the 2010 100515-F-BD983-009.jpg",Gallery page,"[""http://www.defenseimagery.mil/imagery.html?&guid=69b082902b08227a57afca013761391f4c948740""]"
"U.S. Air Force Airman Basic Tyler Hewitt, left, pushes Veronica Nickelson and Airman 1st Class Adam Trochesset pushes Roderick Smith while competing in the 25-meter assisted wheelchair race at the 2010 100515-F-BD983-009.jpg",Posted,"[""26 July 2010""]"
Van Gogh - Sämann bei untergehender Sonne.jpeg,Series title,"[""The Sower""]"
"Verrocchio, Leonardo da Vinci - Battesimo di Cristo - Google Art Project.jpg",Authority control,"["":"", ""Q1059211"", ""GND"", "":"", ""4432505-8""]"
Vincent van Gogh - Olive Trees - Google Art Project (Minneapolis Institute of Arts).jpg,Series title,"[""Olive Trees""]"
Vincent van Gogh - The sower - Google Art Project.jpg,Series title,"[""The Sower""]"
Wheat garb.svg,SVG development,"[""The source code of this"", ""SVG"", ""is"", ""valid"", ""."", ""This"", ""vector image"", ""was created with"", ""Adobe Illustrator"", "".""]"
William de Brailes - The Crossing of the Red Sea (Exodus 14 -26-30) - Walters W10611V - Full Page.jpg,Scribe,"[""William de Brailes"", ""(\u20131260)"", ""Alternative names"", ""William De Brailes"", ""Description"", ""English"", ""manuscript illuminator"", ""Date of birth/death"", ""13"", ""th"", ""century"", ""date QS:P,+1250-00-00T00:00:00Z/7"", ""1260"", ""Location of birth"", ""Brailes"", ""(?)"", ""Work period"", ""between circa 1230 and circa 1260"", ""date QS:P,+1250-00-00T00:00:00Z/7,P1319,+1230-00-00T00:00:00Z/9,P1326,+1260-00-00T00:00:00Z/9,P1480,Q5727902"", ""Work location"", ""Oxford"", ""Authority control"", "":"", ""Q8020766"", ""VIAF"", "":"", ""42640982"", ""ISNI"", "":"", ""0000 0000 5603 6943"", ""ULAN"", "":"", ""500010129"", ""LCCN"", "":"", ""n92049528"", ""Oxford Dict."", "":"", ""38130"", ""WorldCat"", ""creator QS:P170,Q8020766""]"
William de Brailes - The Israelites Worship the Golden Calf and Moses Breaks the Tablets (Exodus 32 -1-19) - Walters W10613R - Full Page.jpg,Scribe,"[""William de Brailes"", ""(\u20131260)"", ""Alternative names"", ""William De Brailes"", ""Description"", ""English"", ""manuscript illuminator"", ""Date of birth/death"", ""13"", ""th"", ""century"", ""date QS:P,+1250-00-00T00:00:00Z/7"", ""1260"", ""Location of birth"", ""Brailes"", ""(?)"", ""Work period"", ""between circa 1230 and circa 1260"", ""date QS:P,+1250-00-00T00:00:00Z/7,P1319,+1230-00-00T00:00:00Z/9,P1326,+1260-00-00T00:00:00Z/9,P1480,Q5727902"", ""Work location"", ""Oxford"", ""Authority control"", "":"", ""Q8020766"", ""VIAF"", "":"", ""42640982"", ""ISNI"", "":"", ""0000 0000 5603 6943"", ""ULAN"", "":"", ""500010129"", ""LCCN"", "":"", ""n92049528"", ""Oxford Dict."", "":"", ""38130"", ""WorldCat"", ""creator QS:P170,Q8020766""]"
William de Brailes - Top - Hannah Prays in the Temple (1 Samuel 1 -9-17) - Walters W10617R - Full Page.jpg,Scribe,"[""William de Brailes"", ""(\u20131260)"", ""Alternative names"", ""William De Brailes"", ""Description"", ""English"", ""manuscript illuminator"", ""Date of birth/death"", ""13"", ""th"", ""century"", ""date QS:P,+1250-00-00T00:00:00Z/7"", ""1260"", ""Location of birth"", ""Brailes"", ""(?)"", ""Work period"", ""between circa 1230 and circa 1260"", ""date QS:P,+1250-00-00T00:00:00Z/7,P1319,+1230-00-00T00:00:00Z/9,P1326,+1260-00-00T00:00:00Z/9,P1480,Q5727902"", ""Work location"", ""Oxford"", ""Authority control"", "":"", ""Q8020766"", ""VIAF"", "":"", ""42640982"", ""ISNI"", "":"", ""0000 0000 5603 6943"", ""ULAN"", "":"", ""500010129"", ""LCCN"", "":"", ""n92049528"", ""Oxford Dict."", "":"", ""38130"", ""WorldCat"", ""creator QS:P170,Q8020766""]"
William de Brailes - Top - Ruth Meets Boaz as she gleans (Ruth 2 -4-16) - Walters W10618R - Full Page.jpg,Scribe,"[""William de Brailes"", ""(\u20131260)"", ""Alternative names"", ""William De Brailes"", ""Description"", ""English"", ""manuscript illuminator"", ""Date of birth/death"", ""13"", ""th"", ""century"", ""date QS:P,+1250-00-00T00:00:00Z/7"", ""1260"", ""Location of birth"", ""Brailes"", ""(?)"", ""Work period"", ""between circa 1230 and circa 1260"", ""date QS:P,+1250-00-00T00:00:00Z/7,P1319,+1230-00-00T00:00:00Z/9,P1326,+1260-00-00T00:00:00Z/9,P1480,Q5727902"", ""Work location"", ""Oxford"", ""Authority control"", "":"", ""Q8020766"", ""VIAF"", "":"", ""42640982"", ""ISNI"", "":"", ""0000 0000 5603 6943"", ""ULAN"", "":"", ""500010129"", ""LCCN"", "":"", ""n92049528"", ""Oxford Dict."", "":"", ""38130"", ""WorldCat"", ""creator QS:P170,Q8020766""]"
Wooden pilgrim - geograph.org.uk - 778390.jpg,Attribution,"[""Stephen Craven\u00a0/"", ""Wooden pilgrim""]"
