qid,act_id,label,description,image_filename
Q20199436,55529,"Beacon, off Mount Desert Island",painting by Frederic Edwin Church,"Beacon, off Mount Desert Island Frederic Edwin Church.jpg"
Q20555718,55531,The Sacrifice of the Old Covenant,painting by Peter Paul Rubens,Sacrifice of the Old Covenant Rubens.jpg
Q110561878,55536,Eye of Providence,painting by artist unknown,Eye of Providence (icon).jpg
Q15977398,55539,Bible moralisée - ÖNB CV2554,,God the Geometer.jpg
Q6254238,55547,John Rankin House,"National Historic Landmark in Ripley, Ohio",Rankin house looking up path 2005.jpg
Q19858900,55549,Vineyards with Their Watch Towers,work by James Tissot,Brooklyn Museum - Vineyards with Their Watch Towers - James Tissot.jpg
Q59554023,55552,"A Copse, Evening, 1918",painting by A Y Jackson,"A.Y. Jackson - A Copse, Evening, 1918.jpg"
Q52228237,55553,Eastern Orthodox icon of Jesus Christ as the True Vine,painting by artist unknown,"Christ the True Vine icon (Athens, 16th century).jpg"
Q60474419,55554,Wild Boars in the Snow,"painting by Rosa Bonheur (French, 1822-1899) (1980.231)",Rosa Bonheur - Wild Boars in the Snow - 1980.231 - Cleveland Museum of Art.jpg
Q27927599,55557,In the Stone-Quarry,painting by Pekka Halonen,Pekka Halonen - Kivi katkaisijat.jpg
Q15709560,55559,Le Rêve,painting by Édouard Detaille,Edouard Detaille - The Dream - Google Art Project.jpg
Q20354600,55576,The Last Judgement (study),painting by John Martin,John Martin - The Last Judgement (study) - Google Art Project.jpg
Q110561859,55579,"Christ, Mary, Saints, and Angels in Glory",fresco by Girolamo Mazzola Bedoli,Parma-cupola duomo.jpg
Q18572448,55580,The Stoning of St. Stephen,"painting by Annibale Carracci (Louvre, INV 204)","Carracci, Annibale - The Stoning of St Stephen - 1603-04.jpg"
Q18685756,55582,Christ Nailed to the Cross,painting by Gerard David,Gerard David - Christ Nailed to the Cross - Google Art Project.jpg
Q19900687,55583,Study for The Pilgrim of the World at the End of His Journey,painting by Thomas Cole,Cole Thomas The Cross and the World Study for -The Pilgrim of the World at the End of His Journey 1846-48.jpg
Q105658837,55585,"Blaze, Fire at night",painting by Francisco de Goya,Un incendio (Goya).jpg
Q20407132,55587,The burning of a heretic,painting by Sassetta,SASSETTA-Theburning-Fd102626.jpg
Q23936317,55590,Saint Augustine Disputing with the Heretics,painting by Vergós Group,Vergós Group - Saint Augustine Disputing with the Heretics - Google Art Project.jpg
Q3826926,55592,Young Prophet,sculpture by Donatello,Young prophet Donatello OPA Florence.jpg
Q23940134,55606,The Road Menders,painting by Vincent van Gogh,Vincent van Gogh - The Road Menders - Google Art Project.jpg
Q20180589,55611,Grotto of Sarrazine near Nans-sous-Sainte-Anne,painting by Gustave Courbet,Gustave Courbet (French - Grotto of Sarrazine near Nans-sous-Sainte-Anne - Google Art Project.jpg
Q67563862,55616,"Silence, Waterfall and Forest",painting by Arthur Bowen Davies,"'Silence, Waterfall and Forest' by Arthur Bowen Davies, Dayton Art Institute.JPG"
Q28796893,55617,Great Tijuca Waterfall,painting by Manuel de Araújo Porto-Alegre,Manuel de Araújo Porto-Alegre - Great Tijuca Waterfall - Google Art Project.jpg
Q91018238,55626,The Blind Beggar,painting by Jules Bastien-Lepage,Jules Bastien-Lepage The Blind Beggar.jpg
Q110561830,55634,Apostasia,graffiti,Apostasialogo.jpg
Q22085031,55635,Barn interior with utensils,painting by Pieter Symonsz Potter,Potter Trash in a yard's corner.JPG
Q18338511,55638,Sol Justitiae,print by Albrecht Dürer,Albrecht Dürer - Sol Iustitiae (Sun of Righteousness) (NGA 1943.3.3484).jpg
Q110561947,55642,Philemon and Apphia,painting,Philemon and Apphia.jpg
Q20201820,55653,Moses Viewing the Promised Land,painting by Frederic Edwin Church,Moses Viewing the Promised Land Frederic Edwin Church.jpg
Q110561902,55661,"Interior view of Yuriria Convent, founded in 1550, Yuriria, Guanajuato, Mexico",architectural structure,Interior convento 3.jpg
Q28879200,55667,Singing old woman,drawing by Gerard van Honthorst,Honthorst Old woman singing.jpg
Q20199116,55668,Young Boy Singing (Le Jeune Chanteur),painting by The Candlelight Master,Candlelight Master Young Boy Singing.jpg
Q1464531,55682,Starry Night Over the Rhone,painting by Vincent van Gogh,Vincent van Gogh - Starry Night - Google Art Project.jpg
Q740212,55695,Jeremiah Lamenting the Destruction of Jerusalem,painting by Rembrandt Harmensz. van Rijn,Rembrandt Harmensz. van Rijn - Jeremia treurend over de verwoesting van Jeruzalem - Google Art Project.jpg
Q110561936,55696,Mill Children in Macon,photograph by Lewis Wickes Hine,Mill Children in Macon.jpg
Q24065941,55720,The Rich Man and the Poor Lazarus,painting by Hendrick ter Brugghen,Hendrick ter Brugghen - The Rich Man and the Poor Lazarus - Google Art Project.jpg
Q110561869,55721,Device to Root out Evil,sculpture by Dennis Oppenheim,Device to Root out Evil.jpg
Q28801642,55724,The Burning of Jerusalem by Nebuchadnezzar’s Army,painting by Circle of Juan de la Corte,Circle of Juan de la Corte - The Burning of Jerusalem by Nebuchadnezzar’s Army - Google Art Project.jpg
Q20054742,55737,The Rainbow in the Berkshire Hills,painting by George Inness,"The Rainbow in the Berkshire Hills by George Inness, 1869.jpg"
Q18748592,55738,The Scarlet Letter,painting by Hugues Merle,Hugues Merle - The Scarlet Letter - Walters 37172.jpg
Q20086887,55740,The Hand of Christ,stained glass by Akseli Gallen-Kallela,Kristuksen käsi Gallen-Kallela.JPG
Q16536241,55743,Trivulzio candelabra,seven-branched candelabra in the Cathedral in Milan from 13th century,IMG 6849 - Duomo - Menorah Trivulzio - Foto Giovanni Dall'Orto 3-Mar-2007.jpg
Q20202177,55746,Vision of the Cross,painting by Frederic Edwin Church,Frederic Edwin Church - Vision of the Cross - Google Art Project.jpg
Q20176899,55748,River Landscape,painting by Jan Brueghel the Elder,Jan Brueghel the Elder - River Landscape - Google Art Project.jpg
Q776175,55749,The Harvesters,painting by Pieter Brueghel the Elder,Pieter Bruegel de Oude - De graanoogst.jpg
Q776175,55749,The Harvesters,painting by Pieter Brueghel the Elder,Pieter Bruegel the Elder- The Harvesters - Google Art Project.jpg
Q18689337,55751,The offering,painting by Saturnino Herrán,Saturnino Herrán - The offering - Google Art Project.jpg
Q43247281,55757,Rain in an Oak Forest,painting by Ivan Shishkin,Shishkin DozVDubLesu 114.jpg
Q15877625,55760,"The Yerres, Effect of Rain",painting by Gustave Caillebotte,"G. Caillebotte - L'Yerres, pluie.jpg"
Q21791426,55769,The Vision of Daniel,painting by Rembrandt,Willem Drost The Vision of Daniel 1650.jpg
Q25932048,55786,Jane Addams,painting by George de Forest Brush,George de Forest Brush - Jane Addams - NPG.78.48 - National Portrait Gallery.jpg
Q25932048,55786,Jane Addams,painting by George de Forest Brush,"Jane Addams, 1906 by George de Forest Brush, (3011183811).jpg"
Q17341728,55797,Saying Grace,painting by Cornelis Pietersz. Bega,BegaPrayer.jpg
Q3873252,55804,The Nativity with the Prophets Isaiah and Ezekiel,painting by Duccio di Buoninsegna,"Duccio, natività tra i profeti isaia e giobbe.jpg"
Q29656386,55807,Hannah presenting her son Samuel to the priest Eli,painting by Gerbrand van den Eeckhout,Gerbrand van den Eeckhout - Anna toont haar zoon Samuël aan de priester Eli.jpg
Q28797016,55837,Morning View of L'Estaque Against the Sunlight,painting by Paul Cezanne,Paul Cezanne - Morning View of L'Estaque Against the Sunlight - Google Art Project.jpg
Q21617800,55839,The Acts of Mercy,painting by Pieter Brueghel II,Pieter Brueghel de Jonge - De werken van barmhartigheid (KMSKA).jpg
Q22928400,55844,Lazarus between Martha and Mary,painting by the Master of Perea,Lazarus Lazaro Galdiano.jpg
Q20812914,55847,The Life Line,painting by Winslow Homer,The Life Line 1884 Winslow Homer.jpg
Q20812914,55847,The Life Line,painting by Winslow Homer,Winslow Homer - The Life Line.jpg
Q1655766,55848,Church of the Light,"chapel in Ibaraki, Osaka Prefecture designed by Tadao Ando",Church of Light.JPG
Q23936146,55858,Stoning of Saint Stephen from Boí,painting by Master of Boí,Stoning of Saint Stephen from Sant Joan de Boí - Google Art Project.jpg
Q27990841,55868,Altarpiece of Saints Thomas and Matthias,painting by Bernaert van Orley,Bernaerd van Orley - Altarpiece of Saints Thomas and Matthias - Google Art Project.jpg
Q27990841,55868,Altarpiece of Saints Thomas and Matthias,painting by Bernaert van Orley,"Bernaert van Orley, , Kunsthistorisches Museum Wien, Gemäldegalerie - Thomas- und Matthias Altar - GG 992 - Kunsthistorisches Museum.jpg"
Q20634696,55869,Winnowing Grain,painting by Eastman Johnson,Eastman Johnson - Winnowing Grain.jpg
Q21722023,55880,Esau and Jacob,painting by Matthias Stomer,Matthias Stom - Esau and Jacob - WGA21805.jpg
Q20181991,55904,The Disciples See Christ Walking on the Water,painting by Henry Ossawa Tanner,"Henry Ossawa Tanner, The Disciples See Christ Walking on the Water, c. 1907.jpg"
Q2620028,55925,Delivery of the Keys,fresco by Pietro Perugino,Entrega de las llaves a San Pedro (Perugino).jpg
Q110561919,55931,Julia A. J. Foote,photograph by artist unknown,Julia A. J. Foote.jpg
Q6542967,55959,The Burning Bush,Sculpture by Yitzhak Danziger,The Burning Bush (1959) by Ithak Danziger.jpg
Q20808487,55960,"Moses and the Burning Bush, with Moses Removing His Shoes",painting attributed to Dieric Bouts,"Attributed to Dierick Bouts the Elder, Netherlandish (active Louvain), first securely documented 1447, died 1475 - Moses and the Burning Bush, with Moses Removing His Shoes - Google Art Project.jpg"
Q110561980,55961,"Shiphrah, Puah, Jocheved, Miriam, Pharoah's Daughter, and the infant Moses",mural by artist unknown,Dura Europos fresco Moses from river.jpg
Q11891414,55966,Women Outside the Church at Ruokolahti,painting by Albert Edelfelt,Albert Edelfelt - Women outside the Church at Ruokolahti - Google Art Project.jpg
Q26693203,55968,The Israelites gathering Manna,painting by Ercole de' Roberti,"Ercole de' Roberti - The Israelites gathering Manna (National Gallery, London).jpg"
Q21995956,55984,Parable of the Great Banquet,painting by Brunswick Monogrammist,Brunswick Monogrammist Great Banquet.jpg
Q28532786,55990,The Harbour of Refuge,painting by Frederick Walker,Frederick Walker - The Harbour of Refuge (1872).jpg
Q62015666,55994,The Tribute Money,painting by Jacek Malczewski,Malczewski Jacek Grosz czynszowy.jpg
Q28775701,55995,The Tribute Money,"painting by Bernardo Strozzi in the Museum of Fine Arts, Budapest",Bernardo Strozzi - The Tribute Money - Google Art Project.jpg
Q19858745,55996,The Tribute Money,painting by James Tissot,Brooklyn Museum - The Tribute Money (Le denier de César) - James Tissot.jpg
Q3710016,55997,The Defeat of Sisera,painting by Luca Giordano,"Giordano, Luca - The Defeat of Sisera - c. 1692.jpg"
Q68871611,56008,Votive offering dedicated to the Lord of Mercy,Painted votive offering from Frida Kahlo collection,Votive offering dedicated to the Lord of Mercy - Google Art Project.jpg
Q101385607,56012,Deo-Gracias-Fresko,Fresco painting in Germany,DeograciasWismar.jpg
Q18602467,56032,Nativity of St. John the Baptist,painting by Artemisia Gentileschi,Nacimiento de San Juan Bautista (Artemisia Gentileschi).jpg
Q23936184,56039,Saint Martin Sharing his Cloak,painting by Blasco de Grañén,Blasco de Grañén - Saint Martin Sharing his Cloak - Google Art Project.jpg
Q19900722,56042,The Tempest,painting by Thomas Cole,"The Tempest by Thomas Cole, c. 1826, High Museum of Art.jpg"
Q19398982,56052,Struggle for Survival,"painting by Christian Krohg (Nasjonalmuseet, NG.M.00348)",Christian Krohg - Struggle for Survival - Google Art Project.jpg
Q19398982,56052,Struggle for Survival,"painting by Christian Krohg (Nasjonalmuseet, NG.M.00348)","Christian Krohg - Struggle for Survival - NG.M.00348 - National Museum of Art, Architecture and Design.jpg"
Q4199030,56057,Our Lady of the Unexpected Joy,icon,Our Lady the Unexpected Joy.jpeg
Q5693444,56066,Baptism of Christ,painting by El Greco,Image-El Bautismo de Cristo El Greco version1609.jpg
Q19911526,56072,The Marriage Feast at Cana,painting by Juan de Flandes,Juan de Flandes - The Marriage Feast at Cana - WGA12055.jpg
Q108266499,56079,Christ Preaching in the Temple,painting by Jan Polack,Jan Polack - Christ Preaching in the Temple (one of four panels).jpg
Q28803580,56091,Visiting the prisoners,Painting by Cornelis De Wael,Cornelis De Wael - To Visit the Imprisoned - Google Art Project.jpg
Q20539241,56099,Saint Dominic in Prayer,painting by El Greco (Domenikos Theotokopoulos) in the Museum of Fine Arts,Santo Domingo en oración (Boston).jpg
Q23759194,56101,"""For Only One Short Hour""",painting by Anna Blunden,"Anna Blunden - ""For Only One Short Hour"" - Google Art Project.jpg"
Q19858678,56111,The Vine Dresser and the Fig Tree,painting by James Tissot,Brooklyn Museum - The Vine Dresser and the Fig Tree (Le vigneron et le figuier) - James Tissot.jpg
Q20182487,56125,The Miraculous Haul of Fishes,painting by Henry Ossawa Tanner,Henry Ossawa Tanner’s 'The Miraculous Haul of Fishes' (1913).jpg
Q106674881,56126,Denial of Peter,painting by Karel Dujardin,Karel Dujardin - Denial of Peter.jpg
Q22085521,56130,The Denial of Saint Peter,painting by Nikolaus Knüpfer,Knüpfer Denial of Saint Peter.jpg
Q5967516,56131,Denial of St Peter,painting by Jusepe de Ribera,La negación de San Pedro.jpg
Q3874247,56133,The Denial of Saint Peter,painting by Rembrandt,Rembrandt Harmensz. van Rijn 012.jpg
Q28039360,56138,"Christ in the House of Mary, Martha, and Lazarus",painting by Jacopo Bassano,"Jacopo Bassano - Christ in the House of Mary, Martha, and Lazarus - Google Art Project.jpg"
Q28039360,56138,"Christ in the House of Mary, Martha, and Lazarus",painting by Jacopo Bassano,"Jacopo Bassano, Francesco Bassano - Christ in the House of Mary, Martha, and Lazarus - BF.1979.13 - Museum of Fine Arts.jpg"
Q3798718,56140,Entry into Jerusalem,painting by Giotto di Bondone,Giotto di Bondone - No. 26 Scenes from the Life of Christ - 10. Entry into Jerusalem - WGA09206.jpg
Q110561875,56141,Entry Into Jerusalem,mosaic by Manfred Stumpf,Stumpf Mosaik 1.jpg
Q19858287,56153,The Resurrection of the Widow's Son at Nain,painting by James Tissot,Brooklyn Museum - The Resurrection of the Widow's Son at Nain (La résurrection du fils de la veuve de Naïm) - James Tissot - overall.jpg
Q23701713,56157,The Resurrection of the son of the widow of Nain,painting by Wilhelm Kotarbiński,Kotarbiński Resurrection of the son.jpg
Q23701713,56157,The Resurrection of the son of the widow of Nain,painting by Wilhelm Kotarbiński,Wilhelm Kotarbiński - Raising of the son of the widow of Nain - MP 1073 - National Museum in Warsaw.jpg
Q61700082,56162,Christ in the House of Simon the Pharisee,painting by Luca Signorelli,Luca Signorelli - Christ in the House of Simon the Pharisee - National Gallery of Ireland (1).jpg
Q19858687,56176,The Swine Driven into the Sea,painting by James Tissot,Brooklyn Museum - The Swine Driven into the Sea (Les porcs précipités dans la mer) - James Tissot.jpg
Q110561911,56178,"Jesus, the Gerasene, and the Unclean Spirits",manuscript by artist unknown,Healing of the demon-possessed.jpg
Q19858260,56180,The Man at the Plough,painting by James Tissot,Brooklyn Museum - The Man at the Plough (L'homme à la charrue) - James Tissot - overall.jpg
Q20267699,56185,Evicted Tenants,painting by Erik Henningsen,Sat ud (Henningsen).jpg
Q17322527,56188,Christ and the Centurion,painting by Adam Camerarius,Adam Camerarius 001.jpg
Q19858679,56190,The Healing of the Officer's Son,painting by James Tissot,Brooklyn Museum - The Healing of the Officer's Son (La guérison du fils de l'officier) - James Tissot.jpg
Q27698554,56191,Christ and the Centurion,"painting by Paolo Veronese, Prado",Jesús y el centurión (El Veronés).jpg
Q59355339,56207,Thou shalt love the Lord thy God,painting by Sister Maurice Schnell,Thou Shalt Love - Sister Maurice Schnell.jpg
Q17327750,56212,Christ’s Second Visit to the House of Mary and Martha,painting by Cornelis Engebrechtsz.,Jezus’ tweede bezoek aan het huis van Maria en Martha Rijksmuseum SK-A-2232.jpeg
Q2471800,56213,Old Woman Cooking Eggs,painting by Diego Velázquez,Diego Velazquez - An Old Woman Cooking Eggs - Google Art Project.jpg
Q19858277,56223,The Two Women at the Mill,painting by James Tissot,Brooklyn Museum - The Two Women at the Mill (Les deux femmes au moulin) - James Tissot - overall.jpg
Q2453980,56225,St. John the Baptist in the Wilderness,painting by Hieronymus Bosch,Hieronymus Bosch - Saint John the Baptist in the Desert - Google Art Project.jpg
Q11821612,56228,Rain,painting by Vincent van Gogh,Van Gogh - Weizenfeld im Regen.jpeg
Q11821612,56228,Rain,painting by Vincent van Gogh,"Vincent Willem van Gogh, Dutch - Rain - Google Art Project.jpg"
Q17522178,56248,American Gothic,photograph by Gordon Parks,Gordon Parks - American Gothic.jpg
Q19858670,56263,Interview between Jesus and Nicodemus,painting by James Tissot,Brooklyn Museum - Interview between Jesus and Nicodemus (Entretien de Jésus et de Nicodème) - James Tissot.jpg
Q21406189,56282,Simeon in the Temple,,Rembrandt Harmensz. van Rijn 056.jpg
Q16588018,56286,Apostle Saint Peter,painting by El Greco,El Greco - St. Peter - Google Art Project.jpg
Q16536648,56288,Veronica's Veil,painting by El Greco,El Greco - The Veil of St Veronica - WGA10461.jpg
Q19858246,56290,The Calling of Saint James and Saint John,work by James Tissot,Brooklyn Museum - The Calling of Saint James and Saint John (Vocation de Saint Jacques et de Saint Jean) - James Tissot - overall.jpg
Q27971314,56302,The Sacrament of Confirmation,painting by Nicolas Poussin,Seven Sacraments - Confirmation II (1645) Nicolas Poussin.jpg
Q18891196,56306,The Sun,painting by Edvard Munch (1910 - 1),Edvard Munch - The Sun - Google Art Project.jpg
Q18891196,56306,The Sun,painting by Edvard Munch (1910 - 1),Edvard Munch - The Sun - MM.M.00963 - Munch Museum.jpg
Q21598836,56322,Christ and his Disciples in Gethsemane,painting by Rembrandt,Rembrandt Jesus and his Disciples.jpg
Q28680925,56327,Waiting for the boats,painting by Marques de Oliveira,Waiting for the boats (1892) - Marques de Oliveira (1853-1927) (16215690116).jpg
Q3201473,56355,The Adoration of the Shepherds,painting by Matthias Stom,The Adoration of the Shepherds - Matthias Stom (Stomer) - Google Cultural Institute.jpg
Q20881591,56372,The Young Christ,painting by Alexej von Jawlensky,"'The Young Christ' by Alexej von Jawlensky, 1920-21, LACMA.JPG"
Q18688920,56387,The Prophet Jonah before the Walls of Nineveh,drawing by Rembrandt,"Rembrandt Harmenszoon van Rijn - The Prophet Jonah before the Walls of Nineveh, c. 1655 - Google Art Project.jpg"
Q21426047,56389,Saint Paul at his Writing Desk,painting by Rembrandt,"Saint Paul at his Writing-Desk, by Rembrandt.jpg"
Q28133348,56408,Christ Healing the Blind Man,painting by Gioachino Assereto,WLA cma Christ Healing the Blind Man c 1640.jpg
Q30098108,56413,The healing of the paralytic,painting by Anthonis van Dyck,Anthony van Dyck - The healing of the paralytic.jpg
Q56043195,56417,The Transfiguration,painting by Peter Paul Rubens,Transfiguration-Rubens.JPG
Q19858247,56456,Nathaniel Under the Fig Tree,painting by James Tissot,Brooklyn Museum - Nathaniel Under the Fig Tree (Nathanaël sous le figuier) - James Tissot - overall.jpg
Q33133480,56458,Samuel Relating to Eli the Judgements of God upon Eli's House,painting by John Singleton Copley,Eli and Samuel.jpg
Q28810780,56495,Jerusalem pilgrims,painting by William Strutt,William Strutt - Jerusalem pilgrims - Google Art Project.jpg
Q21771319,56500,Lithuanian girl with Palm Sunday Fronds,painting by Kanuty Rusiecki,Lithuanian Girl with Palm Sunday Fronds.jpeg
Q98418769,56507,The Flagellation of Christ,painting by Jusepe de Ribera,The Flagellation of ChrisSpagnGirolamNaples.jpg
Q19318902,56510,"Abraham, Sarah and the Angel",painting by Jan Provoost,"Jan Provoost - Abraham, Sarah, and the Angel - WGA18441.jpg"
Q29656436,56513,Old Woman Reading the Bible,painting by Gérard Dou,Gerard Dou - Reading the Bible - WGA06644.jpg
Q19858712,56514,"Get Thee Behind Me, Satan",painting by James Tissot,Brooklyn Museum - Get Thee Behind Me Satan (Rétire-toi Satan) - James Tissot.jpg
Q19825936,56515,The Annunciation,painting by Edward Burne-Jones,Edward Burne-Jones - The Annunciation - Google Art Project.jpg
Q18815217,56528,Five dancing angels,painting by Giovanni di Paolo,Angels dancing sun Giovanni di Paolo Condé Chantilly.jpg
Q28778027,56575,Christ on the Sea of Galilee,"painting by the artist Eugène Delacroix, Nelson-Atkins Museum of Art",Eugène Delacroix - Christ on the Sea of Galilee - Google Art Project.jpg
Q37431374,56577,Little girl from Hornbæk,painting by Peder Severin Krøyer,Peder Severin Krøyer - Little girl from Hornbæk - Google Art Project.jpg
Q110561886,56580,Gathering of the Manna,painting by James Tissot,Tissot The Gathering of the Manna (color).jpg
Q110562014,56596,Widow with Child,sculpture by Lidi Buma,Weduwe met kind Lidi Buma Ossenmarkt Weesp v1.JPG
Q45410357,56601,Children reading,painting by Pekka Halonen,"Halonen, Pekka - Children reading - Google Art Project.jpg"
Q2892964,56602,The Moneylender and his Wife,painting by Quentin Matsys,Massysm Quentin — The Moneylender and his Wife — 1514.jpg
Q4089579,56605,The Mother of God of Tenderness Towards Evil Hearts,painting by Kuzma Petrov-Vodkin,Kuzma Petrov-Vodkin - The Mother of God of Tenderness Towards Evil Hearts - Google Art Project.jpg
Q27980536,56615,The prophet Elias and the widow of Sarepta,painting by Bernardo Strozzi,Bernardo Strozzi - The prophet Elias and the widow of Serepta.jpg
Q24283961,56627,Christ Blessing the Children,painting by Nicolaes Maes,Nicolaes Maes - Christ Blessing the Children - WGA13814.jpg
Q9191516,56641,Christ blessing the children.,"painting by Lucas Cranach the Elder, Wawel Castle",Cranach the Elder Christ blessing the children.jpg
Q19858315,56647,The Rich Young Man Went Away Sorrowful,painting by James Tissot,Brooklyn Museum - The Rich Young Man Went Away Sorrowful (Le jeune homme riche s'en alla triste) - James Tissot - overall.jpg
Q108611782,56649,Christ and the young rich ruler,painting by Heinrich Hofmann in 1889,Hoffman-ChristAndTheRichYoungRuler.jpg
Q23929472,56652,Sunset Landscape with a Shepherd and his Flock,painting by Attributed to Sir Anthony van Dyck,"Van Dyck, Sir Anthony - Sunset Landscape with a Shepherd and his Flock - Google Art Project.jpg"
Q28805928,56654,The immigrants' ship,painting by John C. Dollman,John C. Dollman - The immigrants' ship - Google Art Project.jpg
Q28532821,56655,Jesus Washing Peter’s Feet,painting by Ford Madox Brown,Jesus washing Peter's feet.jpg
Q26678230,56662,Jesus opens the Eyes of a Man born Blind,painting by Duccio,Duccio di Buoninsegna 037.jpg
Q19858748,56665,The Widow's Mite,painting by James Tissot,Brooklyn Museum - The Widow's Mite (Le denier de la veuve) - James Tissot.jpg
Q20355351,56668,The Prophet Elijah with the Widow of Zarephath and her Son,painting by Abraham van Dijck,Abraham van Dijck - The Prophet Elijah with the Widow of Zarephath and her Son - KMS3578 - Statens Museum for Kunst.jpg
Q110561891,56672,Hannah before Eli the High Priest,manuscript by Malnazar and Aghap'ir,Malnazar - Hannah before Eli the High Priest - Google Art Project.jpg
Q3172259,56674,The Oxbow,painting by Thomas Cole,Cole Thomas The Oxbow (The Connecticut River near Northampton 1836).jpg
Q19925470,56676,Snap the Whip,painting by Winslow Homer in the  Metropolitan Museum of Art,Snap the Whip 1872 Winslow Homer.jpg
Q28777022,56687,Waterlilies,painting by Claude Monet,Claude Monet - Waterlilies - Google Art Project.jpg
Q3874376,56689,The Millinery Shop,"painting by Edgar Degas, 1885",Edgar Degas - The Millinery Shop - Google Art Project.jpg
Q20392130,56692,Wheat,painting by John Linnell,John Linnell - Wheat - Google Art Project.jpg
Q20178539,56693,Still Life with Figs and Bread,painting by Luis Melendez,Luis Meléndez - Still Life with Figs and Bread - Google Art Project.jpg
Q18686003,56694,Meadowland (The Pasture),painting by Henri Rousseau,Henri Rousseau - Meadowland - Google Art Project.jpg
Q110561956,56696,Poste Camino de Santiago,guide marker for pilgrims,Poste Camino de Santiago.jpg
Q17780704,56703,Woman scrubbing a kettle,painting by Adriaan de Lelie,SA 1831-Ketelschuurster.jpg
Q783215,56715,Saint John the Baptist,painting by Leonardo da Vinci,Leonardo da Vinci - Saint John the Baptist C2RMF retouched.jpg
Q28781995,56719,Annunciation,"painting by El Greco（Domenikos Theotokopoulos), now at Ohara Museum of Art",El GRECO (Domenikos Theotokopoulos) - Annunciation - Google Art Project.jpg
Q18685777,56753,Adoration of the Child,painting by Gerard van Honthorst,Gherardo delle Notti o Gheritt van Hontorst - Adorazione del Bambino - Google Art Project.jpg
Q27980614,56756,Jesus among the Doctors,painting by David Teniers d. J.,David Teniers after Ribera - Jesus among the Doctors GG 9801.jpg
Q3636745,56767,Baptism of Christ,fresco by Giotto di Bondone,Giotto di Bondone - No. 23 Scenes from the Life of Christ - 7. Baptism of Christ - WGA09201.jpg
Q603751,56768,The Peasant Wedding,painting by Pieter Brueghel the Elder,Pieter Bruegel the Elder - Peasant Wedding - Google Art Project 2.jpg
Q19858258,56774,Jesus Unrolls the Book in the Synagogue,painting by James Tissot,Brooklyn Museum - Jesus Unrolls the Book in the Synagogue (Jésus dans la synagogue déroule le livre) - James Tissot - overall.jpg
Q46941334,56775,Sunday Morning in Virginia,painting by Winslow Homer,Winslow Homer - Sunday Morning in Virginia - Google Art Project.jpg
Q102355566,56783,The marriage at Cana,painting by Winifred Knights,'The Marriage at Cana' by Winifred Knights.jpg
Q18600956,56784,The Marriage in Cana,painting by Anders Eriksson,The Marriage in Cana (Anders Eriksson) - Nationalmuseum - 22422.tif
Q3697606,56795,Christ before Caiaphas,painting by Giotto di Bondone,Giotto di Bondone - No. 32 Scenes from the Life of Christ - 16. Christ before Caiaphas - WGA09217.jpg
Q3615314,56796,The Road to Calvary,painting by Pietro Lorenzetti,Pietro Lorenzetti - The Road to Calvary - WGA13511.jpg
Q19925099,56798,The Three Crosses,painting by Peter Paul Rubens,Peter Paul Rubens The Three Crosses.jpg
Q20179805,56799,Christ on the Cross,painting by El Greco (Domenico Theotocopuli),El Greco (Domenico Theotocopuli) - Christ on the Cross - Google Art Project.jpg
Q18574395,56814,Reflection in Blue,painting by Eva Bonnier,Reflection in Blue (Eva Bonnier) - Nationalmuseum - 18706.tif
Q3713983,56817,Women miners,painting by Vincent van Gogh,Women miners.jpg
Q110561981,56825,Snowstorm of Stars,photograph by NASA and ESA,A snowstorm of stars.jpg
Q7721749,56827,The Catskills,painting by Asher Brown Durand,Asher Brown Durand - The Catskills - Walters 37122.jpg
Q19858261,56832,The Healing of Peter's Mother-in-law,painting by James Tissot,Brooklyn Museum - The Healing of Peter's Mother-in-law (La guérison de la belle-mère de Pierre) - James Tissot - overall.jpg
Q28541587,56840,The Prodigal Son,painting by John Macallan Swan,"John Macallan Swan - The Prodigal Son, 1888.jpg"
Q51078405,56842,Departure of the Prodigal Son,painting by Jan Miense Molenaer,Jan Miense Molenaer - Departure of the Prodigal Son.jpg
Q85839383,56844,Return from the Harvest,painting by William-Adolphe Bouguereau,William-Adolphe Bouguereau (1825-1905) - Return from the Harvest (1878).jpg
Q19858750,56847,The Ointment of the Magdalene,painting by James Tissot,Brooklyn Museum - The Ointment of the Magdalene (Le parfum de Madeleine) - James Tissot.jpg
Q23948082,56848,The Lamentation,painting by Govaert Flinck,Govaert Flinck - The Lamentation - Google Art Project.jpg
Q108612297,56863,Miriam,mosaic created by Radbod Commandeur,Miriam IMG 28071.JPG
Q50598938,56865,Entry of Christ into Jerusalem,painting by Pieter Coecke van Aelst and/or workshop,Entry of Christ into Jerusalem by Pieter Coecke van Aelst Bonnefantenmuseum 1246.jpg
Q19858822,56871,Mary Magdalene questions the Angels in the Tomb,painting by James Tissot,Brooklyn Museum - Mary Magdalene Questions the Angels in the Tomb (Madeleine dans le tombeau interroge les anges) - James Tissot.jpg
Q26522395,56879,The Walk to Emmaus,painting by Lelio Orsi,Lelio Orsi Camino de Emaús.jpg
Q20177807,56880,Christ on the Road to Emmaus,painting by American 18th Century,Christ on the Road to Emmaus G-001552-20120605.jpg
